uf,codmun,cidade,pop_tcu_2016,pop_dou_2017,tcg_2016_2017,remanej_limitesmunicip,regiao
MG,3145901,OURO BRANCO,38601,38935,0.87%,NÃO,Sudeste
MG,3146008,OURO FINO,33557,33716,0.47%,NÃO,Sudeste
MG,3146107,OURO PRETO,74356,74659,0.41%,NÃO,Sudeste
MG,3146206,OURO VERDE DE MINAS,6118,6110,-0.13%,NÃO,Sudeste
MG,3146255,PADRE CARVALHO,6295,6338,0.68%,NÃO,Sudeste
MG,3146305,PADRE PARAÍSO,20076,20177,0.50%,NÃO,Sudeste
MG,3146404,PAINEIRAS,4663,4650,-0.28%,NÃO,Sudeste
MG,3146503,PAINS,8371,8391,0.24%,NÃO,Sudeste
MG,3146552,PAI PEDRO,6173,6184,0.18%,NÃO,Sudeste
MG,3146602,PAIVA,1580,1577,-0.19%,NÃO,Sudeste
MG,3146701,PALMA,6750,6753,0.04%,NÃO,Sudeste
MG,3146750,PALMÓPOLIS,6280,6161,-1.89%,NÃO,Sudeste
MG,3146909,PAPAGAIOS,15398,15516,0.77%,NÃO,Sudeste
MG,3147006,PARACATU,91724,92386,0.72%,NÃO,Sudeste
MG,3147105,PARÁ DE MINAS,91969,92739,0.84%,NÃO,Sudeste
MG,3147204,PARAGUAÇU,21486,21583,0.45%,NÃO,Sudeste
MG,3147303,PARAISÓPOLIS,20850,20983,0.64%,NÃO,Sudeste
MG,3147402,PARAOPEBA,24273,24427,0.63%,NÃO,Sudeste
MG,3147501,PASSABÉM,1742,1732,-0.57%,NÃO,Sudeste
MG,3147600,PASSA QUATRO,16413,16470,0.35%,NÃO,Sudeste
MG,3147709,PASSA TEMPO,8336,8324,-0.14%,NÃO,Sudeste
MG,3147808,PASSA-VINTE,2108,2104,-0.19%,NÃO,Sudeste
MG,3147907,PASSOS,113807,114458,0.57%,NÃO,Sudeste
MG,3147956,PATIS,5946,5976,0.50%,NÃO,Sudeste
MG,3148004,PATOS DE MINAS,149856,150893,0.69%,NÃO,Sudeste
MG,3148103,PATROCÍNIO,89333,89983,0.73%,NÃO,Sudeste
MG,3148202,PATROCÍNIO DO MURIAÉ,5649,5680,0.55%,NÃO,Sudeste
MG,3148301,PAULA CÂNDIDO,9676,9698,0.23%,NÃO,Sudeste
MG,3148400,PAULISTAS,4990,4982,-0.16%,NÃO,Sudeste
MG,3148509,PAVÃO,8724,8709,-0.17%,NÃO,Sudeste
MG,3148608,PEÇANHA,17854,17871,0.10%,NÃO,Sudeste
MG,3148707,PEDRA AZUL,24717,24748,0.13%,NÃO,Sudeste
MG,3148756,PEDRA BONITA,7085,7117,0.45%,NÃO,Sudeste
MG,3148806,PEDRA DO ANTA,3304,3270,-1.03%,NÃO,Sudeste
MG,3148905,PEDRA DO INDAIÁ,4028,4034,0.15%,NÃO,Sudeste
MG,3149002,PEDRA DOURADA,2427,2452,1.03%,NÃO,Sudeste
MG,3149101,PEDRALVA,11596,11570,-0.22%,NÃO,Sudeste
MG,3149150,PEDRAS DE MARIA DA CRUZ,11297,11396,0.88%,NÃO,Sudeste
MG,3149200,PEDRINÓPOLIS,3661,3672,0.30%,NÃO,Sudeste
MG,3149309,PEDRO LEOPOLDO,63406,63837,0.68%,NÃO,Sudeste
MG,3149408,PEDRO TEIXEIRA,1842,1843,0.05%,NÃO,Sudeste
MG,3149507,PEQUERI,3335,3347,0.36%,NÃO,Sudeste
MG,3149606,PEQUI,4369,4395,0.60%,NÃO,Sudeste
MG,3149705,PERDIGÃO,10637,10846,1.96%,NÃO,Sudeste
MG,3149804,PERDIZES,15785,15925,0.89%,NÃO,Sudeste
MG,3149903,PERDÕES,21344,21444,0.47%,NÃO,Sudeste
MG,3149952,PERIQUITO,7081,7060,-0.30%,NÃO,Sudeste
MG,3150000,PESCADOR,4302,4311,0.21%,NÃO,Sudeste
MG,3150109,PIAU,2859,2850,-0.31%,NÃO,Sudeste
MG,3150158,PIEDADE DE CARATINGA,8130,8247,1.44%,NÃO,Sudeste
MG,3150208,PIEDADE DE PONTE NOVA,4208,4213,0.12%,NÃO,Sudeste
MG,3150307,PIEDADE DO RIO GRANDE,4703,4684,-0.40%,NÃO,Sudeste
MG,3150406,PIEDADE DOS GERAIS,4954,4981,0.55%,NÃO,Sudeste
MG,3150505,PIMENTA,8688,8720,0.37%,NÃO,Sudeste
MG,3150539,PINGO-D'ÁGUA,4832,4873,0.85%,NÃO,Sudeste
MG,3150570,PINTÓPOLIS,7563,7585,0.29%,NÃO,Sudeste
MG,3150604,PIRACEMA,6568,6566,-0.03%,NÃO,Sudeste
MG,3150703,PIRAJUBA,5665,5790,2.21%,NÃO,Sudeste
MG,3150802,PIRANGA,17892,17918,0.15%,NÃO,Sudeste
MG,3150901,PIRANGUÇU,5495,5514,0.35%,NÃO,Sudeste
MG,3151008,PIRANGUINHO,8553,8597,0.51%,NÃO,Sudeste
MG,3151107,PIRAPETINGA,10848,10876,0.26%,NÃO,Sudeste
MG,3151206,PIRAPORA,56474,56706,0.41%,NÃO,Sudeste
MG,3151305,PIRAÚBA,11090,11080,-0.09%,NÃO,Sudeste
MG,3151404,PITANGUI,27495,27706,0.77%,NÃO,Sudeste
MG,3151503,PIUMHI,34306,34525,0.64%,NÃO,Sudeste
MG,3151602,PLANURA,11656,11796,1.20%,NÃO,Sudeste
MG,3151701,POÇO FUNDO,16841,16903,0.37%,NÃO,Sudeste
MG,3151800,POÇOS DE CALDAS,164912,166085,0.71%,NÃO,Sudeste
MG,3151909,POCRANE,8889,8841,-0.54%,NÃO,Sudeste
MG,3152006,POMPÉU,31401,31612,0.67%,NÃO,Sudeste
MG,3152105,PONTE NOVA,60188,60361,0.29%,NÃO,Sudeste
MG,3152131,PONTO CHIQUE,4236,4259,0.54%,NÃO,Sudeste
MG,3152170,PONTO DOS VOLANTES,12078,12138,0.50%,NÃO,Sudeste
MG,3152204,PORTEIRINHA,38730,38741,0.03%,NÃO,Sudeste
MG,3152303,PORTO FIRME,11178,11245,0.60%,NÃO,Sudeste
MG,3152402,POTÉ,16573,16641,0.41%,NÃO,Sudeste
MG,3152501,POUSO ALEGRE,145535,147137,1.10%,NÃO,Sudeste
MG,3152600,POUSO ALTO,6210,6185,-0.40%,NÃO,Sudeste
MG,3152709,PRADOS,8972,9021,0.55%,NÃO,Sudeste
MG,3152808,PRATA,27637,27796,0.58%,NÃO,Sudeste
MG,3152907,PRATÁPOLIS,8910,8890,-0.22%,NÃO,Sudeste
MG,3153004,PRATINHA,3543,3569,0.73%,NÃO,Sudeste
MG,3153103,PRESIDENTE BERNARDES,5578,5562,-0.29%,NÃO,Sudeste
MG,3153202,PRESIDENTE JUSCELINO,3851,3827,-0.62%,NÃO,Sudeste
MG,3153301,PRESIDENTE KUBITSCHEK,3059,3061,0.07%,NÃO,Sudeste
MG,3153400,PRESIDENTE OLEGÁRIO,19536,19599,0.32%,NÃO,Sudeste
MG,3153509,ALTO JEQUITIBÁ,8525,8522,-0.04%,NÃO,Sudeste
MG,3153608,PRUDENTE DE MORAIS,10485,10577,0.88%,NÃO,Sudeste
MG,3153707,QUARTEL GERAL,3537,3557,0.57%,NÃO,Sudeste
MG,3153806,QUELUZITO,1953,1958,0.26%,NÃO,Sudeste
MG,3153905,RAPOSOS,16312,16390,0.48%,NÃO,Sudeste
MG,3154002,RAUL SOARES,24381,24368,-0.05%,NÃO,Sudeste
MG,3154101,RECREIO,10682,10697,0.14%,NÃO,Sudeste
MG,3154150,REDUTO,7071,7117,0.65%,NÃO,Sudeste
MG,3154200,RESENDE COSTA,11525,11569,0.38%,NÃO,Sudeste
MG,3154309,RESPLENDOR,17695,17715,0.11%,NÃO,Sudeste
MG,3154408,RESSAQUINHA,4848,4861,0.27%,NÃO,Sudeste
MG,3154457,RIACHINHO,8283,8290,0.08%,NÃO,Sudeste
MG,3154507,RIACHO DOS MACHADOS,9665,9672,0.07%,NÃO,Sudeste
MG,3154606,RIBEIRÃO DAS NEVES,325846,328871,0.93%,NÃO,Sudeste
MG,3154705,RIBEIRÃO VERMELHO,4042,4058,0.40%,NÃO,Sudeste
MG,3154804,RIO ACIMA,10026,10123,0.97%,NÃO,Sudeste
MG,3154903,RIO CASCA,14187,14130,-0.40%,NÃO,Sudeste
MG,3155009,RIO DOCE,2611,2623,0.46%,NÃO,Sudeste
MG,3155108,RIO DO PRADO,5309,5302,-0.13%,NÃO,Sudeste
MG,3155207,RIO ESPERA,5876,5825,-0.87%,NÃO,Sudeste
MG,3155306,RIO MANSO,5730,5774,0.77%,NÃO,Sudeste
MG,3155405,RIO NOVO,9067,9084,0.19%,NÃO,Sudeste
MG,3155504,RIO PARANAÍBA,12431,12462,0.25%,NÃO,Sudeste
MG,3155603,RIO PARDO DE MINAS,30878,31016,0.45%,NÃO,Sudeste
MG,3155702,RIO PIRACICABA,14613,14624,0.08%,NÃO,Sudeste
MG,3155801,RIO POMBA,18001,18061,0.33%,NÃO,Sudeste
MG,3155900,RIO PRETO,5531,5544,0.24%,NÃO,Sudeste
MG,3156007,RIO VERMELHO,13523,13453,-0.52%,NÃO,Sudeste
MG,3156106,RITÁPOLIS,4862,4834,-0.58%,NÃO,Sudeste
MG,3156205,ROCHEDO DE MINAS,2278,2293,0.66%,NÃO,Sudeste
MG,3156304,RODEIRO,7758,7857,1.28%,NÃO,Sudeste
MG,3156403,ROMARIA,3650,3644,-0.16%,NÃO,Sudeste
MG,3156452,ROSÁRIO DA LIMEIRA,4553,4580,0.59%,NÃO,Sudeste
MG,3156502,RUBELITA,6937,6789,-2.13%,NÃO,Sudeste
MG,3156601,RUBIM,10354,10377,0.22%,NÃO,Sudeste
MG,3156700,SABARÁ,135196,135968,0.57%,NÃO,Sudeste
MG,3156809,SABINÓPOLIS,15961,15936,-0.16%,NÃO,Sudeste
MG,3156908,SACRAMENTO,25819,25998,0.69%,NÃO,Sudeste
MG,3157005,SALINAS,41494,41678,0.44%,NÃO,Sudeste
MG,3157104,SALTO DA DIVISA,7117,7127,0.14%,NÃO,Sudeste
MG,3157203,SANTA BÁRBARA,30436,30690,0.83%,NÃO,Sudeste
MG,3157252,SANTA BÁRBARA DO LESTE,8144,8180,0.44%,NÃO,Sudeste
MG,3157278,SANTA BÁRBARA DO MONTE VERDE,3067,3096,0.95%,NÃO,Sudeste
MG,3157302,SANTA BÁRBARA DO TUGÚRIO,4603,4590,-0.28%,NÃO,Sudeste
MG,3157336,SANTA CRUZ DE MINAS,8489,8547,0.68%,NÃO,Sudeste
MG,3157377,SANTA CRUZ DE SALINAS,4359,4337,-0.50%,NÃO,Sudeste
MG,3157401,SANTA CRUZ DO ESCALVADO,4981,4960,-0.42%,NÃO,Sudeste
MG,3157500,SANTA EFIGÊNIA DE MINAS,4604,4587,-0.37%,NÃO,Sudeste
MG,3157609,SANTA FÉ DE MINAS,3997,3985,-0.30%,NÃO,Sudeste
MG,3157658,SANTA HELENA DE MINAS,6387,6410,0.36%,NÃO,Sudeste
MG,3157708,SANTA JULIANA,13165,13380,1.63%,NÃO,Sudeste
MG,3157807,SANTA LUZIA,217610,218897,0.59%,NÃO,Sudeste
MG,3157906,SANTA MARGARIDA,16080,16173,0.58%,NÃO,Sudeste
MG,3158003,SANTA MARIA DE ITABIRA,10986,11007,0.19%,NÃO,Sudeste
MG,3158102,SANTA MARIA DO SALTO,5387,5381,-0.11%,NÃO,Sudeste
MG,3158201,SANTA MARIA DO SUAÇUÍ,14883,14896,0.09%,NÃO,Sudeste
MG,3158300,SANTANA DA VARGEM,7336,7322,-0.19%,NÃO,Sudeste
MG,3158409,SANTANA DE CATAGUASES,3856,3876,0.52%,NÃO,Sudeste
MG,3158508,SANTANA DE PIRAPAMA,7997,7965,-0.40%,NÃO,Sudeste
MG,3158607,SANTANA DO DESERTO,4024,4032,0.20%,NÃO,Sudeste
MG,3158706,SANTANA DO GARAMBÉU,2419,2436,0.70%,NÃO,Sudeste
MG,3158805,SANTANA DO JACARÉ,4845,4861,0.33%,NÃO,Sudeste
MG,3158904,SANTANA DO MANHUAÇU,8849,8853,0.05%,NÃO,Sudeste
MG,3158953,SANTANA DO PARAÍSO,32232,32828,1.85%,NÃO,Sudeste
MG,3159001,SANTANA DO RIACHO,4280,4301,0.49%,NÃO,Sudeste
MG,3159100,SANTANA DOS MONTES,3892,3887,-0.13%,NÃO,Sudeste
MG,3159209,SANTA RITA DE CALDAS,9208,9198,-0.11%,NÃO,Sudeste
MG,3159308,SANTA RITA DE JACUTINGA,5054,5043,-0.22%,NÃO,Sudeste
MG,3159357,SANTA RITA DE MINAS,7097,7149,0.73%,NÃO,Sudeste
MG,3159407,SANTA RITA DE IBITIPOCA,3580,3566,-0.39%,NÃO,Sudeste
MG,3159506,SANTA RITA DO ITUETO,5719,5699,-0.35%,NÃO,Sudeste
MG,3159605,SANTA RITA DO SAPUCAÍ,41886,42324,1.05%,NÃO,Sudeste
MG,3159704,SANTA ROSA DA SERRA,3377,3386,0.27%,NÃO,Sudeste
MG,3159803,SANTA VITÓRIA,19520,19646,0.65%,NÃO,Sudeste
MG,3159902,SANTO ANTÔNIO DO AMPARO,18462,18553,0.49%,NÃO,Sudeste
MG,3160009,SANTO ANTÔNIO DO AVENTUREIRO,3664,3668,0.11%,NÃO,Sudeste
MG,3160108,SANTO ANTÔNIO DO GRAMA,4087,4071,-0.39%,NÃO,Sudeste
MG,3160207,SANTO ANTÔNIO DO ITAMBÉ,4066,4040,-0.64%,NÃO,Sudeste
MG,3160306,SANTO ANTÔNIO DO JACINTO,11992,11977,-0.13%,NÃO,Sudeste
MG,3160405,SANTO ANTÔNIO DO MONTE,27938,28115,0.63%,NÃO,Sudeste
MG,3160454,SANTO ANTÔNIO DO RETIRO,7315,7339,0.33%,NÃO,Sudeste
MG,3160504,SANTO ANTÔNIO DO RIO ABAIXO,1815,1813,-0.11%,NÃO,Sudeste
MG,3160603,SANTO HIPÓLITO,3231,3218,-0.40%,NÃO,Sudeste
MG,3160702,SANTOS DUMONT,47560,47561,0.00%,NÃO,Sudeste
MG,3160801,SÃO BENTO ABADE,5103,5159,1.10%,NÃO,Sudeste
MG,3160900,SÃO BRÁS DO SUAÇUÍ,3730,3747,0.46%,NÃO,Sudeste
MG,3160959,SÃO DOMINGOS DAS DORES,5680,5697,0.30%,NÃO,Sudeste
MG,3161007,SÃO DOMINGOS DO PRATA,17792,17787,-0.03%,NÃO,Sudeste
MG,3161056,SÃO FÉLIX DE MINAS,3460,3458,-0.06%,NÃO,Sudeste
MG,3161106,SÃO FRANCISCO,56619,56805,0.33%,NÃO,Sudeste
MG,3161205,SÃO FRANCISCO DE PAULA,6671,6673,0.03%,NÃO,Sudeste
MG,3161304,SÃO FRANCISCO DE SALES,6188,6224,0.58%,NÃO,Sudeste
MG,3161403,SÃO FRANCISCO DO GLÓRIA,5114,5085,-0.57%,NÃO,Sudeste
MG,3161502,SÃO GERALDO,11736,11905,1.44%,NÃO,Sudeste
MG,3161601,SÃO GERALDO DA PIEDADE,4251,4214,-0.87%,NÃO,Sudeste
MG,3161650,SÃO GERALDO DO BAIXIO,3878,3920,1.08%,NÃO,Sudeste
MG,3161700,SÃO GONÇALO DO ABAETÉ,6840,6898,0.85%,NÃO,Sudeste
MG,3161809,SÃO GONÇALO DO PARÁ,11823,11985,1.37%,NÃO,Sudeste
MG,3161908,SÃO GONÇALO DO RIO ABAIXO,10683,10773,0.84%,NÃO,Sudeste
MG,3162005,SÃO GONÇALO DO SAPUCAÍ,25399,25517,0.46%,NÃO,Sudeste
MG,3162104,SÃO GOTARDO,34728,35016,0.83%,NÃO,Sudeste
MG,3162203,SÃO JOÃO BATISTA DO GLÓRIA,7387,7431,0.60%,NÃO,Sudeste
MG,3162252,SÃO JOÃO DA LAGOA,4922,4942,0.41%,NÃO,Sudeste
MG,3162302,SÃO JOÃO DA MATA,2810,2811,0.04%,NÃO,Sudeste
MG,3162401,SÃO JOÃO DA PONTE,25880,25856,-0.09%,NÃO,Sudeste
MG,3162450,SÃO JOÃO DAS MISSÕES,12760,12862,0.80%,NÃO,Sudeste
MG,3162500,SÃO JOÃO DEL REI,89832,90263,0.48%,NÃO,Sudeste
MG,3162559,SÃO JOÃO DO MANHUAÇU,11262,11367,0.93%,NÃO,Sudeste
MG,3162575,SÃO JOÃO DO MANTENINHA,5706,5759,0.93%,NÃO,Sudeste
MG,3162609,SÃO JOÃO DO ORIENTE,7853,7819,-0.43%,NÃO,Sudeste
MG,3162658,SÃO JOÃO DO PACUÍ,4369,4396,0.62%,NÃO,Sudeste
MG,3162708,SÃO JOÃO DO PARAÍSO,23630,23729,0.42%,NÃO,Sudeste
MG,3162807,SÃO JOÃO EVANGELISTA,16070,16083,0.08%,NÃO,Sudeste
MG,3162906,SÃO JOÃO NEPOMUCENO,26439,26538,0.37%,NÃO,Sudeste
MG,3162922,SÃO JOAQUIM DE BICAS,29674,30160,1.64%,NÃO,Sudeste
MG,3162948,SÃO JOSÉ DA BARRA,7323,7374,0.70%,NÃO,Sudeste
MG,3162955,SÃO JOSÉ DA LAPA,22592,22910,1.41%,NÃO,Sudeste
MG,3163003,SÃO JOSÉ DA SAFIRA,4289,4303,0.33%,NÃO,Sudeste
MG,3163102,SÃO JOSÉ DA VARGINHA,4770,4834,1.34%,NÃO,Sudeste
MG,3163201,SÃO JOSÉ DO ALEGRE,4213,4228,0.36%,NÃO,Sudeste
MG,3163300,SÃO JOSÉ DO DIVINO,3945,3946,0.03%,NÃO,Sudeste
MG,3163409,SÃO JOSÉ DO GOIABAL,5653,5633,-0.35%,NÃO,Sudeste
MG,3163508,SÃO JOSÉ DO JACURI,6660,6650,-0.15%,NÃO,Sudeste
MG,3163607,SÃO JOSÉ DO MANTIMENTO,2771,2787,0.58%,NÃO,Sudeste
MG,3163706,SÃO LOURENÇO,45128,45457,0.73%,NÃO,Sudeste
MG,3163805,SÃO MIGUEL DO ANTA,7032,7045,0.18%,NÃO,Sudeste
MG,3163904,SÃO PEDRO DA UNIÃO,4944,4911,-0.67%,NÃO,Sudeste
MG,3164001,SÃO PEDRO DOS FERROS,8231,8181,-0.61%,NÃO,Sudeste
MG,3164100,SÃO PEDRO DO SUAÇUÍ,5522,5494,-0.51%,NÃO,Sudeste
MG,3164209,SÃO ROMÃO,11727,11892,1.41%,NÃO,Sudeste
MG,3164308,SÃO ROQUE DE MINAS,7064,7092,0.40%,NÃO,Sudeste
MG,3164407,SÃO SEBASTIÃO DA BELA VISTA,5394,5438,0.82%,NÃO,Sudeste
MG,3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,2990,3006,0.54%,NÃO,Sudeste
MG,3164472,SÃO SEBASTIÃO DO ANTA,6355,6419,1.01%,NÃO,Sudeste
MG,3164506,SÃO SEBASTIÃO DO MARANHÃO,10564,10511,-0.50%,NÃO,Sudeste
MG,3164605,SÃO SEBASTIÃO DO OESTE,6512,6589,1.18%,NÃO,Sudeste
MG,3164704,SÃO SEBASTIÃO DO PARAÍSO,70066,70533,0.67%,NÃO,Sudeste
MG,3164803,SÃO SEBASTIÃO DO RIO PRETO,1591,1582,-0.57%,NÃO,Sudeste
MG,3164902,SÃO SEBASTIÃO DO RIO VERDE,2239,2249,0.45%,NÃO,Sudeste
MG,3165008,SÃO TIAGO,11046,11073,0.24%,NÃO,Sudeste
MG,3165107,SÃO TOMÁS DE AQUINO,7230,7222,-0.11%,NÃO,Sudeste
MG,3165206,SÃO THOMÉ DAS LETRAS,7072,7106,0.48%,NÃO,Sudeste
MG,3165305,SÃO VICENTE DE MINAS,7614,7672,0.76%,NÃO,Sudeste
MG,3165404,SAPUCAÍ-MIRIM,6796,6850,0.79%,NÃO,Sudeste
MG,3165503,SARDOÁ,6142,6198,0.91%,NÃO,Sudeste
MG,3165537,SARZEDO,30478,31037,1.83%,NÃO,Sudeste
MG,3165552,SETUBINHA,11952,12060,0.90%,NÃO,Sudeste
MG,3165560,SEM-PEIXE,2794,2776,-0.64%,NÃO,Sudeste
MG,3165578,SENADOR AMARAL,5429,5439,0.18%,NÃO,Sudeste
MG,3165602,SENADOR CORTES,2048,2049,0.05%,NÃO,Sudeste
MG,3165701,SENADOR FIRMINO,7747,7792,0.58%,NÃO,Sudeste
MG,3165800,SENADOR JOSÉ BENTO,1703,1672,-1.82%,NÃO,Sudeste
MG,3165909,SENADOR MODESTINO GONÇALVES,4446,4410,-0.81%,NÃO,Sudeste
MG,3166006,SENHORA DE OLIVEIRA,5886,5892,0.10%,NÃO,Sudeste
MG,3166105,SENHORA DO PORTO,3600,3602,0.06%,NÃO,Sudeste
MG,3166204,SENHORA DOS REMÉDIOS,10604,10622,0.17%,NÃO,Sudeste
MG,3166303,SERICITA,7420,7434,0.19%,NÃO,Sudeste
MG,3166402,SERITINGA,1870,1874,0.21%,NÃO,Sudeste
MG,3166501,SERRA AZUL DE MINAS,4368,4372,0.09%,NÃO,Sudeste
MG,3166600,SERRA DA SAUDADE,815,812,-0.37%,NÃO,Sudeste
MG,3166709,SERRA DOS AIMORÉS,8789,8809,0.23%,NÃO,Sudeste
MG,3166808,SERRA DO SALITRE,11410,11491,0.71%,NÃO,Sudeste
MG,3166907,SERRANIA,7804,7812,0.10%,NÃO,Sudeste
MG,3166956,SERRANÓPOLIS DE MINAS,4741,4769,0.59%,NÃO,Sudeste
MG,3167004,SERRANOS,2026,2023,-0.15%,NÃO,Sudeste
MG,3167103,SERRO,21431,21435,0.02%,NÃO,Sudeste
MG,3167202,SETE LAGOAS,234221,236228,0.86%,NÃO,Sudeste
MG,3167301,SILVEIRÂNIA,2287,2292,0.22%,NÃO,Sudeste
MG,3167400,SILVIANÓPOLIS,6299,6314,0.24%,NÃO,Sudeste
MG,3167509,SIMÃO PEREIRA,2646,2651,0.19%,NÃO,Sudeste
MG,3167608,SIMONÉSIA,19530,19633,0.53%,NÃO,Sudeste
MG,3167707,SOBRÁLIA,5816,5791,-0.43%,NÃO,Sudeste
MG,3167806,SOLEDADE DE MINAS,6094,6131,0.61%,NÃO,Sudeste
MG,3167905,TABULEIRO,3991,3963,-0.70%,NÃO,Sudeste
MG,3168002,TAIOBEIRAS,33576,33824,0.74%,NÃO,Sudeste
MG,3168051,TAPARUBA,3199,3196,-0.09%,NÃO,Sudeste
MG,3168101,TAPIRA,4598,4650,1.13%,NÃO,Sudeste
MG,3168200,TAPIRAÍ,1921,1921,0.00%,NÃO,Sudeste
MG,3168309,TAQUARAÇU DE MINAS,4053,4075,0.54%,NÃO,Sudeste
MG,3168408,TARUMIRIM,14670,14667,-0.02%,NÃO,Sudeste
MG,3168507,TEIXEIRAS,11815,11836,0.18%,NÃO,Sudeste
MG,3168606,TEÓFILO OTONI,141502,141934,0.31%,NÃO,Sudeste
MG,3168705,TIMÓTEO,88255,88931,0.77%,NÃO,Sudeste
MG,3168804,TIRADENTES,7726,7807,1.05%,NÃO,Sudeste
MG,3168903,TIROS,6832,6795,-0.54%,NÃO,Sudeste
MG,3169000,TOCANTINS,16703,16766,0.38%,NÃO,Sudeste
MG,3169059,TOCOS DO MOJI,4136,4147,0.27%,NÃO,Sudeste
MG,3169109,TOLEDO,6194,6232,0.61%,NÃO,Sudeste
MG,3169208,TOMBOS,8899,8772,-1.43%,NÃO,Sudeste
MG,3169307,TRÊS CORAÇÕES,78474,78999,0.67%,NÃO,Sudeste
MG,3169356,TRÊS MARIAS,31366,31687,1.02%,NÃO,Sudeste
MG,3169406,TRÊS PONTAS,56879,57097,0.38%,NÃO,Sudeste
MG,3169505,TUMIRITINGA,6705,6739,0.51%,NÃO,Sudeste
MG,3169604,TUPACIGUARA,25452,25538,0.34%,NÃO,Sudeste
MG,3169703,TURMALINA,19612,19762,0.76%,NÃO,Sudeste
MG,3169802,TURVOLÂNDIA,4995,5025,0.60%,NÃO,Sudeste
MG,3169901,UBÁ,112186,113300,0.99%,NÃO,Sudeste
MG,3170008,UBAÍ,12466,12531,0.52%,NÃO,Sudeste
MG,3170057,UBAPORANGA,12591,12622,0.25%,NÃO,Sudeste
MG,3170107,UBERABA,325279,328272,0.92%,NÃO,Sudeste
MG,3170206,UBERLÂNDIA,669672,676613,1.04%,NÃO,Sudeste
MG,3170305,UMBURATIBA,2718,2709,-0.33%,NÃO,Sudeste
MG,3170404,UNAÍ,83448,83980,0.64%,NÃO,Sudeste
MG,3170438,UNIÃO DE MINAS,4463,4452,-0.25%,NÃO,Sudeste
MG,3170479,URUANA DE MINAS,3337,3338,0.03%,NÃO,Sudeste
MG,3170503,URUCÂNIA,10587,10589,0.02%,NÃO,Sudeste
MG,3170529,URUCUIA,15833,16095,1.65%,NÃO,Sudeste
MG,3170578,VARGEM ALEGRE,6633,6632,-0.02%,NÃO,Sudeste
MG,3170602,VARGEM BONITA,2211,2209,-0.09%,NÃO,Sudeste
MG,3170651,VARGEM GRANDE DO RIO PARDO,5011,5032,0.42%,NÃO,Sudeste
MG,3170701,VARGINHA,133384,134364,0.73%,NÃO,Sudeste
MG,3170750,VARJÃO DE MINAS,6857,6947,1.31%,NÃO,Sudeste
MG,3170800,VÁRZEA DA PALMA,38838,39128,0.75%,NÃO,Sudeste
MG,3170909,VARZELÂNDIA,19712,19723,0.06%,NÃO,Sudeste
MG,3171006,VAZANTE,20720,20784,0.31%,NÃO,Sudeste
MG,3171030,VERDELÂNDIA,9140,9220,0.88%,NÃO,Sudeste
MG,3171071,VEREDINHA,5786,5798,0.21%,NÃO,Sudeste
MG,3171105,VERÍSSIMO,3870,3911,1.06%,NÃO,Sudeste
MG,3171154,VERMELHO NOVO,4894,4905,0.22%,NÃO,Sudeste
MG,3171204,VESPASIANO,120510,122365,1.54%,NÃO,Sudeste
MG,3171303,VIÇOSA,77863,78381,0.67%,NÃO,Sudeste
MG,3171402,VIEIRAS,3753,3741,-0.32%,NÃO,Sudeste
MG,3171501,MATHIAS LOBATO,3357,3342,-0.45%,NÃO,Sudeste
MG,3171600,VIRGEM DA LAPA,14037,14043,0.04%,NÃO,Sudeste
MG,3171709,VIRGÍNIA,8868,8870,0.02%,NÃO,Sudeste
MG,3171808,VIRGINÓPOLIS,10801,10793,-0.07%,NÃO,Sudeste
MG,3171907,VIRGOLÂNDIA,5638,5613,-0.44%,NÃO,Sudeste
MG,3172004,VISCONDE DO RIO BRANCO,41567,41932,0.88%,NÃO,Sudeste
MG,3172103,VOLTA GRANDE,5302,5315,0.25%,NÃO,Sudeste
MG,3172202,WENCESLAU BRAZ,2616,2615,-0.04%,NÃO,Sudeste
ES,3200102,AFONSO CLÁUDIO,32407,32361,-0.14%,NÃO,Sudeste
ES,3200136,ÁGUIA BRANCA,10075,10085,0.10%,NÃO,Sudeste
ES,3200169,ÁGUA DOCE DO NORTE,11958,11893,-0.54%,NÃO,Sudeste
ES,3200201,ALEGRE,32175,32146,-0.09%,NÃO,Sudeste
ES,3200300,ALFREDO CHAVES,15029,15082,0.35%,NÃO,Sudeste
ES,3200359,ALTO RIO NOVO,7979,8022,0.54%,NÃO,Sudeste
ES,3200409,ANCHIETA,28091,28546,1.62%,NÃO,Sudeste
ES,3200508,APIACÁ,7928,7932,0.05%,NÃO,Sudeste
ES,3200607,ARACRUZ,96746,98393,1.70%,NÃO,Sudeste
ES,3200706,ATILIO VIVACQUA,11335,11804,4.14%,SIM,Sudeste
ES,3200805,BAIXO GUANDU,31633,31794,0.51%,NÃO,Sudeste
ES,3200904,BARRA DE SÃO FRANCISCO,44946,45283,0.75%,NÃO,Sudeste
ES,3201001,BOA ESPERANÇA,15390,15460,0.45%,NÃO,Sudeste
ES,3201100,BOM JESUS DO NORTE,10215,10254,0.38%,NÃO,Sudeste
ES,3201159,BREJETUBA,12797,12838,0.32%,NÃO,Sudeste
ES,3201209,CACHOEIRO DE ITAPEMIRIM,210325,211649,0.63%,SIM,Sudeste
