ANO,UF,Município,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
2010,42,ROMELÂNDIA,11.36,4.18,73.01,16.6,10.52,2.36,6.47,0.47,11.18,8.37,791.78,5514,584,0.319,0.561,0.8,0.738,0.692
2010,42,SALETE,4.53,5.44,73.18,16.3,6.84,0.7,3.15,0.43,8.52,6.06,784.32,7318,504,0.473,0.695,0.803,0.737,0.744
2010,42,SALTINHO,13.98,3.45,72.68,17.1,8.71,14.27,25.2,0.5,14.19,10.43,427.12,3944,345,0.301,0.551,0.795,0.639,0.654
2010,42,SALTO VELOSO,7.55,9.99,77.82,9.9,7.07,1.01,5.36,0.55,16.15,10.04,1011.21,4284,304,0.532,0.705,0.88,0.778,0.784
2010,42,SANGÃO,7.28,2.66,76.16,12.0,4.75,0.18,1.32,0.4,7.52,5.25,730.38,10353,494,0.359,0.554,0.853,0.725,0.7
2010,42,SANTA CECÍLIA,9.66,6.83,74.12,14.8,5.58,3.24,10.51,0.52,14.02,9.44,610.94,15716,879,0.442,0.597,0.819,0.697,0.698
2010,42,SANTA HELENA,9.82,3.2,74.99,13.6,9.4,1.44,6.05,0.38,6.68,5.2,644.48,2380,224,0.397,0.653,0.833,0.705,0.727
2010,42,SANTA ROSA DE LIMA,4.83,5.77,75.55,12.8,9.15,0.73,2.42,0.32,4.83,3.88,731.43,2053,189,0.453,0.71,0.843,0.726,0.757
2010,42,SANTA ROSA DO SUL,6.62,4.79,73.38,16.0,7.82,1.87,4.79,0.39,6.87,5.14,630.29,7984,630,0.39,0.618,0.806,0.702,0.705
2010,42,SANTA TEREZINHA,5.66,2.81,74.01,15.0,6.15,12.63,21.41,0.48,12.29,9.1,421.9,8745,539,0.332,0.575,0.817,0.637,0.669
2010,42,SANTA TEREZINHA DO PROGRESSO,13.18,4.95,72.45,17.5,9.94,19.89,25.49,0.56,22.76,16.85,572.73,2889,288,0.314,0.585,0.791,0.686,0.682
2010,42,SANTIAGO DO SUL,11.41,6.91,73.68,15.5,9.22,5.01,8.98,0.46,9.77,7.64,756.0,1465,135,0.372,0.652,0.811,0.731,0.728
2010,42,SANTO AMARO DA IMPERATRIZ,5.13,9.12,78.4,9.3,7.08,0.09,1.64,0.38,6.56,4.98,867.13,19714,1404,0.591,0.71,0.89,0.753,0.781
2010,42,SÃO BERNARDINO,11.57,4.75,74.34,14.5,8.11,8.26,20.7,0.45,10.45,8.09,465.1,2669,217,0.339,0.577,0.822,0.653,0.677
2010,42,SÃO BENTO DO SUL,2.42,12.26,77.25,10.6,5.55,0.71,2.97,0.49,11.94,7.84,923.29,74503,4153,0.634,0.719,0.871,0.763,0.782
2010,42,SÃO BONIFÁCIO,3.71,5.65,76.61,11.4,13.33,3.88,7.34,0.47,10.98,7.38,745.72,2981,401,0.4,0.622,0.86,0.729,0.731
2010,42,SÃO CARLOS,4.71,10.09,77.01,10.9,8.4,0.5,2.92,0.46,10.12,7.13,924.02,10246,864,0.505,0.688,0.867,0.763,0.769
2010,42,SÃO CRISTOVÃO DO SUL,12.62,5.03,73.74,15.4,5.73,1.38,10.38,0.44,9.23,6.71,507.73,4312,287,0.327,0.543,0.812,0.667,0.665
2010,42,SÃO DOMINGOS,9.27,7.42,76.66,11.4,8.34,1.27,5.48,0.58,18.62,11.75,956.19,9418,792,0.46,0.675,0.861,0.769,0.765
2010,42,SÃO FRANCISCO DO SUL,3.64,9.56,76.35,11.8,7.73,0.75,5.63,0.45,9.96,7.32,801.49,42245,3287,0.634,0.699,0.856,0.74,0.762
2010,42,SÃO JOÃO DO OESTE,1.05,5.27,77.35,10.5,10.04,,1.4,0.4,7.45,5.6,881.09,6027,606,0.465,0.668,0.873,0.756,0.761
2010,42,SÃO JOÃO BATISTA,3.41,4.82,76.9,11.1,5.15,0.31,1.13,0.33,5.42,4.01,794.12,26060,1353,0.521,0.634,0.865,0.739,0.74
2010,42,SÃO JOÃO DO ITAPERIÚ,6.57,2.47,77.37,10.5,7.98,0.09,1.63,0.34,5.42,4.34,680.25,3409,274,0.441,0.645,0.873,0.714,0.738
2010,42,SÃO JOÃO DO SUL,7.66,4.81,75.39,13.0,8.54,2.25,9.05,0.42,8.13,6.11,558.4,6979,598,0.376,0.587,0.84,0.682,0.695
2010,42,SÃO JOAQUIM,5.84,7.58,74.01,15.0,7.83,0.85,7.66,0.48,11.29,7.92,641.75,24778,1942,0.457,0.562,0.817,0.705,0.687
2010,42,SÃO JOSÉ,2.62,15.73,77.81,10.0,5.9,0.19,1.36,0.44,9.26,6.73,1157.43,208673,12372,0.728,0.752,0.88,0.799,0.809
2010,42,SÃO JOSÉ DO CEDRO,6.0,7.29,74.79,13.9,9.33,3.22,6.71,0.48,11.57,7.93,866.73,13638,1277,0.439,0.625,0.83,0.753,0.731
2010,42,SÃO JOSÉ DO CERRITO,12.92,3.41,74.61,14.1,10.59,10.87,24.69,0.46,10.39,7.99,375.44,9216,982,0.265,0.503,0.827,0.618,0.636
2010,42,SÃO LOURENÇO DO OESTE,6.7,9.59,73.43,15.9,7.92,1.62,3.83,0.46,10.45,7.16,841.27,21668,1725,0.527,0.695,0.807,0.748,0.749
2010,42,SÃO LUDGERO,3.8,9.22,75.01,13.6,4.96,0.1,2.28,0.44,8.95,6.05,884.18,10930,545,0.564,0.683,0.834,0.756,0.755
2010,42,SÃO MARTINHO,4.27,5.52,74.8,13.8,11.09,0.82,1.77,0.38,6.91,4.96,870.77,3209,356,0.449,0.654,0.83,0.754,0.742
2010,42,SÃO MIGUEL DA BOA VISTA,11.08,3.06,72.67,17.1,11.76,1.69,9.06,0.5,12.96,8.93,767.85,1886,224,0.329,0.615,0.795,0.733,0.71
2010,42,SÃO MIGUEL DO OESTE,4.64,13.95,78.06,9.7,8.06,0.59,3.27,0.5,13.07,8.7,1072.6,36117,2928,0.611,0.739,0.884,0.787,0.801
2010,42,SÃO PEDRO DE ALCÂNTARA,5.79,5.09,75.77,12.5,9.76,0.97,2.65,0.41,7.95,5.52,887.7,3389,459,0.418,0.618,0.846,0.757,0.734
2010,42,SAUDADES,4.42,7.18,75.97,12.2,7.85,0.43,1.98,0.33,5.3,4.08,719.94,8988,708,0.479,0.7,0.85,0.723,0.755
2010,42,SCHROEDER,2.05,7.0,76.27,11.8,5.3,,1.2,0.34,5.58,4.27,852.5,15252,812,0.625,0.71,0.855,0.75,0.769
2010,42,SEARA,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884,1334,0.505,0.674,0.872,0.804,0.779
2010,42,SERRA ALTA,6.14,7.53,77.72,10.1,9.68,,1.39,0.41,7.72,5.51,893.35,3251,318,0.417,0.694,0.879,0.758,0.773
2010,42,SIDERÓPOLIS,4.34,7.46,77.81,10.0,7.82,0.81,2.53,0.4,7.49,5.56,855.02,12975,1016,0.551,0.701,0.88,0.751,0.774
2010,42,SOMBRIO,5.39,7.39,76.49,11.6,6.65,0.28,2.09,0.4,7.6,5.45,746.69,26590,1770,0.475,0.617,0.858,0.729,0.728
2010,42,SUL BRASIL,13.49,4.0,74.89,13.7,9.26,1.45,7.14,0.45,9.74,6.95,674.87,2763,256,0.337,0.595,0.832,0.713,0.707
2010,42,TAIÓ,4.47,8.59,77.71,10.1,8.4,0.36,1.81,0.43,8.58,5.96,848.34,17065,1450,0.491,0.67,0.879,0.749,0.761
2010,42,TANGARÁ,6.58,7.43,76.99,11.0,9.42,0.6,4.19,0.46,10.28,7.08,840.87,8650,817,0.41,0.617,0.867,0.748,0.737
2010,42,TIGRINHOS,10.26,4.05,75.76,12.5,10.81,3.86,11.25,0.41,7.85,6.01,579.87,1746,190,0.345,0.633,0.846,0.688,0.717
2010,42,TIJUCAS,5.85,7.93,77.39,10.5,6.61,1.22,3.81,0.41,7.71,5.81,835.48,30700,2048,0.551,0.672,0.873,0.747,0.76
2010,42,TIMBÉ DO SUL,8.22,5.17,76.33,11.8,8.57,1.7,4.21,0.47,10.71,7.11,709.63,5299,455,0.396,0.606,0.856,0.721,0.72
2010,42,TIMBÓ,1.82,13.32,76.36,11.7,7.75,,0.38,0.47,10.6,6.91,1214.03,36602,2851,0.601,0.697,0.856,0.807,0.784
2010,42,TIMBÓ GRANDE,9.6,4.71,72.88,16.8,4.49,7.41,17.76,0.47,11.07,7.74,412.31,7143,322,0.447,0.565,0.798,0.634,0.659
2010,42,TRÊS BARRAS,6.5,7.13,73.85,15.2,5.86,2.59,12.49,0.47,11.01,7.86,539.69,18091,1063,0.514,0.639,0.814,0.677,0.706
2010,42,TREVISO,2.27,4.8,77.94,9.8,8.96,0.09,0.71,0.34,5.56,4.43,784.39,3527,316,0.521,0.714,0.882,0.737,0.774
2010,42,TREZE DE MAIO,5.78,6.02,77.83,9.9,8.22,0.3,0.7,0.36,6.16,4.53,746.89,6866,565,0.386,0.602,0.881,0.729,0.729
2010,42,TREZE TÍLIAS,4.48,11.14,77.43,10.4,7.19,0.32,3.36,0.62,23.5,14.12,1471.95,6316,456,0.547,0.685,0.874,0.838,0.795
2010,42,TROMBUDO CENTRAL,4.33,6.96,77.77,10.0,8.67,0.81,1.88,0.44,8.99,6.16,905.3,6503,568,0.519,0.696,0.88,0.76,0.775
2010,42,TUBARÃO,3.33,14.65,76.96,11.0,7.91,0.73,1.71,0.47,10.64,7.23,1077.62,96823,7687,0.648,0.74,0.866,0.788,0.796
2010,42,TUNÁPOLIS,3.89,5.49,74.79,13.9,9.56,0.94,5.14,0.41,7.98,5.98,742.67,4623,443,0.457,0.704,0.83,0.728,0.752
2010,42,TURVO,4.7,9.66,77.01,10.9,7.81,,1.04,0.4,7.56,5.56,810.85,11773,926,0.47,0.631,0.867,0.742,0.74
2010,42,UNIÃO DO OESTE,9.81,3.47,74.37,14.5,10.82,1.52,4.58,0.37,6.26,4.88,634.81,2910,315,0.338,0.606,0.823,0.703,0.705
2010,42,URUBICI,6.56,8.99,74.4,14.4,8.01,1.31,8.29,0.52,14.34,9.34,713.25,10689,857,0.453,0.562,0.823,0.722,0.694
2010,42,URUPEMA,6.97,6.96,74.4,14.4,9.31,1.85,10.58,0.42,8.82,6.47,508.79,2466,231,0.412,0.622,0.823,0.667,0.699
2010,42,URUSSANGA,3.24,9.74,77.54,10.3,9.21,0.51,2.46,0.4,7.56,5.58,883.42,20196,1863,0.532,0.695,0.876,0.756,0.772
2010,42,VARGEÃO,8.49,7.11,74.59,14.2,8.38,2.43,7.44,0.45,9.95,7.22,655.53,3523,296,0.334,0.551,0.827,0.708,0.686
2010,42,VARGEM,13.86,4.33,72.42,17.5,8.37,11.21,24.28,0.5,13.64,10.17,419.74,2801,235,0.289,0.495,0.79,0.636,0.629
2010,42,VARGEM BONITA,6.93,6.1,73.06,16.5,6.43,1.08,7.79,0.43,8.92,6.84,642.6,4771,308,0.5,0.656,0.801,0.705,0.718
2010,42,VIDAL RAMOS,8.48,4.16,73.1,16.4,7.15,0.87,5.06,0.41,7.73,6.04,744.1,6189,450,0.368,0.588,0.802,0.728,0.7
2010,42,VIDEIRA,3.55,12.22,76.42,11.7,6.35,0.35,1.76,0.47,10.8,7.29,978.07,46820,2995,0.592,0.675,0.857,0.772,0.764
2010,42,VITOR MEIRELES,7.91,4.02,75.44,13.0,7.14,10.76,15.84,0.52,14.72,10.13,599.02,5180,372,0.322,0.522,0.841,0.694,0.673
2010,42,WITMARSUM,4.85,3.37,77.18,10.7,7.86,2.42,6.07,0.43,9.13,6.15,796.45,3573,283,0.356,0.557,0.87,0.739,0.71
2010,42,XANXERÊ,5.62,12.88,76.67,11.3,7.0,1.77,5.55,0.48,11.56,8.03,906.11,43612,3090,0.593,0.711,0.861,0.76,0.775
2010,42,XAVANTINA,6.47,2.97,76.63,11.4,9.44,0.4,3.42,0.47,10.33,7.73,973.81,4128,391,0.389,0.632,0.861,0.772,0.749
2010,42,XAXIM,5.7,10.14,77.23,10.6,7.2,1.23,3.48,0.43,9.05,6.57,783.29,25674,1852,0.494,0.662,0.871,0.737,0.752
2010,42,ZORTÉA,7.17,6.9,78.07,9.6,7.59,0.27,3.15,0.42,8.32,5.97,861.63,2981,227,0.536,0.661,0.885,0.752,0.761
2010,43,ACEGUÁ,6.4,4.85,76.14,12.0,8.99,2.34,13.65,0.53,15.59,11.08,633.63,4331,395,0.375,0.541,0.852,0.703,0.687
2010,43,ÁGUA SANTA,5.42,6.89,76.0,11.4,9.35,0.48,6.62,0.68,30.61,17.44,1491.17,3704,348,0.382,0.59,0.85,0.84,0.75
2010,43,AGUDO,6.78,5.42,75.84,12.4,11.03,3.91,8.71,0.52,14.45,9.67,861.06,16549,1845,0.385,0.524,0.847,0.752,0.694
2010,43,AJURICABA,5.14,7.11,75.98,12.2,13.4,0.84,3.62,0.47,11.13,7.99,925.7,7227,972,0.438,0.658,0.85,0.763,0.753
2010,43,ALECRIM,7.86,3.56,76.13,11.3,14.79,9.48,16.76,0.49,13.01,9.01,561.62,7016,1042,0.299,0.522,0.852,0.683,0.672
2010,43,ALEGRETE,5.92,10.93,75.93,11.5,10.68,2.74,9.47,0.52,14.35,9.82,705.29,76994,8291,0.567,0.664,0.849,0.72,0.74
2010,43,ALEGRIA,10.02,3.6,74.07,14.0,13.95,6.0,12.57,0.53,16.14,10.8,692.76,4280,600,0.33,0.572,0.818,0.717,0.695
2010,43,ALMIRANTE TAMANDARÉ DO SUL,4.27,4.7,74.67,13.2,11.32,1.19,7.16,0.44,9.12,6.76,760.16,2057,234,0.403,0.669,0.828,0.732,0.74
2010,43,ALPESTRE,12.73,4.43,72.69,16.1,11.62,6.06,12.75,0.49,12.27,8.71,625.11,7965,933,0.299,0.543,0.795,0.7,0.671
2010,43,ALTO ALEGRE,7.36,9.58,76.52,10.8,11.42,2.38,6.55,0.48,11.42,8.23,880.85,1844,211,0.383,0.642,0.859,0.756,0.747
2010,43,ALTO FELIZ,2.69,4.08,78.14,8.9,13.75,0.72,1.53,0.29,4.24,3.42,802.2,2917,401,0.4,0.603,0.886,0.74,0.734
2010,43,ALVORADA,3.93,2.9,77.41,9.77,5.67,2.15,7.32,0.43,8.77,6.39,600.48,194977,11092,0.563,0.564,0.874,0.694,0.699
2010,43,AMARAL FERRADOR,12.05,3.45,73.13,15.4,8.75,3.71,16.6,0.44,9.26,7.13,499.77,6288,556,0.271,0.457,0.802,0.664,0.624
2010,43,AMETISTA DO SUL,11.41,4.8,73.54,14.8,7.48,5.58,16.67,0.58,18.91,11.88,611.2,7293,548,0.37,0.562,0.809,0.697,0.682
2010,43,ANDRÉ DA ROCHA,6.67,5.58,75.19,13.3,12.25,0.83,6.76,0.5,13.43,9.18,792.19,1216,149,0.408,0.605,0.837,0.738,0.72
2010,43,ANTA GORDA,5.62,3.89,77.08,10.1,14.03,0.5,1.87,0.34,5.39,4.23,810.41,6036,852,0.364,0.63,0.868,0.742,0.74
2010,43,ANTÔNIO PRADO,4.82,8.69,75.07,13.5,11.31,0.35,1.14,0.41,8.17,5.88,1004.85,12806,1452,0.507,0.671,0.835,0.777,0.758
2010,43,ARAMBARÉ,7.38,5.19,74.98,12.8,13.08,2.91,11.37,0.48,11.84,8.62,599.72,3678,483,0.435,0.57,0.833,0.694,0.691
2010,43,ARARICÁ,4.94,2.22,74.41,13.6,6.76,0.05,1.81,0.35,5.71,4.43,609.69,4864,329,0.346,0.547,0.824,0.696,0.679
2010,43,ARATIBA,4.38,4.76,76.38,11.7,13.42,0.48,2.62,0.54,15.1,9.55,1171.7,6532,881,0.396,0.67,0.856,0.801,0.772
2010,43,ARROIO DO MEIO,1.88,6.22,76.62,11.4,10.03,0.02,1.09,0.36,5.99,4.5,850.06,18644,1884,0.51,0.706,0.86,0.75,0.769
2010,43,ARROIO DO SAL,3.88,6.45,75.61,12.0,11.67,1.77,6.46,0.47,10.8,7.72,800.4,7682,903,0.508,0.649,0.844,0.74,0.74
2010,43,ARROIO DO PADRE,4.6,2.42,76.59,10.7,12.42,3.09,7.17,0.53,15.95,10.6,883.18,2730,339,0.269,0.461,0.86,0.756,0.669
2010,43,ARROIO DOS RATOS,7.11,4.39,74.98,12.8,9.82,1.2,8.29,0.46,10.23,7.43,623.54,13600,1336,0.479,0.583,0.833,0.7,0.698
2010,43,ARROIO DO TIGRE,7.07,4.36,75.9,11.6,7.94,3.28,10.63,0.47,11.05,7.64,654.51,12635,1004,0.366,0.589,0.848,0.708,0.707
2010,43,ARROIO GRANDE,8.15,6.82,73.43,15.0,10.47,4.53,14.55,0.5,12.75,9.05,528.13,18364,1934,0.409,0.522,0.807,0.673,0.657
2010,43,ARVOREZINHA,8.27,5.05,74.04,14.1,9.98,1.42,7.09,0.41,7.78,5.91,675.18,10132,1020,0.369,0.575,0.817,0.713,0.694
2010,43,AUGUSTO PESTANA,4.03,6.08,75.84,12.4,13.88,0.74,3.74,0.49,11.97,8.46,1016.34,7067,985,0.391,0.621,0.847,0.779,0.743
2010,43,ÁUREA,5.44,5.36,75.48,12.1,13.42,1.88,6.03,0.42,8.39,5.99,686.1,3628,492,0.306,0.588,0.841,0.715,0.707
2010,43,BAGÉ,4.93,11.81,75.86,11.57,10.2,3.14,8.96,0.56,17.61,11.59,795.56,116108,11912,0.585,0.647,0.848,0.739,0.74
2010,43,BALNEÁRIO PINHAL,5.19,5.54,75.17,12.5,11.89,4.78,12.02,0.5,13.18,9.47,662.85,10824,1291,0.464,0.567,0.836,0.71,0.696
2010,43,BARÃO,3.06,4.78,75.14,13.4,10.54,0.67,1.14,0.4,7.69,5.4,947.28,5734,605,0.462,0.652,0.836,0.767,0.748
2010,43,BARÃO DE COTEGIPE,3.83,5.92,75.49,12.1,12.07,1.25,5.2,0.42,8.32,5.99,823.2,6515,788,0.406,0.593,0.842,0.745,0.719
2010,43,BARÃO DO TRIUNFO,9.75,1.35,74.28,13.7,7.77,12.38,24.69,0.53,15.81,11.26,441.81,6994,545,0.205,0.428,0.821,0.645,0.61
2010,43,BARRACÃO,8.72,4.93,78.12,8.9,11.03,7.37,14.55,0.57,18.75,12.07,667.95,5327,591,0.385,0.568,0.885,0.711,0.71
2010,43,BARRA DO GUARITA,9.92,5.22,75.68,11.8,9.26,5.03,8.06,0.48,11.56,7.78,609.31,3081,286,0.478,0.672,0.845,0.696,0.734
2010,43,BARRA DO QUARAÍ,7.4,5.05,73.13,15.4,5.93,11.29,18.35,0.48,11.42,8.13,483.29,3943,238,0.519,0.548,0.802,0.659,0.662
2010,43,BARRA DO RIBEIRO,7.03,5.04,74.32,13.7,10.56,4.56,11.24,0.48,11.93,8.32,589.16,12474,1327,0.465,0.529,0.822,0.691,0.67
2010,43,BARRA DO RIO AZUL,7.96,3.27,75.5,12.1,12.48,2.39,5.94,0.4,7.18,5.63,634.55,1999,250,0.358,0.638,0.842,0.703,0.723
2010,43,BARRA FUNDA,5.17,7.07,76.36,11.0,8.62,0.38,2.71,0.39,7.11,5.16,757.01,2355,204,0.479,0.71,0.856,0.731,0.763
2010,43,BARROS CASSAL,15.14,3.84,72.71,16.1,8.59,5.28,14.82,0.51,13.99,9.77,587.45,11025,956,0.304,0.5,0.795,0.69,0.65
2010,43,BENJAMIN CONSTANT DO SUL,13.81,2.77,73.03,15.6,9.06,16.33,31.18,0.48,12.43,9.88,336.44,2302,209,0.342,0.492,0.801,0.601,0.619
2010,43,BENTO GONÇALVES,2.23,13.36,75.52,12.1,8.42,0.34,1.31,0.44,9.39,6.6,1196.56,106666,9029,0.614,0.695,0.842,0.805,0.778
2010,43,BOA VISTA DAS MISSÕES,9.0,6.01,74.5,13.4,9.22,6.67,12.93,0.44,9.18,7.03,505.89,2109,195,0.362,0.561,0.825,0.666,0.676
2010,43,BOA VISTA DO BURICÁ,1.88,8.1,75.02,13.5,10.69,0.7,2.58,0.43,8.45,5.96,909.95,6472,703,0.525,0.697,0.834,0.761,0.762
2010,43,BOA VISTA DO CADEADO,5.57,2.68,76.04,11.4,9.42,3.97,7.96,0.4,7.5,5.65,594.94,2439,230,0.376,0.59,0.851,0.692,0.703
2010,43,BOA VISTA DO INCRA,5.01,5.0,77.02,10.2,9.11,5.38,8.62,0.45,10.15,7.27,633.52,2402,221,0.465,0.641,0.867,0.703,0.731
2010,43,BOA VISTA DO SUL,7.36,1.77,76.11,11.3,15.13,0.43,1.66,0.45,9.3,6.73,964.35,2776,420,0.297,0.587,0.852,0.77,0.728
2010,43,BOM JESUS,7.91,7.74,74.89,12.9,10.04,2.62,11.04,0.52,14.64,10.06,611.26,11479,1156,0.403,0.51,0.832,0.697,0.666
2010,43,BOM PRINCÍPIO,1.72,6.67,75.18,13.3,7.31,0.24,0.62,0.37,6.54,4.8,855.42,11727,862,0.524,0.661,0.836,0.751,0.746
2010,43,BOM PROGRESSO,10.21,4.09,75.42,12.2,10.82,5.89,14.03,0.52,14.69,10.06,623.82,2328,252,0.44,0.643,0.84,0.7,0.723
2010,43,BOM RETIRO DO SUL,3.42,4.51,76.39,11.0,9.35,0.56,3.27,0.38,6.83,5.09,728.62,11410,1073,0.497,0.649,0.857,0.725,0.739
2010,43,BOQUEIRÃO DO LEÃO,10.77,4.84,75.59,12.0,7.73,2.26,9.88,0.47,11.38,8.15,726.61,7610,593,0.392,0.562,0.843,0.725,0.7
2010,43,BOSSOROCA,7.96,5.57,74.24,13.8,10.76,4.93,15.71,0.49,12.32,8.74,502.18,6872,741,0.42,0.608,0.821,0.665,0.692
2010,43,BOZANO,5.16,3.56,76.18,12.0,15.23,0.5,3.63,0.42,8.27,6.07,982.06,2195,335,0.38,0.628,0.853,0.773,0.745
2010,43,BRAGA,13.78,4.2,74.81,13.0,10.7,10.21,22.26,0.47,11.97,9.02,475.39,3683,396,0.358,0.563,0.83,0.656,0.674
2010,43,BROCHIER,3.33,2.94,76.06,11.4,14.52,,1.28,0.36,5.79,4.46,720.21,4628,679,0.32,0.554,0.851,0.723,0.699
2010,43,BUTIÁ,8.46,5.94,75.85,11.6,9.12,3.46,9.74,0.47,11.27,8.17,590.45,20381,1861,0.433,0.558,0.848,0.691,0.689
2010,43,CAÇAPAVA DO SUL,8.24,8.56,76.27,11.1,12.07,3.42,10.41,0.48,11.57,8.32,618.98,33339,4067,0.456,0.585,0.855,0.699,0.704
2010,43,CACEQUI,7.51,5.95,73.39,15.0,10.96,3.98,12.69,0.52,13.64,9.55,550.88,13594,1499,0.487,0.626,0.807,0.68,0.7
2010,43,CACHOEIRA DO SUL,7.49,11.12,76.22,8.49,12.09,2.93,9.04,0.54,15.64,10.56,793.67,83072,10132,0.539,0.648,0.854,0.739,0.742
2010,43,CACHOEIRINHA,2.94,6.77,76.42,11.6,7.06,1.39,3.91,0.44,9.05,6.64,844.04,117991,8350,0.66,0.675,0.857,0.749,0.757
2010,43,CACIQUE DOBLE,10.13,5.36,73.57,14.8,10.78,12.04,21.52,0.51,14.74,10.98,539.67,4865,525,0.309,0.528,0.81,0.677,0.662
2010,43,CAIBATÉ,6.95,7.32,76.39,11.0,12.09,3.76,9.97,0.48,11.57,8.0,659.58,4939,599,0.439,0.611,0.857,0.709,0.719
2010,43,CAIÇARA,7.59,5.94,74.0,14.1,11.3,2.57,8.7,0.47,10.76,7.75,712.77,5035,573,0.338,0.58,0.817,0.721,0.699
2010,43,CAMAQUÃ,7.05,7.84,74.14,14.0,9.36,2.13,9.19,0.48,11.82,8.28,686.36,62068,5875,0.44,0.578,0.819,0.715,0.697
2010,43,CAMARGO,8.57,7.14,76.25,11.9,12.65,,0.8,0.39,6.88,5.48,916.32,2590,328,0.396,0.612,0.854,0.762,0.736
2010,43,CAMBARÁ DO SUL,6.89,6.68,75.25,12.4,7.81,0.76,4.94,0.45,9.51,6.84,643.45,6511,511,0.454,0.574,0.838,0.705,0.697
2010,43,CAMPESTRE DA SERRA,6.42,2.29,78.13,8.9,11.12,0.82,2.27,0.31,4.5,3.71,675.91,3227,361,0.347,0.557,0.886,0.713,0.706
2010,43,CAMPINA DAS MISSÕES,4.06,4.33,75.91,11.6,13.01,2.69,8.31,0.41,7.78,5.8,615.85,6094,796,0.439,0.677,0.849,0.698,0.738
2010,43,CAMPINAS DO SUL,4.72,8.25,75.49,12.1,13.11,1.08,3.53,0.46,10.38,7.4,869.1,5494,722,0.463,0.691,0.842,0.753,0.76
2010,43,CAMPO BOM,3.18,5.35,76.11,11.3,6.31,0.2,2.23,0.43,8.63,6.09,879.65,59572,3790,0.52,0.643,0.852,0.755,0.745
2010,43,CAMPO NOVO,13.04,6.28,76.94,10.3,10.48,4.18,13.56,0.48,11.27,8.21,539.04,5448,572,0.439,0.593,0.866,0.677,0.703
2010,43,CAMPOS BORGES,9.44,7.02,74.16,13.9,10.85,3.62,8.0,0.46,10.28,7.38,637.46,3492,379,0.418,0.616,0.819,0.704,0.708
2010,43,CANDELÁRIA,9.5,4.56,75.49,12.1,10.91,4.91,11.01,0.46,10.7,7.73,620.92,29867,3292,0.377,0.521,0.842,0.699,0.674
2010,43,CÂNDIDO GODÓI,3.38,5.31,76.17,11.2,12.43,2.53,5.32,0.45,9.49,6.63,706.19,6521,812,0.386,0.627,0.853,0.72,0.728
2010,43,CANDIOTA,5.48,4.25,76.57,10.7,4.97,6.91,14.37,0.51,13.59,9.5,638.77,8708,436,0.51,0.562,0.86,0.704,0.698
2010,43,CANELA,4.2,8.83,75.92,12.3,6.75,1.34,5.48,0.48,11.22,7.77,787.78,38874,2648,0.562,0.667,0.849,0.738,0.748
2010,43,CANGUÇU,9.17,4.18,74.15,13.9,11.49,9.14,18.19,0.49,13.06,9.48,562.54,53002,6121,0.31,0.491,0.819,0.683,0.65
2010,43,CANOAS,2.61,10.35,76.83,10.62,7.49,0.93,4.4,0.51,12.99,8.99,952.13,322949,24239,0.646,0.636,0.864,0.768,0.75
2010,43,CANUDOS DO VALE,10.66,1.16,75.38,13.0,12.67,6.9,9.47,0.49,12.26,8.79,854.58,1799,229,0.307,0.574,0.84,0.751,0.713
2010,43,CAPÃO BONITO DO SUL,10.12,3.44,71.73,17.7,11.57,10.65,21.56,0.52,15.59,10.47,468.49,1754,203,0.292,0.507,0.779,0.654,0.637
2010,43,CAPÃO DA CANOA,3.74,10.06,76.11,12.1,6.79,1.49,6.25,0.51,13.39,8.94,884.47,41830,2855,0.585,0.637,0.852,0.756,0.743
2010,43,CAPÃO DO CIPÓ,6.42,3.56,76.61,11.4,7.99,9.81,21.85,0.51,13.61,9.72,426.09,3097,248,0.323,0.552,0.86,0.639,0.672
2010,43,CAPÃO DO LEÃO,7.37,3.31,73.81,14.4,7.56,2.37,11.03,0.43,8.8,6.36,493.36,24223,1836,0.393,0.48,0.814,0.662,0.637
2010,43,CAPIVARI DO SUL,7.9,7.43,75.17,12.5,7.33,1.0,6.19,0.68,30.25,17.4,1196.47,3854,285,0.567,0.668,0.836,0.805,0.766
2010,43,CAPELA DE SANTANA,5.77,3.0,73.93,14.2,7.72,2.2,7.42,0.39,6.98,5.18,533.88,11612,897,0.37,0.525,0.816,0.675,0.661
2010,43,CAPITÃO,5.32,3.22,75.49,12.9,11.49,0.19,0.87,0.38,6.94,5.06,835.57,2636,303,0.414,0.661,0.842,0.747,0.746
2010,43,CARAZINHO,4.1,11.15,75.42,12.2,9.74,1.56,5.82,0.51,13.64,9.22,881.73,58825,5778,0.621,0.707,0.84,0.756,0.766
2010,43,CARAÁ,11.98,2.57,74.79,13.0,14.4,2.36,9.24,0.39,7.0,5.13,490.65,7279,1053,0.281,0.505,0.83,0.661,0.652
2010,43,CARLOS BARBOSA,2.54,8.91,75.07,13.5,8.35,,0.19,0.51,12.39,7.76,1446.56,25016,2104,0.588,0.724,0.835,0.835,0.796
