UF,CÓDIGO MUNICÍPIO,NOME-UF,"2016
(TCU)","2017
(DOU)",TCG 2016-17,"SOFREU REMANEJAMENTO POPULACIONAL DEVIDO A ALTERAÇÃO DE LIMITES ENTRE MUNICÍPIOS, ENTRE 2016 E 2017?"
MG,3164803,São Sebastião do Rio Preto-MG,"1,591","1,582",-0.57%,NÃO
MG,3164902,São Sebastião do Rio Verde-MG,"2,239","2,249",0.45%,NÃO
MG,3165008,São Tiago-MG,"11,046","11,073",0.24%,NÃO
MG,3165107,São Tomás de Aquino-MG,"7,230","7,222",-0.11%,NÃO
MG,3165206,São Thomé das Letras-MG,"7,072","7,106",0.48%,NÃO
MG,3165305,São Vicente de Minas-MG,"7,614","7,672",0.76%,NÃO
MG,3165404,Sapucaí-Mirim-MG,"6,796","6,850",0.79%,NÃO
MG,3165503,Sardoá-MG,"6,142","6,198",0.91%,NÃO
MG,3165537,Sarzedo-MG,"30,478","31,037",1.83%,NÃO
MG,3165552,Setubinha-MG,"11,952","12,060",0.90%,NÃO
MG,3165560,Sem-Peixe-MG,"2,794","2,776",-0.64%,NÃO
MG,3165578,Senador Amaral-MG,"5,429","5,439",0.18%,NÃO
MG,3165602,Senador Cortes-MG,"2,048","2,049",0.05%,NÃO
MG,3165701,Senador Firmino-MG,"7,747","7,792",0.58%,NÃO
MG,3165800,Senador José Bento-MG,"1,703","1,672",-1.82%,NÃO
MG,3165909,Senador Modestino Gonçalves-MG,"4,446","4,410",-0.81%,NÃO
MG,3166006,Senhora de Oliveira-MG,"5,886","5,892",0.10%,NÃO
MG,3166105,Senhora do Porto-MG,"3,600","3,602",0.06%,NÃO
MG,3166204,Senhora dos Remédios-MG,"10,604","10,622",0.17%,NÃO
MG,3166303,Sericita-MG,"7,420","7,434",0.19%,NÃO
MG,3166402,Seritinga-MG,"1,870","1,874",0.21%,NÃO
MG,3166501,Serra Azul de Minas-MG,"4,368","4,372",0.09%,NÃO
MG,3166600,Serra da Saudade-MG,815,812,-0.37%,NÃO
MG,3166709,Serra dos Aimorés-MG,"8,789","8,809",0.23%,NÃO
MG,3166808,Serra do Salitre-MG,"11,410","11,491",0.71%,NÃO
MG,3166907,Serrania-MG,"7,804","7,812",0.10%,NÃO
MG,3166956,Serranópolis de Minas-MG,"4,741","4,769",0.59%,NÃO
MG,3167004,Serranos-MG,"2,026","2,023",-0.15%,NÃO
MG,3167103,Serro-MG,"21,431","21,435",0.02%,NÃO
MG,3167202,Sete Lagoas-MG,"234,221","236,228",0.86%,NÃO
MG,3167301,Silveirânia-MG,"2,287","2,292",0.22%,NÃO
MG,3167400,Silvianópolis-MG,"6,299","6,314",0.24%,NÃO
MG,3167509,Simão Pereira-MG,"2,646","2,651",0.19%,NÃO
MG,3167608,Simonésia-MG,"19,530","19,633",0.53%,NÃO
MG,3167707,Sobrália-MG,"5,816","5,791",-0.43%,NÃO
MG,3167806,Soledade de Minas-MG,"6,094","6,131",0.61%,NÃO
MG,3167905,Tabuleiro-MG,"3,991","3,963",-0.70%,NÃO
MG,3168002,Taiobeiras-MG,"33,576","33,824",0.74%,NÃO
MG,3168051,Taparuba-MG,"3,199","3,196",-0.09%,NÃO
MG,3168101,Tapira-MG,"4,598","4,650",1.13%,NÃO
MG,3168200,Tapiraí-MG,"1,921","1,921",0.00%,NÃO
MG,3168309,Taquaraçu de Minas-MG,"4,053","4,075",0.54%,NÃO
MG,3168408,Tarumirim-MG,"14,670","14,667",-0.02%,NÃO
MG,3168507,Teixeiras-MG,"11,815","11,836",0.18%,NÃO
MG,3168606,Teófilo Otoni-MG,"141,502","141,934",0.31%,NÃO
MG,3168705,Timóteo-MG,"88,255","88,931",0.77%,NÃO
MG,3168804,Tiradentes-MG,"7,726","7,807",1.05%,NÃO
MG,3168903,Tiros-MG,"6,832","6,795",-0.54%,NÃO
MG,3169000,Tocantins-MG,"16,703","16,766",0.38%,NÃO
MG,3169059,Tocos do Moji-MG,"4,136","4,147",0.27%,NÃO
MG,3169109,Toledo-MG,"6,194","6,232",0.61%,NÃO
MG,3169208,Tombos-MG,"8,899","8,772",-1.43%,NÃO
MG,3169307,Três Corações-MG,"78,474","78,999",0.67%,NÃO
MG,3169356,Três Marias-MG,"31,366","31,687",1.02%,NÃO
MG,3169406,Três Pontas-MG,"56,879","57,097",0.38%,NÃO
MG,3169505,Tumiritinga-MG,"6,705","6,739",0.51%,NÃO
MG,3169604,Tupaciguara-MG,"25,452","25,538",0.34%,NÃO
MG,3169703,Turmalina-MG,"19,612","19,762",0.76%,NÃO
MG,3169802,Turvolândia-MG,"4,995","5,025",0.60%,NÃO
MG,3169901,Ubá-MG,"112,186","113,300",0.99%,NÃO
MG,3170008,Ubaí-MG,"12,466","12,531",0.52%,NÃO
MG,3170057,Ubaporanga-MG,"12,591","12,622",0.25%,NÃO
MG,3170107,Uberaba-MG,"325,279","328,272",0.92%,NÃO
MG,3170206,Uberlândia-MG,"669,672","676,613",1.04%,NÃO
MG,3170305,Umburatiba-MG,"2,718","2,709",-0.33%,NÃO
MG,3170404,Unaí-MG,"83,448","83,980",0.64%,NÃO
MG,3170438,União de Minas-MG,"4,463","4,452",-0.25%,NÃO
MG,3170479,Uruana de Minas-MG,"3,337","3,338",0.03%,NÃO
MG,3170503,Urucânia-MG,"10,587","10,589",0.02%,NÃO
MG,3170529,Urucuia-MG,"15,833","16,095",1.65%,NÃO
MG,3170578,Vargem Alegre-MG,"6,633","6,632",-0.02%,NÃO
MG,3170602,Vargem Bonita-MG,"2,211","2,209",-0.09%,NÃO
MG,3170651,Vargem Grande do Rio Pardo-MG,"5,011","5,032",0.42%,NÃO
MG,3170701,Varginha-MG,"133,384","134,364",0.73%,NÃO
MG,3170750,Varjão de Minas-MG,"6,857","6,947",1.31%,NÃO
MG,3170800,Várzea da Palma-MG,"38,838","39,128",0.75%,NÃO
MG,3170909,Varzelândia-MG,"19,712","19,723",0.06%,NÃO
MG,3171006,Vazante-MG,"20,720","20,784",0.31%,NÃO
MG,3171030,Verdelândia-MG,"9,140","9,220",0.88%,NÃO
MG,3171071,Veredinha-MG,"5,786","5,798",0.21%,NÃO
MG,3171105,Veríssimo-MG,"3,870","3,911",1.06%,NÃO
MG,3171154,Vermelho Novo-MG,"4,894","4,905",0.22%,NÃO
MG,3171204,Vespasiano-MG,"120,510","122,365",1.54%,NÃO
MG,3171303,Viçosa-MG,"77,863","78,381",0.67%,NÃO
MG,3171402,Vieiras-MG,"3,753","3,741",-0.32%,NÃO
MG,3171501,Mathias Lobato-MG,"3,357","3,342",-0.45%,NÃO
MG,3171600,Virgem da Lapa-MG,"14,037","14,043",0.04%,NÃO
MG,3171709,Virgínia-MG,"8,868","8,870",0.02%,NÃO
MG,3171808,Virginópolis-MG,"10,801","10,793",-0.07%,NÃO
MG,3171907,Virgolândia-MG,"5,638","5,613",-0.44%,NÃO
MG,3172004,Visconde do Rio Branco-MG,"41,567","41,932",0.88%,NÃO
MG,3172103,Volta Grande-MG,"5,302","5,315",0.25%,NÃO
MG,3172202,Wenceslau Braz-MG,"2,616","2,615",-0.04%,NÃO
ES,3200102,Afonso Cláudio-ES,"32,407","32,361",-0.14%,NÃO
ES,3200136,Águia Branca-ES,"10,075","10,085",0.10%,NÃO
ES,3200169,Água Doce do Norte-ES,"11,958","11,893",-0.54%,NÃO
ES,3200201,Alegre-ES,"32,175","32,146",-0.09%,NÃO
ES,3200300,Alfredo Chaves-ES,"15,029","15,082",0.35%,NÃO
ES,3200359,Alto Rio Novo-ES,"7,979","8,022",0.54%,NÃO
ES,3200409,Anchieta-ES,"28,091","28,546",1.62%,NÃO
ES,3200508,Apiacá-ES,"7,928","7,932",0.05%,NÃO
ES,3200607,Aracruz-ES,"96,746","98,393",1.70%,NÃO
ES,3200706,Atilio Vivacqua-ES,"11,335","11,804",4.14%,SIM
ES,3200805,Baixo Guandu-ES,"31,633","31,794",0.51%,NÃO
ES,3200904,Barra de São Francisco-ES,"44,946","45,283",0.75%,NÃO
ES,3201001,Boa Esperança-ES,"15,390","15,460",0.45%,NÃO
ES,3201100,Bom Jesus do Norte-ES,"10,215","10,254",0.38%,NÃO
ES,3201159,Brejetuba-ES,"12,797","12,838",0.32%,NÃO
ES,3201209,Cachoeiro de Itapemirim-ES,"210,325","211,649",0.63%,SIM
ES,3201308,Cariacica-ES,"384,621","387,368",0.71%,NÃO
ES,3201407,Castelo-ES,"38,070","38,304",0.61%,NÃO
ES,3201506,Colatina-ES,"123,598","124,525",0.75%,NÃO
ES,3201605,Conceição da Barra-ES,"31,353","31,574",0.70%,NÃO
ES,3201704,Conceição do Castelo-ES,"12,856","12,944",0.68%,NÃO
ES,3201803,Divino de São Lourenço-ES,"4,630","4,612",-0.39%,NÃO
ES,3201902,Domingos Martins-ES,"34,589","34,757",0.49%,NÃO
ES,3202009,Dores do Rio Preto-ES,"6,920","6,949",0.42%,NÃO
ES,3202108,Ecoporanga-ES,"24,243","24,217",-0.11%,NÃO
ES,3202207,Fundão-ES,"20,376","20,757",1.87%,NÃO
ES,3202256,Governador Lindenberg-ES,"12,444","12,600",1.25%,NÃO
ES,3202306,Guaçuí-ES,"30,946","31,201",0.82%,NÃO
ES,3202405,Guarapari-ES,"121,506","123,166",1.37%,NÃO
ES,3202454,Ibatiba-ES,"25,567","25,882",1.23%,NÃO
ES,3202504,Ibiraçu-ES,"12,471","12,581",0.88%,NÃO
ES,3202553,Ibitirama-ES,"9,379","9,373",-0.06%,NÃO
ES,3202603,Iconha-ES,"13,904","14,016",0.81%,NÃO
ES,3202652,Irupi-ES,"13,240","13,380",1.06%,NÃO
ES,3202702,Itaguaçu-ES,"14,822","14,815",-0.05%,NÃO
ES,3202801,Itapemirim-ES,"34,585","34,628",0.12%,SIM
ES,3202900,Itarana-ES,"11,259","11,231",-0.25%,NÃO
ES,3203007,Iúna-ES,"29,743","29,896",0.51%,NÃO
ES,3203056,Jaguaré-ES,"29,150","29,642",1.69%,NÃO
ES,3203106,Jerônimo Monteiro-ES,"11,957","12,036",0.66%,NÃO
ES,3203130,João Neiva-ES,"17,096","17,168",0.42%,NÃO
ES,3203163,Laranja da Terra-ES,"11,447","11,457",0.09%,NÃO
ES,3203205,Linhares-ES,"166,491","169,048",1.54%,SIM
ES,3203304,Mantenópolis-ES,"15,272","15,419",0.96%,NÃO
ES,3203320,Marataízes-ES,"38,301","38,670",0.96%,NÃO
ES,3203346,Marechal Floriano-ES,"16,339","16,545",1.26%,NÃO
ES,3203353,Marilândia-ES,"12,479","12,602",0.99%,NÃO
ES,3203403,Mimoso do Sul-ES,"27,369","27,388",0.07%,NÃO
ES,3203502,Montanha-ES,"19,309","19,391",0.42%,NÃO
ES,3203601,Mucurici-ES,"5,873","5,861",-0.20%,NÃO
ES,3203700,Muniz Freire-ES,"18,826","18,745",-0.43%,NÃO
ES,3203809,Muqui-ES,"15,717","15,806",0.57%,NÃO
ES,3203908,Nova Venécia-ES,"50,647","50,991",0.68%,NÃO
ES,3204005,Pancas-ES,"23,559","23,697",0.59%,NÃO
ES,3204054,Pedro Canário-ES,"26,336","26,537",0.76%,NÃO
ES,3204104,Pinheiros-ES,"26,863","27,130",0.99%,NÃO
ES,3204203,Piúma-ES,"21,030","21,336",1.46%,NÃO
ES,3204252,Ponto Belo-ES,"7,826","7,901",0.96%,NÃO
ES,3204302,Presidente Kennedy-ES,"11,396","11,742",3.04%,SIM
ES,3204351,Rio Bananal-ES,"19,321","19,457",0.70%,NÃO
ES,3204401,Rio Novo do Sul-ES,"12,070","12,095",0.21%,NÃO
ES,3204500,Santa Leopoldina-ES,"12,887","12,889",0.02%,NÃO
ES,3204559,Santa Maria de Jetibá-ES,"39,396","39,928",1.35%,NÃO
ES,3204609,Santa Teresa-ES,"23,882","24,025",0.60%,NÃO
ES,3204658,São Domingos do Norte-ES,"8,764","8,818",0.62%,NÃO
ES,3204708,São Gabriel da Palha-ES,"36,858","37,375",1.40%,NÃO
ES,3204807,São José do Calçado-ES,"11,024","11,036",0.11%,NÃO
ES,3204906,São Mateus-ES,"126,437","128,449",1.59%,SIM
ES,3204955,São Roque do Canaã-ES,"12,483","12,579",0.77%,NÃO
ES,3205002,Serra-ES,"494,109","502,618",1.72%,NÃO
ES,3205010,Sooretama-ES,"28,509","29,038",1.86%,NÃO
ES,3205036,Vargem Alta-ES,"21,396","21,584",0.88%,NÃO
ES,3205069,Venda Nova do Imigrante-ES,"24,165","24,575",1.70%,NÃO
ES,3205101,Viana-ES,"75,652","76,776",1.49%,NÃO
ES,3205150,Vila Pavão-ES,"9,414","9,459",0.48%,NÃO
ES,3205176,Vila Valério-ES,"14,677","14,697",0.14%,NÃO
ES,3205200,Vila Velha-ES,"479,664","486,388",1.40%,NÃO
ES,3205309,Vitória-ES,"359,555","363,140",1.00%,NÃO
RJ,3300100,Angra dos Reis-RJ,"191,504","194,619",1.63%,NÃO
RJ,3300159,Aperibé-RJ,"11,160","11,292",1.18%,NÃO
RJ,3300209,Araruama-RJ,"124,940","126,742",1.44%,SIM
RJ,3300225,Areal-RJ,"12,058","12,143",0.70%,NÃO
RJ,3300233,Armação dos Búzios-RJ,"31,674","32,260",1.85%,NÃO
RJ,3300258,Arraial do Cabo-RJ,"29,077","29,304",0.78%,SIM
RJ,3300308,Barra do Piraí-RJ,"97,152","97,460",0.32%,SIM
RJ,3300407,Barra Mansa-RJ,"180,126","179,451",-0.37%,SIM
RJ,3300456,Belford Roxo-RJ,"494,141","495,783",0.33%,NÃO
RJ,3300506,Bom Jardim-RJ,"26,424","26,566",0.54%,NÃO
RJ,3300605,Bom Jesus do Itabapoana-RJ,"36,031","36,068",0.10%,SIM
RJ,3300704,Cabo Frio-RJ,"212,289","216,030",1.76%,SIM
RJ,3300803,Cachoeiras de Macacu-RJ,"56,603","57,048",0.79%,SIM
RJ,3300902,Cambuci-RJ,"14,824","15,124",2.02%,SIM
RJ,3300936,Carapebus-RJ,"15,293","15,568",1.80%,NÃO
RJ,3300951,Comendador Levy Gasparian-RJ,"8,255","8,336",0.98%,SIM
RJ,3301009,Campos dos Goytacazes-RJ,"487,186","490,288",0.64%,NÃO
RJ,3301108,Cantagalo-RJ,"19,727","19,697",-0.15%,NÃO
RJ,3301157,Cardoso Moreira-RJ,"12,538","12,519",-0.15%,NÃO
RJ,3301207,Carmo-RJ,"18,322","18,264",-0.32%,SIM
RJ,3301306,Casimiro de Abreu-RJ,"41,167","41,999",2.02%,NÃO
RJ,3301405,Conceição de Macabu-RJ,"22,315","22,461",0.65%,NÃO
RJ,3301504,Cordeiro-RJ,"21,158","21,250",0.43%,NÃO
RJ,3301603,Duas Barras-RJ,"11,145","11,169",0.22%,NÃO
RJ,3301702,Duque de Caxias-RJ,"886,917","890,997",0.46%,SIM
RJ,3301801,Engenheiro Paulo de Frontin-RJ,"13,521","13,576",0.41%,NÃO
RJ,3301850,Guapimirim-RJ,"57,105","57,921",1.43%,SIM
RJ,3301876,Iguaba Grande-RJ,"26,430","26,936",1.91%,SIM
RJ,3301900,Itaboraí-RJ,"230,786","232,394",0.70%,SIM
RJ,3302007,Itaguaí-RJ,"120,855","122,369",1.25%,SIM
RJ,3302056,Italva-RJ,"14,647","14,723",0.52%,NÃO
RJ,3302106,Itaocara-RJ,"22,736","22,694",-0.18%,NÃO
RJ,3302205,Itaperuna-RJ,"99,504","99,997",0.50%,SIM
RJ,3302254,Itatiaia-RJ,"30,475","30,703",0.75%,NÃO
RJ,3302270,Japeri-RJ,"100,562","101,237",0.67%,NÃO
RJ,3302304,Laje do Muriaé-RJ,"7,257","7,217",-0.55%,NÃO
RJ,3302403,Macaé-RJ,"239,471","244,139",1.95%,SIM
RJ,3302452,Macuco-RJ,"5,417","5,434",0.31%,NÃO
RJ,3302502,Magé-RJ,"236,319","237,420",0.47%,NÃO
RJ,3302601,Mangaratiba-RJ,"41,557","42,415",2.06%,SIM
RJ,3302700,Maricá-RJ,"149,876","153,008",2.09%,SIM
RJ,3302809,Mendes-RJ,"18,111","18,123",0.07%,NÃO
RJ,3302858,Mesquita-RJ,"171,020","171,280",0.15%,NÃO
RJ,3302908,Miguel Pereira-RJ,"24,855","24,871",0.06%,SIM
RJ,3303005,Miracema-RJ,"26,607","26,551",-0.21%,NÃO
RJ,3303104,Natividade-RJ,"14,986","14,960",-0.17%,NÃO
RJ,3303203,Nilópolis-RJ,"158,319","158,329",0.01%,NÃO
RJ,3303302,Niterói-RJ,"497,883","499,028",0.23%,NÃO
RJ,3303401,Nova Friburgo-RJ,"185,102","185,381",0.15%,SIM
RJ,3303500,Nova Iguaçu-RJ,"797,435","798,647",0.15%,NÃO
RJ,3303609,Paracambi-RJ,"50,071","50,447",0.75%,NÃO
RJ,3303708,Paraíba do Sul-RJ,"42,737","42,922",0.43%,NÃO
RJ,3303807,Paraty-RJ,"40,975","41,454",1.17%,NÃO
RJ,3303856,Paty do Alferes-RJ,"26,939","26,991",0.19%,SIM
RJ,3303906,Petrópolis-RJ,"298,158","298,235",0.03%,SIM
RJ,3303955,Pinheiral-RJ,"24,076","24,282",0.86%,SIM
RJ,3304003,Piraí-RJ,"28,088","28,222",0.48%,SIM
RJ,3304102,Porciúncula-RJ,"18,156","18,248",0.51%,NÃO
RJ,3304110,Porto Real-RJ,"18,552","18,829",1.49%,NÃO
RJ,3304128,Quatis-RJ,"13,666","13,785",0.87%,NÃO
RJ,3304144,Queimados-RJ,"144,525","145,386",0.60%,NÃO
RJ,3304151,Quissamã-RJ,"23,125","23,535",1.77%,NÃO
RJ,3304201,Resende-RJ,"126,084","126,923",0.67%,NÃO
RJ,3304300,Rio Bonito-RJ,"57,963","58,272",0.53%,NÃO
RJ,3304409,Rio Claro-RJ,"17,850","17,988",0.77%,SIM
RJ,3304508,Rio das Flores-RJ,"8,943","8,984",0.46%,SIM
RJ,3304524,Rio das Ostras-RJ,"136,626","141,117",3.29%,SIM
RJ,3304557,Rio de Janeiro-RJ,"6,498,837","6,520,266",0.33%,NÃO
RJ,3304607,Santa Maria Madalena-RJ,"10,198","10,172",-0.25%,NÃO
RJ,3304706,Santo Antônio de Pádua-RJ,"41,246","41,312",0.16%,NÃO
RJ,3304755,São Francisco de Itabapoana-RJ,"41,240","41,191",-0.12%,NÃO
RJ,3304805,São Fidélis-RJ,"37,696","37,689",-0.02%,NÃO
RJ,3304904,São Gonçalo-RJ,"1,044,058","1,049,826",0.55%,NÃO
RJ,3305000,São João da Barra-RJ,"34,884","35,174",0.83%,NÃO
RJ,3305109,São João de Meriti-RJ,"460,541","460,461",-0.02%,NÃO
RJ,3305133,São José de Ubá-RJ,"7,236","6,953",-3.91%,SIM
RJ,3305158,São José do Vale do Rio Preto-RJ,"21,017","21,114",0.46%,NÃO
RJ,3305208,São Pedro da Aldeia-RJ,"98,470","99,906",1.46%,SIM
RJ,3305307,São Sebastião do Alto-RJ,"9,075","9,094",0.21%,NÃO
RJ,3305406,Sapucaia-RJ,"17,604","17,765",0.91%,SIM
RJ,3305505,Saquarema-RJ,"83,750","85,175",1.70%,SIM
RJ,3305554,Seropédica-RJ,"83,667","84,416",0.90%,NÃO
RJ,3305604,Silva Jardim-RJ,"21,279","21,253",-0.12%,NÃO
RJ,3305703,Sumidouro-RJ,"15,153","15,191",0.25%,SIM
RJ,3305752,Tanguá-RJ,"32,703","32,970",0.82%,NÃO
RJ,3305802,Teresópolis-RJ,"174,587","176,060",0.84%,NÃO
RJ,3305901,Trajano de Moraes-RJ,"10,351","10,352",0.01%,NÃO
RJ,3306008,Três Rios-RJ,"79,230","79,402",0.22%,SIM
RJ,3306107,Valença-RJ,"73,997","74,237",0.32%,SIM
RJ,3306156,Varre-Sai-RJ,"10,500","10,597",0.92%,NÃO
RJ,3306206,Vassouras-RJ,"35,622","35,768",0.41%,NÃO
RJ,3306305,Volta Redonda-RJ,"263,659","265,201",0.58%,SIM
SP,3504701,Balbinos-SP,"5,006","5,188",3.64%,NÃO
SP,3519253,Iaras-SP,"8,230","8,484",3.09%,NÃO
SP,3540853,Pracinha-SP,"3,659","3,768",2.98%,NÃO
SP,3524006,Itupeva-SP,"55,596","57,031",2.58%,NÃO
SP,3526506,Lavínia-SP,"10,876","11,156",2.57%,NÃO
SP,3536505,Paulínia-SP,"100,128","102,499",2.37%,NÃO
SP,3506359,Bertioga-SP,"57,942","59,297",2.34%,NÃO
SP,3527603,Luís Antônio-SP,"13,703","14,021",2.32%,NÃO
SP,3515152,Engenheiro Coelho-SP,"19,059","19,497",2.30%,NÃO
SP,3519055,Holambra-SP,"13,698","14,012",2.29%,NÃO
SP,3527306,Louveira-SP,"44,904","45,922",2.27%,NÃO
SP,3542503,Reginópolis-SP,"8,844","9,042",2.24%,NÃO
SP,3521002,Iperó-SP,"34,149","34,913",2.24%,NÃO
SP,3502754,Araçariguama-SP,"20,581","21,038",2.22%,NÃO
SP,3551405,Serra Azul-SP,"13,516","13,810",2.18%,NÃO
SP,3524709,Jaguariúna-SP,"53,069","54,204",2.14%,NÃO
SP,3533205,Nova Independência-SP,"3,667","3,745",2.13%,NÃO
SP,3507100,Bom Jesus dos Perdões-SP,"23,530","24,023",2.10%,NÃO
SP,3547304,Santana de Parnaíba-SP,"129,261","131,887",2.03%,NÃO
SP,3553005,Taguaí-SP,"12,851","13,111",2.02%,NÃO
SP,3556909,Vista Alegre do Alto-SP,"8,171","8,335",2.01%,NÃO
SP,3500600,Águas de São Pedro-SP,"3,205","3,268",1.97%,NÃO
SP,3518503,Guareí-SP,"17,213","17,551",1.96%,NÃO
SP,3540754,Potim-SP,"22,911","23,360",1.96%,NÃO
SP,3533254,Novais-SP,"5,421","5,527",1.96%,NÃO
SP,3507001,Boituva-SP,"56,830","57,910",1.90%,NÃO
SP,3525201,Jarinu-SP,"28,012","28,540",1.88%,NÃO
SP,3521101,Ipeúna-SP,"7,047","7,177",1.84%,NÃO
SP,3502903,Araçoiaba da Serra-SP,"31,915","32,495",1.82%,NÃO
SP,3524501,Jaci-SP,"6,609","6,728",1.80%,NÃO
SP,3520509,Indaiatuba-SP,"235,367","239,602",1.80%,NÃO
SP,3534203,Orindiúva-SP,"6,614","6,731",1.77%,NÃO
SP,3546702,Santa Gertrudes-SP,"25,192","25,637",1.77%,NÃO
SP,3540200,Pontal-SP,"46,818","47,638",1.75%,NÃO
SP,3541000,Praia Grande-SP,"304,705","310,024",1.75%,NÃO
SP,3520400,Ilhabela-SP,"32,782","33,354",1.74%,NÃO
SP,3513009,Cotia-SP,"233,696","237,750",1.73%,NÃO
SP,3556701,Vinhedo-SP,"73,855","75,129",1.73%,NÃO
SP,3528502,Mairiporã-SP,"93,981","95,601",1.72%,NÃO
SP,3540903,Pradópolis-SP,"20,169","20,516",1.72%,NÃO
SP,3520426,Ilha Comprida-SP,"10,476","10,656",1.72%,NÃO
SP,3511508,Cerquilho-SP,"45,947","46,733",1.71%,NÃO
SP,3500758,Alambari-SP,"5,658","5,754",1.70%,NÃO
SP,3524907,Jambeiro-SP,"6,200","6,305",1.69%,NÃO
SP,3534757,Ouroeste-SP,"9,733","9,897",1.68%,NÃO
SP,3503802,Artur Nogueira-SP,"51,126","51,986",1.68%,NÃO
SP,3512803,Cosmópolis-SP,"67,960","69,086",1.66%,NÃO
SP,3531100,Mongaguá-SP,"53,384","54,257",1.64%,NÃO
SP,3556453,Vargem Grande Paulista-SP,"49,542","50,346",1.62%,NÃO
SP,3531803,Monte Mor-SP,"56,335","57,240",1.61%,NÃO
SP,3506904,Bofete-SP,"11,059","11,236",1.60%,NÃO
SP,3511904,Clementina-SP,"8,124","8,254",1.60%,NÃO
SP,3532702,Nipoã-SP,"4,916","4,994",1.59%,NÃO
SP,3528700,Marabá Paulista-SP,"5,524","5,611",1.57%,NÃO
SP,3541802,Queiroz-SP,"3,217","3,267",1.55%,NÃO
SP,3535101,Palmares Paulista-SP,"12,536","12,730",1.55%,NÃO
SP,3514601,Dumont-SP,"9,325","9,468",1.53%,NÃO
SP,3521408,Iracemápolis-SP,"22,914","23,264",1.53%,NÃO
SP,3556206,Valinhos-SP,"122,163","124,024",1.52%,NÃO
SP,3521150,Ipiguá-SP,"5,101","5,178",1.51%,NÃO
SP,3556107,Valentim Gentil-SP,"12,610","12,800",1.51%,NÃO
SP,3504404,Avanhandava-SP,"12,918","13,112",1.50%,NÃO
SP,3510500,Caraguatatuba-SP,"115,071","116,786",1.49%,NÃO
SP,3550704,São Sebastião-SP,"84,294","85,538",1.48%,NÃO
SP,3525854,Jumirim-SP,"3,190","3,237",1.47%,NÃO
SP,3532900,Nova Europa-SP,"10,599","10,755",1.47%,NÃO
SP,3517505,Guapiaçu-SP,"20,340","20,637",1.46%,NÃO
SP,3539103,Pirapora do Bom Jesus-SP,"17,913","18,174",1.46%,NÃO
SP,3503901,Arujá-SP,"85,199","86,430",1.44%,NÃO
SP,3504602,Bady Bassitt-SP,"16,604","16,843",1.44%,NÃO
SP,3519071,Hortolândia-SP,"219,039","222,186",1.44%,NÃO
SP,3509205,Cajamar-SP,"72,875","73,921",1.44%,NÃO
SP,3556354,Vargem-SP,"10,000","10,143",1.43%,NÃO
SP,3508405,Cabreúva-SP,"47,210","47,877",1.41%,NÃO
SP,3544004,Rio das Pedras-SP,"33,464","33,935",1.41%,NÃO
SP,3555356,Ubarana-SP,"5,996","6,080",1.40%,NÃO
SP,3510153,Canitar-SP,"4,956","5,025",1.39%,NÃO
SP,3540507,Porangaba-SP,"9,434","9,565",1.39%,NÃO
SP,3533304,Nova Luzitânia-SP,"3,899","3,953",1.38%,NÃO
SP,3523404,Itatiba-SP,"114,912","116,503",1.38%,NÃO
SP,3527009,Lindóia-SP,"7,591","7,695",1.37%,NÃO
SP,3502309,Anhembi-SP,"6,397","6,484",1.36%,NÃO
SP,3541901,Queluz-SP,"12,777","12,949",1.35%,NÃO
SP,3529500,Mendonça-SP,"5,232","5,302",1.34%,NÃO
SP,3552809,Taboão da Serra-SP,"275,948","279,634",1.34%,NÃO
SP,3522505,Itapevi-SP,"226,488","229,502",1.33%,NÃO
SP,3544202,Riolândia-SP,"11,928","12,086",1.32%,NÃO
SP,3532801,Nova Aliança-SP,"6,645","6,733",1.32%,NÃO
SP,3522000,Itaju-SP,"3,655","3,703",1.31%,NÃO
SP,3507803,Brodowski-SP,"23,780","24,092",1.31%,NÃO
SP,3510302,Capela do Alto-SP,"19,747","20,005",1.31%,NÃO
SP,3552403,Sumaré-SP,"269,522","273,007",1.29%,NÃO
SP,3525102,Jardinópolis-SP,"42,358","42,904",1.29%,NÃO
SP,3541653,Quadra-SP,"3,634","3,680",1.27%,NÃO
SP,3545159,Saltinho-SP,"7,919","8,019",1.26%,NÃO
SP,3501707,Américo Brasiliense-SP,"38,701","39,189",1.26%,NÃO
SP,3533403,Nova Odessa-SP,"57,504","58,227",1.26%,NÃO
SP,3516408,Franco da Rocha-SP,"147,650","149,502",1.25%,NÃO
SP,3556305,Valparaíso-SP,"25,316","25,632",1.25%,NÃO
SP,3509007,Caieiras-SP,"97,016","98,223",1.24%,NÃO
SP,3535002,Palestina-SP,"12,388","12,542",1.24%,NÃO
SP,3509957,Canas-SP,"4,914","4,975",1.24%,NÃO
SP,3539608,Planalto-SP,"5,005","5,067",1.24%,NÃO
SP,3514924,Elisiário-SP,"3,494","3,537",1.23%,NÃO
SP,3519105,Iacanga-SP,"11,206","11,343",1.22%,NÃO
SP,3522109,Itanhaém-SP,"97,439","98,629",1.22%,NÃO
SP,3523602,Itirapina-SP,"17,377","17,589",1.22%,NÃO
SP,3552551,Suzanápolis-SP,"3,790","3,836",1.21%,NÃO
SP,3511003,Castilho-SP,"20,120","20,362",1.20%,NÃO
SP,3511607,Cesário Lange-SP,"17,378","17,587",1.20%,NÃO
SP,3509106,Caiuá-SP,"5,628","5,695",1.19%,NÃO
