id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte
id4648,Jornal,JN RODONEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4649,Jornal,ITAQUERA EM NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4650,Jornal,SAO PAULO ZONA SUL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4651,Jornal,MONITOR MERCANTIL SP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4652,Jornal,GAZETA DE SÃO MATEUS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4653,Jornal,ZONA LESTE EM NOTÍCIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4654,Jornal,PRIMEIRA CHAMADA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4655,Jornal,JARDINS ITAIM BIBI AUGUSTA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4656,Jornal,DCI,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4657,Jornal,DIARIO DE NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4658,Jornal,JORNAL DO MOMENTO NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4659,Jornal,JORNAL DO BUTANTA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4660,Jornal,PROPMARK,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4661,Jornal,A CIDADE DE SÃO PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4876,Online,AGÊNCIA MURAL DE JORNALISMO DAS PERIFERIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4882,Online,ANBA - AGÊNCIA DE NOTÍCIAS BRASIL-ÁRABE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4898,Online,BRASIL DE FATO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4908,Online,CENTRAL LESTE NOTÍCIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4911,Online,CONEXÃO PLANETA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4916,Online,DESENROLA E NÃO ME ENROLA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4931,Online,DIRETO DA CIÊNCIA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4937,Online,ENVOLVERDE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4938,Online,ESPORTIVIDADE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4944,Online,FAUNA NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4994,Jornal,JORNAL DOS CONCURSOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4997,Jornal,JORNAL ESPAÇO DO POVO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4999,Online,JORNAL GGN,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5021,Online,JORNALISTAS QUE CORREM,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5032,Online,MIGRAMUNDO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5035,Online,NBS PLUS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5036,Online,NEXO JORNAL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5070,Online,PERIFERIA EM MOVIMENTO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5078,Online,PORTAL DIÁRIOZONANORTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5085,Online,PORTAL SETOR3,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5089,Online,PORVIR,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5109,Online,REPÓRTER BRASIL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5115,Online,REVISTA OPERA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5131,Online,TRAMP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5151,Online,A VIDA NO CENTRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id5771,Jornal,JORNAL DO SINESP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR
id5774,Jornal,PORTAL E REVISTA EASYCOOP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR
id5818,Jornal,DCI – DIÁRIO COMÉRCIO INDÚSTRIA & SERVIÇOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id5820,Jornal,FOLHA DE S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id5829,Jornal,GAZETA S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id5835,Jornal,O ESTADO DE S.PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id5836,Jornal,O REGIONAL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id5838,Jornal,VALOR ECONÔMICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,ANJ
id4995,Jornal,JORNAL E REVISTA NOSSO BAIRRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id4662,Jornal,A TRIBUNA DE SAO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4663,Jornal,FOLHA DE SAO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5612,Jornal,TRIBUNA DE SÃO PEDRO,SÃO PEDRO,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id2216,Jornal,FREE NEWS,SÃO PEDRO DA ALDEIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2217,Jornal,O MENSAGEIRO DOS LAGOS,SÃO PEDRO DA ALDEIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2705,Jornal,GAZETA REGIONAL,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2706,Jornal,CIDADAO,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2707,Jornal,REGIONAL AGUAS DA SERRA,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5323,Jornal,CIDADÃO,SÃO PEDRO DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id4664,Jornal,JORNAL DA ECONOMIA,SÃO ROQUE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5613,Jornal,JORNAL ECONOMIA,SÃO ROQUE,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id4665,Jornal,IMPRENSA LIVRE,SÃO SEBASTIÃO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4666,Jornal,EXPRESSAO CAIÇARA,SÃO SEBASTIÃO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5324,Jornal,PANORAMA CAIENSE,SÃO SEBASTIÃO DO CAÍ,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5325,Jornal,FATO NOVO,SÃO SEBASTIÃO DO CAÍ,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1109,Jornal,JORNAL DO SUDOESTE,SÃO SEBASTIÃO DO PARAÍSO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id2709,Jornal,A PALAVRA (EX - O GUIA),SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5326,Jornal,O GUIA,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5327,Jornal,A FONTE,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5328,Jornal,A PALAVRA,SÃO SEPÉ,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id679,Jornal,O CANAL REGIONAL,SÃO SIMÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id680,Jornal,SAIBA MAIS,SÃO SIMÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id5329,Jornal,FOLHA DE SÃO VICENTE,SÃO VICENTE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id4667,Jornal,JORNAL VICENTINO,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4668,Jornal,CONTINENTAL NEWS,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5614,Jornal,O VICENTINO,SÃO VICENTE,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id1380,Jornal,DIARIO REGIONAL MT (EX DIARIO DE SAPEZAL),SAPEZAL,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id2712,Jornal,REPERCUSSÃO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2713,Jornal,A OPINIAO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2714,Jornal,JORNAL JS,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5016,Jornal,JORNAL REPERCUSSÃO,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Atlas da Notícia
id5330,Jornal,JORNAL DE SAPIRANGA,SAPIRANGA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id2218,Jornal,JAMAPARA EM FOCO,SAPUCAIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2219,Jornal,FOLHA POPULAR,SAPUCAIA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2715,Jornal,CORREIO SAPUCAIENSE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2716,Jornal,LIDER DO VALE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2717,Jornal,DESTAQUE,SAPUCAIA DO SUL,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2220,Jornal,IMPRENSA LIVRE,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2221,Jornal,POIESIS,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2222,Jornal,O SAQUÁ,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2223,Jornal,LITORAL DE SAQUAREMA,SAQUAREMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2718,Jornal,A REGIAO,SARANDI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5331,Jornal,A REGIÃO,SARANDI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5522,Jornal,FOLHA MARIALVENSE,SARANDI,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr
id5498,Jornal,A FONTE,SAUDADES,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id3162,Jornal,SCHROEDER,SCHROEDER,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2869,Online,GAZETA OESTE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2870,Online,FOLHA SETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3163,Jornal,FOLHA SETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3164,Jornal,GAZETA OESTE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5499,Jornal,FOLHASETE,SEARA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id554,Online,DIÁRIO DO ESTADO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id681,Jornal,GAZETA DO ENTORNO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id682,Jornal,PRIMEIRA EDIÇAO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id683,Jornal,O ESTADO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id684,Jornal,CORREIO METROPOLITANO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id685,Jornal,IMPACTO,SENADOR CANEDO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id5332,Jornal,O SERAFINENSE,SERAFINA CORRÊA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id2224,Jornal,O TRIBUNO DO POVO,SEROPÉDICA,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id2225,Jornal,FOCO POPULAR,SEROPÉDICA,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id423,Online,PORTAL CORREIO CAPIXABA,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id486,Jornal,TEMPO NOVO,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id487,Jornal,ACONTECE,SERRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id5615,Jornal,O SERRANO,SERRA NEGRA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id1490,Jornal,JORNAL DO SERTAO,SERRA TALHADA,n/d,PE,Pernambuco,Nordeste,Brasil,Secom/PR
id1788,Jornal,JORNAL DA CIDADE,SERTANÓPOLIS,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id1110,Jornal,JORNAL NOTICIA DE SETE LAGOAS,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1111,Jornal,DOMINGO EM CASA,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1112,Jornal,HOJE CIDADE,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1113,Jornal,TRIBUNA,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1114,Jornal,GERAIS JORNAL,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1116,Jornal,COOPERANDO,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1117,Jornal,SETE DIAS,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id5652,Jornal,JORNAL DIÁRIO BOCA DO POVO,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Central de Diários
id799,Online,SETE LAGOAS,SETE LAGOAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id4670,Jornal,NOSSA TERRA,SEVERÍNIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1273,Jornal,PLANTAO MS,SIDROLÂNDIA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR
id2226,Jornal,CORREIO DA BR,SILVA JARDIM,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR
id686,Jornal,JORNAL A VOZ,SILVÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR
id1118,Jornal,GAZETA DE SIMONESIA,SIMONÉSIA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id5333,Jornal,TRIBUNA POPULAR,SINIMBU,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id1312,Online,BOM DIA MT,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1313,Online,SO NOTICIAS,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1381,Jornal,CAPITAL,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1382,Jornal,DIARIO REGIONAL,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1383,Jornal,O CELEIRO DO NORTE,SINOP,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1789,Jornal,O CORREIO DO NORTE,SIQUEIRA CAMPOS,n/d,PR,Paraná,Sul,Brasil,Secom/PR
id5334,Jornal,GAZETA DA SERRA,SOBRADINHO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id223,Jornal,CORREIO DA SEMANA,SOBRAL,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR
id3939,Online,ECOVIAGEM,SOCORRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4671,Jornal,O MUNICIPIO DE SOCORRO,SOCORRO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id2452,Online,CLIC SOLEDADE,SOLEDADE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5335,Jornal,FOLHA DE SOLEDADE,SOLEDADE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5336,Jornal,INFORMATIVO REGIONAL,SOLEDADE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id2871,Online,CORREIO DO SUL,SOMBRIO,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2872,Online,JORNAL AMORIM,SOMBRIO,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3165,Jornal,CORREIO DO SUL,SOMBRIO,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3166,Jornal,AMORIM,SOMBRIO,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5500,Jornal,JORNAL AMORIM,SOMBRIO,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc
id488,Jornal,NORTE CAPIXABA,SOORETAMA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR
id3940,Online,CRUZEIRO DO SUL,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3941,Online,BOM DIA SOROCABA,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3942,Online,HORSE BRASIL CHANNEL,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4672,Jornal,DIARIO DE SOROCABA,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4673,Jornal,DIARIO DO INTERIOR,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4674,Jornal,IPANEMA,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4675,Jornal,CRUZEIRO DO SUL,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4676,Jornal,BOM DIA SOROCABA / ITÚ,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4677,Jornal,J.B.A SOROCABA,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5760,Jornal,DIÁRIO DE SOROCABA,SOROCABA,n/d,SP,São Paulo,Sudeste,Brasil,GPI/PROJOR
id1384,Jornal,TERRA,SORRISO,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1385,Jornal,CORREIO DO DIA,SORRISO,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1386,Jornal,FOLHA DO CERRADO,SORRISO,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id4678,Jornal,TRIBUNA LIBERAL,SUMARÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3943,Online,DIARIO DO ALTO TIETE,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3944,Online,PORTAL ALTO TIETÊ,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3945,Online,DIARIO DE SUZANO,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4679,Jornal,OI DIÁRIO,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4680,Jornal,DIARIO DE SUZANO,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4681,Jornal,GAZETA DO POPULAR,SUZANO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3946,Online,O TABOANENSE,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3947,Online,MUNDO DAS TRIBOS,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id3948,Online,JORNAL NA NET,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4682,Jornal,UM NOVO JORNAL,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4683,Jornal,OS MUNICIPIOS,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4684,Jornal,SP REPORTER,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4685,Jornal,ATUAL,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4686,Jornal,O CIDADÃO,TABOÃO DA SERRA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR
id1403,Online,PORTAL TAILÂNDIA,TAILÂNDIA,n/d,PA,Pará,Norte,Brasil,Secom/PR
id2873,Online,JORNAL VALE OESTE,TAIÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id2874,Online,O BARRIGA VERDE,TAIÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3167,Jornal,JORNAL VALE OESTE,TAIÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id3168,Jornal,O BARRIGA VERDE,TAIÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR
id5005,Jornal,JORNAL O BARRIGA VERDE,TAIÓ,n/d,SC,Santa Catarina,Sul,Brasil,Atlas da Notícia
id1119,Jornal,FOLHA REGIONAL,TAIOBEIRAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id1120,Jornal,TAIOBEIRAS INFORMA,TAIOBEIRAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR
id4687,Jornal,FOLHA DE TAMBAU,TAMBAÚ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4895,Online,BLOG RENAN CONTRERA,TANABI,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia
id1314,Online,O JORNAL,TANGARÁ DA SERRA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1387,Jornal,O JORNAL (EX TGA),TANGARÁ DA SERRA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1388,Jornal,JORNAL TANGARÁ,TANGARÁ DA SERRA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1389,Jornal,DIARIO DA SERRA,TANGARÁ DA SERRA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id1390,Jornal,TRIBUNA DE TANGARA,TANGARÁ DA SERRA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR
id2721,Jornal,ANOTA (TAPEJARA),TAPEJARA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id2722,Jornal,JORNAL NOVO TEMPO,TAPEJARA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR
id5338,Jornal,NOVO TEMPO,TAPEJARA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5339,Jornal,INTEGRAÇÃO DAS CIDADES,TAPERA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5340,Jornal,ARMAZEM DE NOTICIAS,TAPES,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id170,Jornal,GAZETA DA CHAPADA,TAPIRAMUTÁ,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR
id5013,Jornal,JORNAL PANORAMA,TAQUARA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Atlas da Notícia
id5341,Jornal,PANORAMA,TAQUARA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5342,Jornal,O AÇORIANO,TAQUARI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5343,Jornal,O FATO NOVO,TAQUARI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id5344,Jornal,O TAQUARYENSE,TAQUARI,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs
id4688,Jornal,DIARIO CIDADE,TAQUARITINGA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4689,Jornal,INTEGRAÇAO,TATUÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4690,Jornal,O PROGRESSO DE TATUI,TATUÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id5617,Jornal,INTEGRAÇÃO,TATUÍ,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id5618,Jornal,O PROGRESSO,TATUÍ,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP
id3949,Online,BOM DIA TAUBATE,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4691,Jornal,VOZ DO VALE E REGIAO,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4692,Jornal,GAZETA DE TAUBATE,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4693,Jornal,JORNAL DA CIDADE,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4694,Jornal,MATERIA PRIMA,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4695,Jornal,JORNAL CONTATO,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
id4696,Jornal,DIARIO DE TAUBATE,TAUBATÉ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR
