cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
PIÚMA,Jornal,320420,2,n/d,ES,Espírito Santo,Sudeste,Brasil,18011,629.9,0.541,0.727,0.643,0.852,0.702
SERRA,Jornal,320500,2,n/d,ES,Espírito Santo,Sudeste,Brasil,407614,705.89,0.614,0.739,0.664,0.844,0.72
BARRA DO PIRAÍ,Jornal,330030,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,94474,719.16,0.606,0.733,0.665,0.819,0.723
CACHOEIRAS DE MACACU,Jornal,330080,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,54233,604.45,0.515,0.7,0.603,0.817,0.695
CARMO,Jornal,330120,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17172,559.66,0.5,0.696,0.608,0.813,0.683
IGUABA GRANDE,Jornal,330187,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22831,818.01,0.66,0.761,0.704,0.841,0.744
ITABORAÍ,Jornal,330190,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,217364,584.35,0.528,0.693,0.593,0.813,0.69
MIRACEMA,Jornal,330300,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26684,608.62,0.569,0.713,0.646,0.805,0.696
PATY DO ALFERES,Jornal,330385,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,26248,562.52,0.389,0.671,0.549,0.806,0.683
PORTO REAL,Jornal,330411,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,16563,577.07,0.53,0.713,0.645,0.817,0.688
QUEIMADOS,Jornal,330414,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,137712,484.4,0.536,0.68,0.589,0.81,0.659
SÃO FIDÉLIS,Jornal,330480,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,37429,567.23,0.488,0.691,0.611,0.787,0.685
SÃO PEDRO DA ALDEIA,Jornal,330520,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,87646,710.04,0.578,0.712,0.626,0.801,0.721
SAPUCAIA,Jornal,330540,2,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,17497,558.94,0.432,0.675,0.561,0.804,0.682
SEROPÉDICA,Jornal,330555,2,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,77485,604.82,0.572,0.713,0.648,0.805,0.695
ALUMÍNIO,Jornal,350115,2,n/d,SP,São Paulo,Sudeste,Brasil,16753,747.27,0.639,0.766,0.732,0.841,0.729
AMERICANA,Jornal,350160,2,n/d,SP,São Paulo,Sudeste,Brasil,209811,1161.68,0.651,0.811,0.76,0.876,0.8
AMPARO,Jornal,350190,2,n/d,SP,São Paulo,Sudeste,Brasil,65521,1027.6,0.592,0.785,0.711,0.871,0.78
ARUJÁ,Jornal,350390,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,74649,910.67,0.624,0.784,0.73,0.866,0.761
BAURU,Jornal,350600,2,n/d,SP,São Paulo,Sudeste,Brasil,339422,1163.86,0.672,0.801,0.752,0.854,0.8
BOITUVA,Jornal,350700,2,n/d,SP,São Paulo,Sudeste,Brasil,48145,889.51,0.587,0.78,0.728,0.861,0.757
BRODOWSKI,Jornal,350780,2,n/d,SP,São Paulo,Sudeste,Brasil,21023,787.91,0.529,0.755,0.675,0.864,0.738
BROTAS,Jornal,350790,2,n/d,SP,São Paulo,Sudeste,Brasil,21515,722.76,0.509,0.74,0.688,0.815,0.724
BURITAMA,Jornal,350810,2,n/d,SP,São Paulo,Sudeste,Brasil,15350,779.78,0.537,0.763,0.72,0.839,0.736
CABREÚVA,Jornal,350840,2,n/d,SP,São Paulo,Sudeste,Brasil,41489,694.03,0.535,0.738,0.678,0.828,0.717
CACONDE,Jornal,350870,2,n/d,SP,São Paulo,Sudeste,Brasil,18434,627.0,0.438,0.72,0.62,0.858,0.701
CAFELÂNDIA,Jornal,350880,2,n/d,SP,São Paulo,Sudeste,Brasil,16509,680.71,0.499,0.742,0.661,0.867,0.714
CAJURU,Jornal,350940,2,n/d,SP,São Paulo,Sudeste,Brasil,23277,597.11,0.482,0.713,0.633,0.825,0.693
CAPÃO BONITO,Jornal,351020,2,n/d,SP,São Paulo,Sudeste,Brasil,46014,534.75,0.477,0.721,0.671,0.826,0.675
CARAGUATATUBA,Jornal,351050,2,n/d,SP,São Paulo,Sudeste,Brasil,99908,773.99,0.609,0.759,0.705,0.845,0.735
CATANDUVA,Jornal,351110,2,n/d,SP,São Paulo,Sudeste,Brasil,112210,945.05,0.611,0.785,0.74,0.853,0.767
CERQUEIRA CÉSAR,Jornal,351140,2,n/d,SP,São Paulo,Sudeste,Brasil,17288,665.36,0.518,0.729,0.666,0.821,0.71
COLINA,Jornal,351200,2,n/d,SP,São Paulo,Sudeste,Brasil,17279,706.69,0.545,0.757,0.712,0.845,0.72
DESCALVADO,Jornal,351370,2,n/d,SP,São Paulo,Sudeste,Brasil,30629,798.74,0.55,0.76,0.687,0.865,0.74
DOIS CÓRREGOS,Jornal,351410,2,n/d,SP,São Paulo,Sudeste,Brasil,24650,727.28,0.478,0.725,0.616,0.853,0.725
DRACENA,Jornal,351440,2,n/d,SP,São Paulo,Sudeste,Brasil,41992,862.86,0.58,0.776,0.737,0.842,0.752
FARTURA,Jornal,351540,2,n/d,SP,São Paulo,Sudeste,Brasil,15194,618.77,0.513,0.732,0.648,0.867,0.699
FERRAZ DE VASCONCELOS,Jornal,351570,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,168022,587.83,0.585,0.738,0.703,0.828,0.691
FRANCISCO MORATO,Jornal,351630,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,154059,483.98,0.508,0.703,0.647,0.815,0.659
FRANCO DA ROCHA,Jornal,351640,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,123427,632.42,0.527,0.731,0.654,0.852,0.702
GARÇA,Jornal,351670,2,n/d,SP,São Paulo,Sudeste,Brasil,42771,786.83,0.559,0.769,0.728,0.849,0.737
GUARARAPES,Jornal,351820,2,n/d,SP,São Paulo,Sudeste,Brasil,30494,739.89,0.548,0.763,0.726,0.84,0.727
IGARAÇU DO TIETÊ,Jornal,352000,2,n/d,SP,São Paulo,Sudeste,Brasil,23255,590.77,0.461,0.727,0.664,0.838,0.691
ILHA SOLTEIRA,Jornal,352044,2,n/d,SP,São Paulo,Sudeste,Brasil,24998,1063.04,0.669,0.812,0.782,0.871,0.786
IRACEMÁPOLIS,Jornal,352140,2,n/d,SP,São Paulo,Sudeste,Brasil,19969,808.74,0.603,0.776,0.729,0.863,0.742
ITIRAPINA,Jornal,352360,2,n/d,SP,São Paulo,Sudeste,Brasil,12742,772.14,0.496,0.724,0.636,0.813,0.734
ITUPEVA,Jornal,352400,2,n/d,SP,São Paulo,Sudeste,Brasil,44744,848.65,0.593,0.762,0.699,0.844,0.75
JAGUARIÚNA,Jornal,352470,2,n/d,SP,São Paulo,Sudeste,Brasil,44108,1038.61,0.635,0.784,0.715,0.862,0.782
LARANJAL PAULISTA,Jornal,352640,2,n/d,SP,São Paulo,Sudeste,Brasil,25243,760.58,0.527,0.729,0.639,0.829,0.732
LEME,Jornal,352670,2,n/d,SP,São Paulo,Sudeste,Brasil,91255,746.15,0.511,0.744,0.665,0.851,0.729
LINS,Jornal,352710,2,n/d,SP,São Paulo,Sudeste,Brasil,70592,919.53,0.657,0.786,0.733,0.869,0.762
LORENA,Jornal,352720,2,n/d,SP,São Paulo,Sudeste,Brasil,82126,781.28,0.672,0.766,0.713,0.856,0.736
MAIRIPORÃ,Jornal,352850,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,80353,944.03,0.625,0.788,0.723,0.881,0.767
MATÃO,Jornal,352930,2,n/d,SP,São Paulo,Sudeste,Brasil,76679,940.44,0.57,0.773,0.713,0.847,0.766
MOCOCA,Jornal,353050,2,n/d,SP,São Paulo,Sudeste,Brasil,65734,881.99,0.584,0.762,0.709,0.827,0.756
MONTE AZUL PAULISTA,Jornal,353150,2,n/d,SP,São Paulo,Sudeste,Brasil,18862,765.11,0.502,0.753,0.69,0.843,0.733
MORRO AGUDO,Jornal,353190,2,n/d,SP,São Paulo,Sudeste,Brasil,29050,687.37,0.449,0.712,0.604,0.836,0.716
NOVO HORIZONTE,Jornal,353350,2,n/d,SP,São Paulo,Sudeste,Brasil,36479,806.75,0.519,0.753,0.665,0.865,0.741
OLÍMPIA,Jornal,353390,2,n/d,SP,São Paulo,Sudeste,Brasil,49865,783.14,0.573,0.773,0.724,0.867,0.737
OSVALDO CRUZ,Jornal,353460,2,n/d,SP,São Paulo,Sudeste,Brasil,29646,797.55,0.581,0.762,0.713,0.837,0.74
PARANAPANEMA,Jornal,353580,2,n/d,SP,São Paulo,Sudeste,Brasil,17712,613.31,0.459,0.717,0.631,0.839,0.697
PAULÍNIA,Jornal,353650,2,n/d,SP,São Paulo,Sudeste,Brasil,82005,1160.79,0.68,0.795,0.727,0.864,0.8
PEDERNEIRAS,Jornal,353670,2,n/d,SP,São Paulo,Sudeste,Brasil,41334,788.42,0.531,0.739,0.673,0.812,0.738
PEREIRA BARRETO,Jornal,353740,2,n/d,SP,São Paulo,Sudeste,Brasil,24618,743.94,0.57,0.766,0.732,0.845,0.728
PIEDADE,Jornal,353780,2,n/d,SP,São Paulo,Sudeste,Brasil,51436,601.32,0.448,0.716,0.624,0.848,0.694
PIRACAIA,Jornal,353860,2,n/d,SP,São Paulo,Sudeste,Brasil,25013,893.05,0.485,0.739,0.625,0.851,0.758
PIRAJU,Jornal,353880,2,n/d,SP,São Paulo,Sudeste,Brasil,28356,801.23,0.558,0.758,0.699,0.843,0.74
PIRAJUÍ,Jornal,353890,2,n/d,SP,São Paulo,Sudeste,Brasil,19560,770.38,0.507,0.749,0.672,0.853,0.734
PIRASSUNUNGA,Jornal,353930,2,n/d,SP,São Paulo,Sudeste,Brasil,69832,1086.22,0.651,0.801,0.736,0.884,0.789
PRADÓPOLIS,Jornal,354090,2,n/d,SP,São Paulo,Sudeste,Brasil,17316,788.76,0.508,0.733,0.65,0.822,0.738
PRESIDENTE VENCESLAU,Jornal,354150,2,n/d,SP,São Paulo,Sudeste,Brasil,36387,846.18,0.565,0.763,0.708,0.837,0.749
PROMISSÃO,Jornal,354160,2,n/d,SP,São Paulo,Sudeste,Brasil,35331,726.0,0.527,0.743,0.666,0.85,0.724
RANCHARIA,Jornal,354220,2,n/d,SP,São Paulo,Sudeste,Brasil,28705,707.37,0.524,0.751,0.683,0.861,0.72
SANTA GERTRUDES,Jornal,354670,2,n/d,SP,São Paulo,Sudeste,Brasil,21561,718.03,0.534,0.737,0.654,0.847,0.723
SANTA ISABEL,Jornal,354680,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,50137,623.11,0.537,0.738,0.689,0.834,0.7
SANTO ANASTÁCIO,Jornal,354770,2,n/d,SP,São Paulo,Sudeste,Brasil,20413,726.34,0.533,0.753,0.689,0.854,0.725
SÃO JOAQUIM DA BARRA,Jornal,354940,2,n/d,SP,São Paulo,Sudeste,Brasil,46359,799.93,0.595,0.762,0.706,0.847,0.74
SÃO JOSÉ DO RIO PARDO,Jornal,354970,2,n/d,SP,São Paulo,Sudeste,Brasil,51528,818.61,0.563,0.774,0.717,0.868,0.744
SÃO MANUEL,Jornal,355010,2,n/d,SP,São Paulo,Sudeste,Brasil,38157,773.82,0.548,0.744,0.695,0.805,0.735
SÃO ROQUE,Jornal,355060,2,n/d,SP,São Paulo,Sudeste,Brasil,78372,932.62,0.599,0.768,0.687,0.863,0.765
SÃO SEBASTIÃO,Jornal,355070,2,n/d,SP,São Paulo,Sudeste,Brasil,73583,837.48,0.591,0.772,0.703,0.875,0.747
TIETÊ,Jornal,355450,2,n/d,SP,São Paulo,Sudeste,Brasil,36638,927.25,0.563,0.778,0.698,0.884,0.764
VÁRZEA PAULISTA,Jornal,355650,2,n/d,SP,São Paulo,Sudeste,Brasil,106832,706.02,0.572,0.759,0.705,0.863,0.72
VOTUPORANGA,Jornal,355710,2,n/d,SP,São Paulo,Sudeste,Brasil,84511,977.39,0.613,0.79,0.744,0.857,0.772
ANDIRÁ,Jornal,410110,2,n/d,PR,Paraná,Sul,Brasil,20573,587.51,0.486,0.725,0.66,0.838,0.69
ARAPONGAS,Jornal,410150,2,n/d,PR,Paraná,Sul,Brasil,103954,855.02,0.567,0.748,0.669,0.834,0.751
ARAUCÁRIA,Jornal,410180,2,RM Curitiba,PR,Paraná,Sul,Brasil,119047,814.39,0.569,0.74,0.639,0.852,0.743
ASSIS CHATEAUBRIAND,Jornal,410200,2,n/d,PR,Paraná,Sul,Brasil,32901,676.1,0.467,0.729,0.633,0.857,0.713
BANDEIRANTES,Jornal,410240,2,n/d,PR,Paraná,Sul,Brasil,32016,679.72,0.514,0.727,0.658,0.819,0.714
CAMBÉ,Jornal,410370,2,n/d,PR,Paraná,Sul,Brasil,96541,723.34,0.538,0.734,0.651,0.84,0.724
CAMPINA GRANDE DO SUL,Jornal,410400,2,RM Curitiba,PR,Paraná,Sul,Brasil,38621,671.29,0.528,0.718,0.605,0.86,0.712
CASTRO,Jornal,410490,2,n/d,PR,Paraná,Sul,Brasil,66639,639.54,0.466,0.703,0.6,0.823,0.704
COLOMBO,Jornal,410580,2,RM Curitiba,PR,Paraná,Sul,Brasil,212419,682.85,0.526,0.733,0.632,0.87,0.715
CRUZEIRO DO OESTE,Jornal,410660,2,n/d,PR,Paraná,Sul,Brasil,20305,617.44,0.461,0.717,0.64,0.825,0.698
GOIOERÊ,Jornal,410860,2,n/d,PR,Paraná,Sul,Brasil,28869,707.58,0.49,0.731,0.639,0.85,0.72
GUARATUBA,Jornal,410960,2,n/d,PR,Paraná,Sul,Brasil,31809,782.92,0.517,0.717,0.604,0.828,0.737
IRATI,Jornal,411070,2,n/d,PR,Paraná,Sul,Brasil,55969,685.81,0.476,0.726,0.64,0.835,0.715
JACAREZINHO,Jornal,411180,2,n/d,PR,Paraná,Sul,Brasil,38787,770.55,0.576,0.743,0.663,0.844,0.734
JANDAIA DO SUL,Jornal,411210,2,n/d,PR,Paraná,Sul,Brasil,20153,803.28,0.544,0.747,0.703,0.801,0.741
LOANDA,Jornal,411350,2,n/d,PR,Paraná,Sul,Brasil,21023,725.67,0.499,0.725,0.645,0.815,0.724
MORRETES,Jornal,411620,2,n/d,PR,Paraná,Sul,Brasil,15642,665.51,0.462,0.686,0.544,0.837,0.71
NOVA ESPERANÇA,Jornal,411690,2,n/d,PR,Paraná,Sul,Brasil,26513,719.26,0.488,0.722,0.628,0.829,0.723
REALEZA,Jornal,412140,2,n/d,PR,Paraná,Sul,Brasil,16245,704.94,0.449,0.722,0.63,0.83,0.72
SANTA HELENA,Jornal,412350,2,n/d,PR,Paraná,Sul,Brasil,23338,791.53,0.496,0.744,0.678,0.823,0.738
SANTA TEREZINHA DE ITAIPU,Jornal,412405,2,n/d,PR,Paraná,Sul,Brasil,20714,688.34,0.527,0.738,0.689,0.814,0.716
TOLEDO,Jornal,412770,2,n/d,PR,Paraná,Sul,Brasil,118908,876.72,0.586,0.768,0.702,0.855,0.755
WENCESLAU BRAZ,Jornal,412850,2,n/d,PR,Paraná,Sul,Brasil,19117,594.42,0.436,0.687,0.594,0.79,0.692
ABELARDO LUZ,Jornal,420010,2,n/d,SC,Santa Catarina,Sul,Brasil,17016,562.88,0.404,0.696,0.578,0.852,0.684
APIÚNA,Jornal,420125,2,n/d,SC,Santa Catarina,Sul,Brasil,9564,776.69,0.378,0.708,0.584,0.827,0.735
COCAL DO SUL,Jornal,420425,2,n/d,SC,Santa Catarina,Sul,Brasil,15155,833.24,0.606,0.78,0.74,0.859,0.747
DIONÍSIO CERQUEIRA,Jornal,420500,2,n/d,SC,Santa Catarina,Sul,Brasil,14753,636.41,0.41,0.706,0.61,0.82,0.703
FORQUILHINHA,Jornal,420545,2,n/d,SC,Santa Catarina,Sul,Brasil,22503,870.85,0.503,0.753,0.657,0.861,0.754
GASPAR,Jornal,420590,2,n/d,SC,Santa Catarina,Sul,Brasil,57615,964.36,0.558,0.765,0.655,0.889,0.77
GUABIRUBA,Jornal,420630,2,n/d,SC,Santa Catarina,Sul,Brasil,18414,851.75,0.476,0.754,0.653,0.876,0.75
ITAIÓPOLIS,Jornal,420810,2,n/d,SC,Santa Catarina,Sul,Brasil,20280,625.36,0.423,0.708,0.606,0.836,0.7
ITAPIRANGA,Jornal,420840,2,n/d,SC,Santa Catarina,Sul,Brasil,15363,942.44,0.556,0.775,0.723,0.842,0.766
ORLEANS,Jornal,421170,2,n/d,SC,Santa Catarina,Sul,Brasil,21373,844.35,0.49,0.755,0.657,0.873,0.749
BALNEÁRIO PIÇARRAS,Jornal,421280,2,n/d,SC,Santa Catarina,Sul,Brasil,17029,826.13,0.562,0.756,0.668,0.869,0.745
PINHALZINHO,Jornal,421290,2,n/d,SC,Santa Catarina,Sul,Brasil,16222,893.85,0.552,0.783,0.716,0.886,0.758
PIRATUBA,Jornal,421310,2,n/d,SC,Santa Catarina,Sul,Brasil,4773,779.57,0.485,0.758,0.714,0.829,0.736
RIO DO CAMPO,Jornal,421450,2,n/d,SC,Santa Catarina,Sul,Brasil,6186,803.46,0.441,0.729,0.65,0.803,0.741
RIO NEGRINHO,Jornal,421500,2,n/d,SC,Santa Catarina,Sul,Brasil,39723,664.58,0.537,0.738,0.668,0.848,0.71
RODEIO,Jornal,421510,2,n/d,SC,Santa Catarina,Sul,Brasil,10871,958.15,0.447,0.754,0.626,0.889,0.769
SANTO AMARO DA IMPERATRIZ,Jornal,421570,2,n/d,SC,Santa Catarina,Sul,Brasil,19714,867.13,0.591,0.781,0.71,0.89,0.753
SÃO JOÃO BATISTA,Jornal,421630,2,n/d,SC,Santa Catarina,Sul,Brasil,26060,794.12,0.521,0.74,0.634,0.865,0.739
SÃO LOURENÇO DO OESTE,Jornal,421690,2,n/d,SC,Santa Catarina,Sul,Brasil,21668,841.27,0.527,0.749,0.695,0.807,0.748
SÃO LUDGERO,Jornal,421700,2,n/d,SC,Santa Catarina,Sul,Brasil,10930,884.18,0.564,0.755,0.683,0.834,0.756
URUSSANGA,Jornal,421900,2,n/d,SC,Santa Catarina,Sul,Brasil,20196,883.42,0.532,0.772,0.695,0.876,0.756
AGUDO,Jornal,430010,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,16549,861.06,0.385,0.694,0.524,0.847,0.752
ARROIO DO MEIO,Jornal,430100,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,18644,850.06,0.51,0.769,0.706,0.86,0.75
BALNEÁRIO PINHAL,Jornal,430163,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,10824,662.85,0.464,0.696,0.567,0.836,0.71
CACEQUI,Jornal,430290,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,13594,550.88,0.487,0.7,0.626,0.807,0.68
CAMAQUÃ,Jornal,430350,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,62068,686.36,0.44,0.697,0.578,0.819,0.715
CARLOS BARBOSA,Jornal,430480,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,25016,1446.56,0.588,0.796,0.724,0.835,0.835
DOIS IRMÃOS,Jornal,430640,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,27406,921.37,0.571,0.743,0.633,0.848,0.763
DOM PEDRITO,Jornal,430660,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,38512,686.15,0.469,0.708,0.585,0.848,0.715
ELDORADO DO SUL,Jornal,430676,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,34100,692.0,0.581,0.717,0.609,0.844,0.717
ENCRUZILHADA DO SUL,Jornal,430690,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,24287,539.0,0.35,0.657,0.478,0.875,0.677
ESTEIO,Jornal,430770,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,80484,955.86,0.646,0.754,0.662,0.843,0.769
FARROUPILHA,Jornal,430790,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,63310,1045.05,0.601,0.777,0.696,0.861,0.783
FLORES DA CUNHA,Jornal,430820,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,27005,1062.06,0.519,0.754,0.642,0.849,0.786
GETÚLIO VARGAS,Jornal,430890,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15983,837.17,0.518,0.746,0.658,0.843,0.747
GUAPORÉ,Jornal,430940,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22658,1035.41,0.512,0.765,0.685,0.837,0.781
JAGUARÃO,Jornal,431100,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,27734,616.82,0.503,0.707,0.608,0.832,0.698
JÚLIO DE CASTILHOS,Jornal,431120,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,19352,765.91,0.477,0.716,0.602,0.833,0.733
MUÇUM,Jornal,431260,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,4777,887.43,0.455,0.746,0.654,0.84,0.757
NÃO-ME-TOQUE,Jornal,431265,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15826,1051.05,0.562,0.765,0.673,0.847,0.784
NOVA PRATA,Jornal,431330,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22636,1039.74,0.568,0.766,0.686,0.839,0.782
PALMARES DO SUL,Jornal,431365,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,10930,730.31,0.467,0.715,0.592,0.852,0.725
RIO PARDO,Jornal,431570,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,37177,633.1,0.47,0.693,0.56,0.846,0.702
SANTA CRUZ DO SUL,Jornal,431680,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,117169,1036.87,0.619,0.773,0.693,0.852,0.782
SANTA ROSA,Jornal,431720,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,68021,863.61,0.597,0.769,0.693,0.871,0.752
SANTA VITÓRIA DO PALMAR,Jornal,431730,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,30837,657.76,0.476,0.712,0.591,0.861,0.709
SÃO FRANCISCO DE PAULA,Jornal,431820,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,20170,628.15,0.411,0.685,0.534,0.86,0.701
SÃO SEBASTIÃO DO CAÍ,Jornal,431950,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,21820,772.04,0.53,0.739,0.646,0.852,0.734
SARANDI,Jornal,432010,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,21077,1000.86,0.559,0.777,0.705,0.858,0.776
SOLEDADE,Jornal,432080,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,29754,737.92,0.509,0.731,0.625,0.861,0.727
TAQUARA,Jornal,432120,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,54139,871.42,0.484,0.727,0.579,0.88,0.754
TRÊS DE MAIO,Jornal,432180,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,23498,881.15,0.532,0.759,0.694,0.834,0.756
VENÂNCIO AIRES,Jornal,432260,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,65458,779.48,0.464,0.712,0.6,0.818,0.736
VERA CRUZ,Jornal,432270,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,23914,790.95,0.472,0.737,0.643,0.842,0.738
VERANÓPOLIS,Jornal,432280,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22683,1141.67,0.556,0.773,0.692,0.838,0.797
APARECIDA DO TABOADO,Jornal,500100,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22216,692.79,0.447,0.697,0.588,0.804,0.717
AQUIDAUANA,Jornal,500110,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45168,585.62,0.469,0.688,0.562,0.84,0.69
BATAGUASSU,Jornal,500190,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19684,614.34,0.467,0.71,0.606,0.847,0.698
CHAPADÃO DO SUL,Jornal,500295,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19419,896.92,0.579,0.754,0.665,0.85,0.758
COSTA RICA,Jornal,500325,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19530,693.05,0.481,0.706,0.606,0.811,0.717
LADÁRIO,Jornal,500520,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19586,575.16,0.574,0.704,0.618,0.822,0.687
MIRANDA,Jornal,500560,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,25270,424.44,0.39,0.632,0.507,0.782,0.638
MUNDO NOVO,Jornal,500568,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,16947,652.56,0.433,0.686,0.565,0.808,0.707
NAVIRAÍ,Jornal,500570,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45939,683.86,0.473,0.7,0.597,0.803,0.715
PARANAÍBA,Jornal,500630,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,39864,738.58,0.464,0.721,0.627,0.823,0.727
PONTA PORÃ,Jornal,500660,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,77416,653.36,0.486,0.701,0.598,0.812,0.708
RIBAS DO RIO PARDO,Jornal,500710,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20451,552.58,0.39,0.664,0.519,0.83,0.681
RIO BRILHANTE,Jornal,500720,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,30201,705.6,0.474,0.715,0.59,0.861,0.72
RIO VERDE DE MATO GROSSO,Jornal,500740,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,18706,570.74,0.373,0.673,0.521,0.852,0.686
CHAPADA DOS GUIMARÃES,Jornal,510300,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17704,540.98,0.456,0.688,0.578,0.833,0.677
JACIARA,Jornal,510480,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,25453,742.81,0.511,0.735,0.655,0.833,0.728
LUCAS DO RIO VERDE,Jornal,510525,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,45306,938.65,0.624,0.768,0.71,0.833,0.766
NOVA OLÍMPIA,Jornal,510623,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17297,639.03,0.419,0.682,0.561,0.804,0.704
VÁRZEA GRANDE,Jornal,510840,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,251845,668.86,0.604,0.734,0.661,0.842,0.711
CERES,Jornal,520540,2,n/d,GO,Goiás,Centro-Oeste,Brasil,20620,865.23,0.585,0.775,0.733,0.842,0.753
GOIATUBA,Jornal,520910,2,n/d,GO,Goiás,Centro-Oeste,Brasil,32149,785.84,0.487,0.725,0.627,0.825,0.737
ITABERAÍ,Jornal,521040,2,n/d,GO,Goiás,Centro-Oeste,Brasil,35260,773.67,0.45,0.719,0.61,0.828,0.735
ITAPACI,Jornal,521090,2,n/d,GO,Goiás,Centro-Oeste,Brasil,18336,705.2,0.461,0.725,0.626,0.844,0.72
MINAÇU,Jornal,521308,2,n/d,GO,Goiás,Centro-Oeste,Brasil,30927,590.7,0.498,0.707,0.637,0.803,0.691
NERÓPOLIS,Jornal,521450,2,n/d,GO,Goiás,Centro-Oeste,Brasil,24095,555.47,0.548,0.721,0.671,0.82,0.681
NOVO GAMA,Jornal,521523,2,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,94781,498.44,0.502,0.684,0.567,0.851,0.664
SANTO ANTÔNIO DO DESCOBERTO,Jornal,521975,2,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,63019,449.39,0.464,0.665,0.556,0.818,0.647
