id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
id4884,Online,APARTAMENTO 702,NATAL,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,Atlas,8.33,14.87,75.08,14.35,7.02,2.92,10.5,0.61,23.97,15.74,950.34,797986.0,56441.0,0.659,0.694,0.835,0.768,0.763
id3096,Jornal,JORNAL NOS BAIRROS,NAVEGANTES,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
id3098,Jornal,JORNAL O NAVEGANTES,NAVEGANTES,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
id5453,Jornal,JORNAL DE NAVEGANTES,NAVEGANTES,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
id5454,Jornal,JORNAL DA CIDADE,NAVEGANTES,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
id5455,Jornal,JORNAL NOS BAIRROS DE NAVEGANTES,NAVEGANTES,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
id1255,Jornal,DIARIO DO INTERIOR,NAVIRAÍ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,10.12,9.67,73.15,21.2,5.65,2.29,6.88,0.47,10.89,7.65,683.86,45939.0,2621.0,0.473,0.597,0.803,0.715,0.7
id1256,Jornal,JK NEWS,NAVIRAÍ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,10.12,9.67,73.15,21.2,5.65,2.29,6.88,0.47,10.89,7.65,683.86,45939.0,2621.0,0.473,0.597,0.803,0.715,0.7
id4341,Jornal,FOLHA DE NAZARE,NAZARÉ PAULISTA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,11.22,4.24,74.08,16.2,9.83,2.59,9.79,0.45,9.64,6.92,554.18,16371.0,1613.0,0.4,0.559,0.818,0.681,0.678
id656,Jornal,A VOZ DE NEROPOLIS,NERÓPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,8.49,6.09,74.2,14.3,6.09,0.55,7.7,0.42,8.21,6.06,555.47,24095.0,1475.0,0.548,0.671,0.82,0.681,0.721
id657,Jornal,JORNAL DE NEROPOLIS,NERÓPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,8.49,6.09,74.2,14.3,6.09,0.55,7.7,0.42,8.21,6.06,555.47,24095.0,1475.0,0.548,0.671,0.82,0.681,0.721
id2092,Jornal,A VOZ DOS MUNICIPIOS FLUMINENSES,NILÓPOLIS,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.15,9.2,73.99,15.75,8.97,1.09,5.15,0.45,10.1,7.33,755.26,157151.0,14124.0,0.715,0.716,0.817,0.731,0.753
id658,Jornal,CORREIO DO POVO,NIQUELÂNDIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,12.4,5.65,73.34,15.5,6.59,4.77,11.25,0.53,14.89,9.96,659.49,41581.0,2791.0,0.518,0.64,0.806,0.709,0.715
id1828,Online,IDEAL 3 IDADE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id1829,Online,O FLUMINENSE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id1830,Online,JORNAL DE PLASTICOS ONLINE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id1831,Online,TN PETRÓLEO,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2093,Jornal,SANTA ROSA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2094,Jornal,JORNAL DE ICARAI,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2095,Jornal,O TERMINAL,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2096,Jornal,CORREIO SOCIAL,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2097,Jornal,OPÇAO JORNAL DE NITEROI,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2098,Jornal,JORNAL FONSECA BAIRROS,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2099,Jornal,CORREIO DE ICARAI,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2100,Jornal,FOLHA DE NITEROI,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2101,Jornal,CORREIO ESPÍRITA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2102,Jornal,JORNAL DA CIDADE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2103,Jornal,GAZETA NITEROIENSE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2104,Jornal,JORNAL DE NITEROI,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2105,Jornal,ATUAL NOTÍCIA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id2106,Jornal,O FLUMINENSE,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id5639,Jornal,A TRIBUNA,NITERÓI,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Central de Diários,2.27,33.68,76.23,12.91,12.17,0.8,3.34,0.59,22.94,16.23,2000.29,482950.0,59321.0,0.794,0.773,0.854,0.887,0.837
id1257,Jornal,O ALVORADA,NOVA ALVORADA DO SUL,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,9.38,7.08,73.52,20.5,3.7,3.84,7.44,0.58,18.66,11.66,830.08,16010.0,608.0,0.459,0.554,0.809,0.746,0.694
id1200,Online,DIARIO DE CAMPO GRANDE,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id1201,Online,METROPOLE NEWS,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id1258,Jornal,O MENSANGEIRO,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id1260,Jornal,D'OESTE,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id1261,Jornal,O PANTANAL,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id5659,Jornal,IMAGEM,NOVA ANDRADINA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Central de Diários,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
id5271,Jornal,JORNAL BOA NOVA,NOVA BOA VISTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.5,7.52,75.13,12.6,14.49,,1.08,0.4,7.6,5.58,928.49,1960.0,284.0,0.43,0.708,0.836,0.764,0.768
id5270,Jornal,JORNAL DE NOVA BRÉSCIA,NOVA BRÉSCIA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.73,6.18,75.81,11.7,14.42,0.7,3.58,0.58,19.02,11.68,1452.06,3179.0,459.0,0.419,0.666,0.847,0.836,0.778
id1758,Jornal,O REGIONAL,NOVA ESPERANÇA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,8.81,10.42,74.72,13.1,9.77,0.78,4.17,0.46,10.29,7.04,719.26,26513.0,2599.0,0.488,0.628,0.829,0.723,0.722
id5003,Jornal,JORNAL NOROESTE,NOVA ESPERANÇA,n/d,PR,Paraná,Sul,Brasil,Atlas,8.81,10.42,74.72,13.1,9.77,0.78,4.17,0.46,10.29,7.04,719.26,26513.0,2599.0,0.488,0.628,0.829,0.723,0.722
id1832,Online,A VOZ DA SERRA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,5.03,11.77,75.77,13.21,9.82,0.57,4.08,0.51,12.79,8.62,894.75,181153.0,17887.0,0.55,0.645,0.846,0.758,0.745
id2108,Jornal,NOVA IMPRENSA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,5.03,11.77,75.77,13.21,9.82,0.57,4.08,0.51,12.79,8.62,894.75,181153.0,17887.0,0.55,0.645,0.846,0.758,0.745
id2109,Jornal,A VOZ DA SERRA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,5.03,11.77,75.77,13.21,9.82,0.57,4.08,0.51,12.79,8.62,894.75,181153.0,17887.0,0.55,0.645,0.846,0.758,0.745
id4978,Jornal,JORNAL A VOZ DA SERRA,NOVA FRIBURGO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas,5.03,11.77,75.77,13.21,9.82,0.57,4.08,0.51,12.79,8.62,894.75,181153.0,17887.0,0.55,0.645,0.846,0.758,0.745
id551,Online,NOVA FM,NOVA GLÓRIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,15.17,4.2,73.94,14.7,12.05,3.87,14.49,0.47,11.12,7.73,476.52,8467.0,1025.0,0.374,0.589,0.816,0.657,0.681
id4342,Jornal,O GRANADEIRO REGIONAL,NOVA GRANADA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,6.9,7.3,74.05,16.2,9.72,1.16,4.14,0.44,9.32,6.6,737.29,19100.0,1865.0,0.508,0.68,0.818,0.727,0.739
id2110,Jornal,CORREIO DA LAVOURA,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id2111,Jornal,ZM NOTICIAS,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id2112,Jornal,HORA H,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id2113,Jornal,JORNAL DE HOJE,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id4968,Online,INTERCULTURAL NEWS,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id5057,Online,O MELHOR DA BAIXADA,NOVA IGUAÇU,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,Atlas,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
id1365,Jornal,ARINOS,NOVA MUTUM,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,3.86,12.04,75.2,15.1,2.21,0.62,2.85,0.51,12.89,8.64,982.9,31112.0,700.0,0.584,0.673,0.837,0.773,0.758
id5589,Jornal,JORNAL DE NOVA ODESSA,NOVA ODESSA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3.6,9.56,76.68,11.3,6.98,0.3,1.54,0.41,7.77,5.75,878.14,50978.0,3576.0,0.643,0.762,0.861,0.755,0.791
id1366,Jornal,O LIBERAL,NOVA OLÍMPIA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,12.89,7.28,73.23,18.2,3.47,3.78,9.91,0.56,17.29,10.96,639.03,17297.0,608.0,0.419,0.561,0.804,0.704,0.682
id1367,Jornal,FOLHA DE NOVA OLIMPIA,NOVA OLÍMPIA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,12.89,7.28,73.23,18.2,3.47,3.78,9.91,0.56,17.29,10.96,639.03,17297.0,608.0,0.419,0.561,0.804,0.704,0.682
id2589,Jornal,NOVA PETROPOLIS,NOVA PETRÓPOLIS,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,2.02,9.81,78.38,9.3,11.01,0.13,1.27,0.44,9.01,6.31,994.67,18852.0,2097.0,0.522,0.688,0.89,0.775,0.78
id5272,Jornal,NOSSA TERRA,NOVA PETRÓPOLIS,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.02,9.81,78.38,9.3,11.01,0.13,1.27,0.44,9.01,6.31,994.67,18852.0,2097.0,0.522,0.688,0.89,0.775,0.78
id5273,Jornal,A PONTE,NOVA PETRÓPOLIS,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.02,9.81,78.38,9.3,11.01,0.13,1.27,0.44,9.01,6.31,994.67,18852.0,2097.0,0.522,0.688,0.89,0.775,0.78
id5274,Jornal,JORNAL DE NOVA PETRÓPOLIS,NOVA PETRÓPOLIS,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.02,9.81,78.38,9.3,11.01,0.13,1.27,0.44,9.01,6.31,994.67,18852.0,2097.0,0.522,0.688,0.89,0.775,0.78
id5275,Jornal,CORREIO LIVRE,NOVA PRATA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.88,9.28,75.36,13.1,8.93,0.2,2.26,0.43,9.07,6.33,1039.74,22636.0,2039.0,0.568,0.686,0.839,0.782,0.766
id5276,Jornal,JORNAL POPULAR,NOVA PRATA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,2.88,9.28,75.36,13.1,8.93,0.2,2.26,0.43,9.07,6.33,1039.74,22636.0,2039.0,0.568,0.686,0.839,0.782,0.766
id218,Jornal,GAZETA REGIONAL,NOVA RUSSAS,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR,28.44,4.95,70.25,25.7,10.57,16.55,33.63,0.5,13.72,9.71,304.52,30864.0,3273.0,0.353,0.524,0.754,0.585,0.614
id219,Jornal,A NOTÍCIA DO CEARÁ,NOVA RUSSAS,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR,28.44,4.95,70.25,25.7,10.57,16.55,33.63,0.5,13.72,9.71,304.52,30864.0,3273.0,0.353,0.524,0.754,0.585,0.614
id2592,Jornal,DE FATO,NOVA SANTA RITA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4.54,3.87,76.2,11.2,6.1,1.86,5.51,0.43,8.76,6.42,686.87,22705.0,1385.0,0.521,0.606,0.853,0.716,0.718
id5456,Jornal,JORNAL O TRENTINO,NOVA TRENTO,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,3.65,6.81,78.43,9.2,8.48,2.06,2.54,0.35,5.67,4.35,847.77,12148.0,1034.0,0.464,0.628,0.891,0.749,0.748
id466,Jornal,TRIBUNA VENECIANA,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id467,Jornal,CORREIO 9,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id468,Jornal,NORTE SUL,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id469,Jornal,FOLHA DO ESTADO,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id470,Jornal,A NOTÍCIA,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id471,Jornal,TRIBUNA DO PAVÃO,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id472,Jornal,ES NORTE MAIS,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id473,Jornal,O ESTADAO,NOVA VENÉCIA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,11.39,6.98,75.48,13.4,7.73,2.79,11.77,0.48,11.68,8.26,592.06,45632.0,3556.0,0.473,0.621,0.841,0.692,0.712
id5124,Online,SITE NOVA VENEZA ONLINE,NOVA VENEZA,n/d,SC,Santa Catarina,Sul,Brasil,Atlas,3.33,8.68,77.14,10.8,7.02,0.15,1.32,0.39,7.26,5.13,805.79,13188.0,934.0,0.513,0.703,0.869,0.741,0.768
id1306,Online,NOTICIAS NX,NOVA XAVANTINA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,10.75,7.37,73.0,18.6,6.55,2.64,11.07,0.53,15.05,9.96,674.44,19508.0,1286.0,0.468,0.613,0.8,0.713,0.704
id1368,Jornal,NOTICIAS NX,NOVA XAVANTINA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,10.75,7.37,73.0,18.6,6.55,2.64,11.07,0.53,15.05,9.96,674.44,19508.0,1286.0,0.468,0.613,0.8,0.713,0.704
id659,Jornal,A VOZ DO POVO,NOVO GAMA,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.8,3.23,76.06,10.8,3.13,3.99,13.41,0.46,10.38,7.66,498.44,94781.0,2973.0,0.502,0.567,0.851,0.664,0.684
id660,Jornal,O DEMOCRATA,NOVO GAMA,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,6.8,3.23,76.06,10.8,3.13,3.99,13.41,0.46,10.38,7.66,498.44,94781.0,2973.0,0.502,0.567,0.851,0.664,0.684
id2359,Online,CORREIO DE GRAVATAÍ,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2360,Online,DIÁRIO DE CACHOEIRINHA,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2361,Online,NH,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2594,Jornal,ABC DOMINGO,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2595,Jornal,EXCLUSIVO,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2596,Jornal,TRIBUNA DA CIDADE,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id2597,Jornal,NH,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id5277,Jornal,VIDA EM PAUTA,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id5278,Jornal,JORNAL CANUDOS,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id5868,Jornal,JORNAL NH,NOVO HAMBURGO,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,ANJ,3.36,9.58,76.11,12.26,7.37,0.82,3.91,0.53,14.39,9.61,1011.62,237941.0,17601.0,0.552,0.629,0.852,0.778,0.747
id4345,Jornal,A GAZETA DA TARDE,NOVO HORIZONTE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,7.6,9.37,76.92,12.0,10.05,2.13,4.37,0.45,9.53,6.75,806.75,36479.0,3679.0,0.519,0.665,0.865,0.741,0.753
id5590,Jornal,JORNAL LIBERDADE,NOVO HORIZONTE,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,7.6,9.37,76.92,12.0,10.05,2.13,4.37,0.45,9.53,6.75,806.75,36479.0,3679.0,0.519,0.665,0.865,0.741,0.753
id4346,Jornal,PLANETA NEWS,OLÍMPIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.56,13.17,77.02,10.9,10.24,0.72,3.64,0.43,8.84,6.36,783.14,49865.0,5121.0,0.573,0.724,0.867,0.737,0.773
id4347,Jornal,FOLHA DA REGIAO,OLÍMPIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,5.56,13.17,77.02,10.9,10.24,0.72,3.64,0.43,8.84,6.36,783.14,49865.0,5121.0,0.573,0.724,0.867,0.737,0.773
