codmun,cidade,uf,regiao,pop_dou_2017
2600401,ÁGUA PRETA,PE,Nordeste,36371
2600609,ALAGOINHA,PE,Nordeste,14517
2600708,ALIANÇA,PE,Nordeste,38267
2600906,AMARAJI,PE,Nordeste,22726
2601003,ANGELIM,PE,Nordeste,11045
2601052,ARAÇOIABA,PE,Nordeste,20268
2601300,BARRA DE GUABIRABA,PE,Nordeste,14224
2601805,BETÂNIA,PE,Nordeste,12637
2602001,BODOCÓ,PE,Nordeste,37816
2602209,BOM JARDIM,PE,Nordeste,39025
2602407,BREJÃO,PE,Nordeste,8973
2602506,BREJINHO,PE,Nordeste,7465
2602605,BREJO DA MADRE DE DEUS,PE,Nordeste,50138
2602704,BUENOS AIRES,PE,Nordeste,13085
2602803,BUÍQUE,PE,Nordeste,57696
2603207,CAETÉS,PE,Nordeste,28500
2603306,CALÇADO,PE,Nordeste,11055
2603405,CALUMBI,PE,Nordeste,5736
2603454,CAMARAGIBE,PE,Nordeste,156361
2603603,CAMUTANGA,PE,Nordeste,8493
2603702,CANHOTINHO,PE,Nordeste,24762
2603801,CAPOEIRAS,PE,Nordeste,19991
2603926,CARNAUBEIRA DA PENHA,PE,Nordeste,12805
2604205,CATENDE,PE,Nordeste,42343
2604304,CEDRO,PE,Nordeste,11695
2604403,CHÃ DE ALEGRIA,PE,Nordeste,13396
2604502,CHÃ GRANDE,PE,Nordeste,21525
2604601,CONDADO,PE,Nordeste,26186
2604700,CORRENTES,PE,Nordeste,18098
2604908,CUMARU,PE,Nordeste,11559
2605103,CUSTÓDIA,PE,Nordeste,36753
2605152,DORMENTES,PE,Nordeste,18692
2605202,ESCADA,PE,Nordeste,68281
2605301,EXU,PE,Nordeste,31790
2605400,FEIRA NOVA,PE,Nordeste,21958
2605509,FERREIROS,PE,Nordeste,12057
2605608,FLORES,PE,Nordeste,22567
2605806,FREI MIGUELINHO,PE,Nordeste,15328
2605905,GAMELEIRA,PE,Nordeste,30709
2606101,GLÓRIA DO GOITÁ,PE,Nordeste,30425
2606309,GRANITO,PE,Nordeste,7417
2606507,IATI,PE,Nordeste,19100
2606606,IBIMIRIM,PE,Nordeste,28985
2606705,IBIRAJUBA,PE,Nordeste,7735
2606804,IGARASSU,PE,Nordeste,115398
2606903,IGUARACY,PE,Nordeste,12175
2607000,INAJÁ,PE,Nordeste,22801
2607109,INGAZEIRA,PE,Nordeste,4542
2607208,IPOJUCA,PE,Nordeste,94533
2607406,ITACURUBA,PE,Nordeste,4858
2607505,ITAÍBA,PE,Nordeste,26314
2607604,ILHA DE ITAMARACÁ,PE,Nordeste,25789
2607653,ITAMBÉ,PE,Nordeste,36320
2607703,ITAPETIM,PE,Nordeste,13638
2607752,ITAPISSUMA,PE,Nordeste,26338
2607802,ITAQUITINGA,PE,Nordeste,16859
2607950,JAQUEIRA,PE,Nordeste,11634
2608008,JATAÚBA,PE,Nordeste,17026
2608057,JATOBÁ,PE,Nordeste,14703
2608107,JOÃO ALFREDO,PE,Nordeste,33485
2608206,JOAQUIM NABUCO,PE,Nordeste,15989
2608255,JUCATI,PE,Nordeste,11334
2608305,JUPI,PE,Nordeste,14712
2608404,JUREMA,PE,Nordeste,15284
2608453,LAGOA DO CARRO,PE,Nordeste,17847
2608503,LAGOA DE ITAENGA,PE,Nordeste,21338
2608602,LAGOA DO OURO,PE,Nordeste,13033
2608750,LAGOA GRANDE,PE,Nordeste,25294
2608800,LAJEDO,PE,Nordeste,39888
2609105,MACHADOS,PE,Nordeste,15820
2609154,MANARI,PE,Nordeste,21047
2609204,MARAIAL,PE,Nordeste,11433
2609402,MORENO,PE,Nordeste,62119
2609808,OROCÓ,PE,Nordeste,14794
2610103,PALMEIRINA,PE,Nordeste,7761
2610202,PANELAS,PE,Nordeste,26417
2610301,PARANATAMA,PE,Nordeste,11449
2610509,PASSIRA,PE,Nordeste,28889
2610806,PEDRA,PE,Nordeste,22505
2611200,POÇÃO,PE,Nordeste,11268
2611309,POMBOS,PE,Nordeste,26960
2611408,PRIMAVERA,PE,Nordeste,14798
2611507,QUIPAPÁ,PE,Nordeste,25831
2611533,QUIXABA,PE,Nordeste,6802
2611705,RIACHO DAS ALMAS,PE,Nordeste,20392
2612000,SAIRÉ,PE,Nordeste,10065
2612109,SALGADINHO,PE,Nordeste,10747
2612307,SALOÁ,PE,Nordeste,15779
2612406,SANHARÓ,PE,Nordeste,25979
2612455,SANTA CRUZ,PE,Nordeste,15202
2612471,SANTA CRUZ DA BAIXA VERDE,PE,Nordeste,12501
2612554,SANTA FILOMENA,PE,Nordeste,14355
2612604,SANTA MARIA DA BOA VISTA,PE,Nordeste,41652
2612703,SANTA MARIA DO CAMBUCÁ,PE,Nordeste,14013
2612802,SANTA TEREZINHA,PE,Nordeste,11734
2612901,SÃO BENEDITO DO SUL,PE,Nordeste,15683
2613206,SÃO JOÃO,PE,Nordeste,22628
2613305,SÃO JOAQUIM DO MONTE,PE,Nordeste,21257
2613404,SÃO JOSÉ DA COROA GRANDE,PE,Nordeste,20963
2613503,SÃO JOSÉ DO BELMONTE,PE,Nordeste,33804
2613800,SÃO VICENTE FERRER,PE,Nordeste,17904
2614006,SERRITA,PE,Nordeste,19080
2614204,SIRINHAÉM,PE,Nordeste,45263
2614303,MOREILÂNDIA,PE,Nordeste,11238
2614402,SOLIDÃO,PE,Nordeste,5978
2614709,TACAIMBÓ,PE,Nordeste,12853
2614808,TACARATU,PE,Nordeste,25368
2614857,TAMANDARÉ,PE,Nordeste,23100
2615102,TEREZINHA,PE,Nordeste,7120
2615201,TERRA NOVA,PE,Nordeste,10437
2615409,TORITAMA,PE,Nordeste,44189
2615508,TRACUNHAÉM,PE,Nordeste,13689
2615607,TRINDADE,PE,Nordeste,30155
2615805,TUPANATINGA,PE,Nordeste,26990
2615904,TUPARETAMA,PE,Nordeste,8169
2616001,VENTUROSA,PE,Nordeste,18258
2616100,VERDEJANTE,PE,Nordeste,9490
2616183,VERTENTE DO LÉRIO,PE,Nordeste,7641
2616209,VERTENTES,PE,Nordeste,20460
2616308,VICÊNCIA,PE,Nordeste,32429
2616506,XEXÉU,PE,Nordeste,14651
2700102,ÁGUA BRANCA,AL,Nordeste,20467
2700508,BARRA DE SANTO ANTÔNIO,AL,Nordeste,16064
2700607,BARRA DE SÃO MIGUEL,AL,Nordeste,8401
2700904,BELO MONTE,AL,Nordeste,6797
2701209,CACIMBINHAS,AL,Nordeste,10897
2701357,CAMPESTRE,AL,Nordeste,7024
2701506,CAMPO GRANDE,AL,Nordeste,9692
2701605,CANAPI,AL,Nordeste,17983
2701803,CARNEIROS,AL,Nordeste,9155
2701902,CHÃ PRETA,AL,Nordeste,7427
2702009,COITÉ DO NÓIA,AL,Nordeste,10888
2702108,COLÔNIA LEOPOLDINA,AL,Nordeste,21926
2702207,COQUEIRO SECO,AL,Nordeste,5918
2702355,CRAÍBAS,AL,Nordeste,24510
2702553,ESTRELA DE ALAGOAS,AL,Nordeste,18435
2702603,FEIRA GRANDE,AL,Nordeste,22481
2702801,FLEXEIRAS,AL,Nordeste,12966
2702900,GIRAU DO PONCIANO,AL,Nordeste,41279
2703106,IGACI,AL,Nordeste,26022
2703205,IGREJA NOVA,AL,Nordeste,24793
2703304,INHAPI,AL,Nordeste,18652
2703502,JACUÍPE,AL,Nordeste,7135
2703601,JAPARATINGA,AL,Nordeste,8453
2703700,JARAMATAIA,AL,Nordeste,5676
2703759,JEQUIÁ DA PRAIA,AL,Nordeste,11782
2703809,JOAQUIM GOMES,AL,Nordeste,24280
2703908,JUNDIÁ,AL,Nordeste,4231
2704104,LAGOA DA CANOA,AL,Nordeste,18175
2704203,LIMOEIRO DE ANADIA,AL,Nordeste,28953
2704401,MAJOR ISIDORO,AL,Nordeste,20200
2704609,MARAVILHA,AL,Nordeste,9418
2704906,MAR VERMELHO,AL,Nordeste,3579
2705200,MESSIAS,AL,Nordeste,17988
2705309,MINADOR DO NEGRÃO,AL,Nordeste,5413
2705408,MONTEIRÓPOLIS,AL,Nordeste,7260
2705705,OLHO D'ÁGUA DAS FLORES,AL,Nordeste,21767
2705804,OLHO D'ÁGUA DO CASADO,AL,Nordeste,9459
2705903,OLHO D'ÁGUA GRANDE,AL,Nordeste,5195
2706000,OLIVENÇA,AL,Nordeste,11772
2706109,OURO BRANCO,AL,Nordeste,11635
2706208,PALESTINA,AL,Nordeste,5066
2706422,PARICONHA,AL,Nordeste,10684
2706448,PARIPUEIRA,AL,Nordeste,13252
2706802,PIAÇABUÇU,AL,Nordeste,18074
2706901,PILAR,AL,Nordeste,35552
2707008,PINDOBA,AL,Nordeste,2953
2707206,POÇO DAS TRINCHEIRAS,AL,Nordeste,14575
2707503,PORTO REAL DO COLÉGIO,AL,Nordeste,20327
2707800,ROTEIRO,AL,Nordeste,6774
2707909,SANTA LUZIA DO NORTE,AL,Nordeste,7386
2708204,SÃO BRÁS,AL,Nordeste,7058
2708402,SÃO JOSÉ DA TAPERA,AL,Nordeste,32626
2708709,SÃO MIGUEL DOS MILAGRES,AL,Nordeste,8022
2708808,SÃO SEBASTIÃO,AL,Nordeste,34551
2708907,SATUBA,AL,Nordeste,13949
2708956,SENADOR RUI PALMEIRA,AL,Nordeste,14036
2709103,TAQUARANA,AL,Nordeste,20205
2709152,TEOTÔNIO VILELA,AL,Nordeste,44666
2800100,AMPARO DE SÃO FRANCISCO,SE,Nordeste,2390
2800209,AQUIDABÃ,SE,Nordeste,21589
2800407,ARAUÁ,SE,Nordeste,10362
2800506,AREIA BRANCA,SE,Nordeste,18489
2800704,BREJO GRANDE,SE,Nordeste,8322
2801009,CAMPO DO BRITO,SE,Nordeste,18111
2801108,CANHOBA,SE,Nordeste,4058
2801306,CAPELA,SE,Nordeste,34050
2801603,CEDRO DE SÃO JOÃO,SE,Nordeste,5933
2801702,CRISTINÁPOLIS,SE,Nordeste,18270
2801900,CUMBE,SE,Nordeste,4012
2802007,DIVINA PASTORA,SE,Nordeste,5058
2802205,FEIRA NOVA,SE,Nordeste,5616
2802502,GENERAL MAYNARD,SE,Nordeste,3315
2802601,GRACCHO CARDOSO,SE,Nordeste,5870
2802700,ILHA DAS FLORES,SE,Nordeste,8611
2802809,INDIAROBA,SE,Nordeste,17810
2803005,ITABAIANINHA,SE,Nordeste,41961
2803104,ITABI,SE,Nordeste,4988
2803203,ITAPORANGA D'AJUDA,SE,Nordeste,34101
2803302,JAPARATUBA,SE,Nordeste,18656
2803401,JAPOATÃ,SE,Nordeste,13238
2803609,LARANJEIRAS,SE,Nordeste,29700
2803708,MACAMBIRA,SE,Nordeste,6920
2803807,MALHADA DOS BOIS,SE,Nordeste,3693
2803906,MALHADOR,SE,Nordeste,12691
2804003,MARUIM,SE,Nordeste,17297
2804102,MOITA BONITA,SE,Nordeste,11438
2804201,MONTE ALEGRE DE SERGIPE,SE,Nordeste,15177
2804300,MURIBECA,SE,Nordeste,7683
2804458,NOSSA SENHORA APARECIDA,SE,Nordeste,8869
2804607,NOSSA SENHORA DAS DORES,SE,Nordeste,26624
2804706,NOSSA SENHORA DE LOURDES,SE,Nordeste,6530
2804805,NOSSA SENHORA DO SOCORRO,SE,Nordeste,181928
2804904,PACATUBA,SE,Nordeste,14420
2805000,PEDRA MOLE,SE,Nordeste,3254
2805109,PEDRINHAS,SE,Nordeste,9594
2805208,PINHÃO,SE,Nordeste,6556
2805307,PIRAMBU,SE,Nordeste,9241
2805406,POÇO REDONDO,SE,Nordeste,34529
2805901,RIACHUELO,SE,Nordeste,10196
2806008,RIBEIRÓPOLIS,SE,Nordeste,18641
2806107,ROSÁRIO DO CATETE,SE,Nordeste,10699
2806206,SALGADO,SE,Nordeste,20168
2806305,SANTA LUZIA DO ITANHY,SE,Nordeste,14034
2806404,SANTANA DO SÃO FRANCISCO,SE,Nordeste,7751
2806503,SANTA ROSA DE LIMA,SE,Nordeste,3938
2806602,SANTO AMARO DAS BROTAS,SE,Nordeste,12146
2806800,SÃO DOMINGOS,SE,Nordeste,11133
2806909,SÃO FRANCISCO,SE,Nordeste,3983
2807006,SÃO MIGUEL DO ALEIXO,SE,Nordeste,3943
2807204,SIRIRI,SE,Nordeste,8851
2807303,TELHA,SE,Nordeste,3221
2807501,TOMAR DO GERU,SE,Nordeste,13208
2807600,UMBAÚBA,SE,Nordeste,25114
2900355,ADUSTINA,BA,Nordeste,17349
2900405,ÁGUA FRIA,BA,Nordeste,17508
2900504,ÉRICO CARDOSO,BA,Nordeste,11212
2900603,AIQUARA,BA,Nordeste,4725
2900900,ALMADINA,BA,Nordeste,5985
2901353,ANDORINHA,BA,Nordeste,15490
2901403,ANGICAL,BA,Nordeste,14690
2901502,ANGUERA,BA,Nordeste,11481
2901601,ANTAS,BA,Nordeste,19569
2901700,ANTÔNIO CARDOSO,BA,Nordeste,12208
2901809,ANTÔNIO GONÇALVES,BA,Nordeste,12072
2901908,APORÁ,BA,Nordeste,18334
2901957,APUAREMA,BA,Nordeste,7730
2902005,ARACATU,BA,Nordeste,13962
2902054,ARAÇAS,BA,Nordeste,12608
2902302,ARATUÍPE,BA,Nordeste,9171
2902500,BAIANÓPOLIS,BA,Nordeste,14323
2902658,BANZAÊ,BA,Nordeste,13765
2902708,BARRA,BA,Nordeste,54915
2903235,BARRO ALTO,BA,Nordeste,15217
2903276,BARROCAS,BA,Nordeste,16296
2903300,BARRO PRETO,BA,Nordeste,6251
2903409,BELMONTE,BA,Nordeste,24013
2903607,BIRITINGA,BA,Nordeste,16653
2903953,BOM JESUS DA SERRA,BA,Nordeste,10477
2904001,BONINAL,BA,Nordeste,14760
2904050,BONITO,BA,Nordeste,17131
2904100,BOQUIRA,BA,Nordeste,22464
2904209,BOTUPORÃ,BA,Nordeste,10898
2904308,BREJÕES,BA,Nordeste,15122
2904407,BREJOLÂNDIA,BA,Nordeste,10833
2904852,CABACEIRAS DO PARAGUAÇU,BA,Nordeste,19312
2905107,CAÉM,BA,Nordeste,10058
2905156,CAETANOS,BA,Nordeste,16106
2905404,CAIRU,BA,Nordeste,18224
2905503,CALDEIRÃO GRANDE,BA,Nordeste,13713
2905800,CAMAMU,BA,Nordeste,36644
2905909,CAMPO ALEGRE DE LOURDES,BA,Nordeste,30048
2906402,CANDEAL,BA,Nordeste,8837
2906808,CANSANÇÃO,BA,Nordeste,36191
2906824,CANUDOS,BA,Nordeste,17316
2906899,CARAÍBAS,BA,Nordeste,9773
2907004,CARDEAL DA SILVA,BA,Nordeste,9544
2907400,CATOLÂNDIA,BA,Nordeste,3669
2907558,CATURAMA,BA,Nordeste,9764
2907707,CHORROCHÓ,BA,Nordeste,11591
2907905,CIPÓ,BA,Nordeste,17739
2908101,COCOS,BA,Nordeste,19498
2908200,CONCEIÇÃO DA FEIRA,BA,Nordeste,23024
2908309,CONCEIÇÃO DO ALMEIDA,BA,Nordeste,18229
2908606,CONDE,BA,Nordeste,26371
2908804,CONTENDAS DO SINCORÁ,BA,Nordeste,4299
2908903,CORAÇÃO DE MARIA,BA,Nordeste,23896
2909109,CORIBE,BA,Nordeste,14933
2909208,CORONEL JOÃO SÁ,BA,Nordeste,16814
2909406,COTEGIPE,BA,Nordeste,14414
2909505,CRAVOLÂNDIA,BA,Nordeste,5576
2909604,CRISÓPOLIS,BA,Nordeste,21835
2909703,CRISTÓPOLIS,BA,Nordeste,14403
2909901,CURAÇÁ,BA,Nordeste,35524
2910057,DIAS D'ÁVILA,BA,Nordeste,80657
2910107,DOM BASÍLIO,BA,Nordeste,12604
2910206,DOM MACEDO COSTA,BA,Nordeste,4212
2910305,ELÍSIO MEDRADO,BA,Nordeste,8461
2910750,FÁTIMA,BA,Nordeste,18443
2910776,FEIRA DA MATA,BA,Nordeste,5922
2910859,FILADÉLFIA,BA,Nordeste,17176
2910909,FIRMINO ALVES,BA,Nordeste,5822
2911006,FLORESTA AZUL,BA,Nordeste,11244
2911105,FORMOSA DO RIO PRETO,BA,Nordeste,25912
2911253,GAVIÃO,BA,Nordeste,4725
2911303,GENTIO DO OURO,BA,Nordeste,11639
2911402,GLÓRIA,BA,Nordeste,15840
2911501,GONGOGI,BA,Nordeste,7848
2911600,GOVERNADOR MANGABEIRA,BA,Nordeste,21495
2911659,GUAJERU,BA,Nordeste,8081
2911857,HELIÓPOLIS,BA,Nordeste,13718
2911907,IAÇU,BA,Nordeste,25884
2912004,IBIASSUCÊ,BA,Nordeste,10183
2912202,IBICOARA,BA,Nordeste,19786
2912400,IBIPEBA,BA,Nordeste,18678
2912509,IBIPITANGA,BA,Nordeste,15413
2912806,IBIRAPUÃ,BA,Nordeste,8852
2913309,ICHU,BA,Nordeste,6437
2913457,IGRAPIÚNA,BA,Nordeste,14187
2913507,IGUAÍ,BA,Nordeste,27939
2913804,IPECAETÁ,BA,Nordeste,15499
2914109,IPUPIARA,BA,Nordeste,10157
2914208,IRAJUBA,BA,Nordeste,7521
2914307,IRAMAIA,BA,Nordeste,9901
2914406,IRAQUARA,BA,Nordeste,25536
2914505,IRARÁ,BA,Nordeste,29879
2914901,ITACARÉ,BA,Nordeste,28382
2915205,ITAGIBÁ,BA,Nordeste,15577
2915353,ITAGUAÇU DA BAHIA,BA,Nordeste,14718
2915908,ITANAGRA,BA,Nordeste,6730
2916104,ITAPARICA,BA,Nordeste,22866
2916203,ITAPÉ,BA,Nordeste,9830
2916609,ITAPITANGA,BA,Nordeste,10799
2916856,ITATIM,BA,Nordeste,14957
2917003,ITIÚBA,BA,Nordeste,37567
2917359,JABORANDI,BA,Nordeste,9056
2917805,JAGUARIPE,BA,Nordeste,19036
2917904,JANDAÍRA,BA,Nordeste,11120
2918308,JITAÚNA,BA,Nordeste,12692
2918357,JOÃO DOURADO,BA,Nordeste,25646
2918456,JUCURUÇU,BA,Nordeste,9924
2918506,JUSSARA,BA,Nordeste,16006
2918555,JUSSARI,BA,Nordeste,6275
2918605,JUSSIAPE,BA,Nordeste,7066
2918704,LAFAIETE COUTINHO,BA,Nordeste,3975
2918753,LAGOA REAL,BA,Nordeste,16029
2918902,LAJEDÃO,BA,Nordeste,4068
2919009,LAJEDINHO,BA,Nordeste,4017
2919058,LAJEDO DO TABOCAL,BA,Nordeste,8886
2919108,LAMARÃO,BA,Nordeste,9007
2919157,LAPÃO,BA,Nordeste,28244
2919900,MACURURÉ,BA,Nordeste,8266
2919926,MADRE DE DEUS,BA,Nordeste,21007
2919959,MAETINGA,BA,Nordeste,4456
2920007,MAIQUINIQUE,BA,Nordeste,10274
2920205,MALHADA,BA,Nordeste,17526
2920304,MALHADA DE PEDRAS,BA,Nordeste,8856
2920452,MANSIDÃO,BA,Nordeste,13959
2920601,MARAGOGIPE,BA,Nordeste,46260
2920700,MARAÚ,BA,Nordeste,21313
2920809,MARCIONÍLIO SOUZA,BA,Nordeste,10931
2920908,MASCOTE,BA,Nordeste,14728
2921054,MATINA,BA,Nordeste,12488
2921450,MIRANTE,BA,Nordeste,9578
2921609,MORPARÁ,BA,Nordeste,8950
2921906,MUCUGÊ,BA,Nordeste,9957
2922052,MULUNGU DO MORRO,BA,Nordeste,11988
2922102,MUNDO NOVO,BA,Nordeste,27364
2922201,MUNIZ FERREIRA,BA,Nordeste,7678
2922250,MUQUÉM DE SÃO FRANCISCO,BA,Nordeste,11644
2922508,NAZARÉ,BA,Nordeste,29546
2922607,NILO PEÇANHA,BA,Nordeste,14368
2922656,NORDESTINA,BA,Nordeste,13597
2922706,NOVA CANAÃ,BA,Nordeste,17141
2922730,NOVA FÁTIMA,BA,Nordeste,8119
2922755,NOVA IBIÁ,BA,Nordeste,6986
2922854,NOVA REDENÇÃO,BA,Nordeste,9500
2923035,NOVO HORIZONTE,BA,Nordeste,12514
2923050,NOVO TRIUNFO,BA,Nordeste,16037
2923209,OLIVEIRA DOS BREJINHOS,BA,Nordeste,22805
2923308,OURIÇANGAS,BA,Nordeste,8916
2923357,OUROLÂNDIA,BA,Nordeste,18025
2923704,PARATINGA,BA,Nordeste,32967
2924058,PÉ DE SERRA,BA,Nordeste,14226
2924108,PEDRÃO,BA,Nordeste,7527
2924207,PEDRO ALEXANDRE,BA,Nordeste,18209
2924306,PIATÃ,BA,Nordeste,18267
2924504,PINDAÍ,BA,Nordeste,16889
2924603,PINDOBAÇU,BA,Nordeste,21171
2924652,PINTADAS,BA,Nordeste,11012
2924678,PIRAÍ DO NORTE,BA,Nordeste,10411
2924702,PIRIPÁ,BA,Nordeste,11849
2925006,PLANALTO,BA,Nordeste,26915
2925253,PONTO NOVO,BA,Nordeste,15830
2925709,PRESIDENTE JÂNIO QUADROS,BA,Nordeste,13334
2925758,PRESIDENTE TANCREDO NEVES,BA,Nordeste,28082
2925907,QUIJINGUE,BA,Nordeste,28632
2925931,QUIXABEIRA,BA,Nordeste,9411
2925956,RAFAEL JAMBEIRO,BA,Nordeste,23562
2926103,RETIROLÂNDIA,BA,Nordeste,14730
2926202,RIACHÃO DAS NEVES,BA,Nordeste,23313
2926657,RIBEIRÃO DO LARGO,BA,Nordeste,7437
2927101,RODELAS,BA,Nordeste,9405
2927309,SALINAS DA MARGARIDA,BA,Nordeste,15772
2927507,SANTA BÁRBARA,BA,Nordeste,21415
2927606,SANTA BRÍGIDA,BA,Nordeste,14976
2927804,SANTA CRUZ DA VITÓRIA,BA,Nordeste,6698
2928059,SANTA LUZIA,BA,Nordeste,13398
2928307,SANTANÓPOLIS,BA,Nordeste,9263
2928406,SANTA RITA DE CÁSSIA,BA,Nordeste,29146
2928505,SANTA TERESINHA,BA,Nordeste,10682
2928802,SANTO ESTÊVÃO,BA,Nordeste,53898
2928950,SÃO DOMINGOS,BA,Nordeste,9404
2929057,SÃO FÉLIX DO CORIBE,BA,Nordeste,15825
2929107,SÃO FELIPE,BA,Nordeste,21964
2929206,SÃO FRANCISCO DO CONDE,BA,Nordeste,40220
2929255,SÃO GABRIEL,BA,Nordeste,19613
2929354,SÃO JOSÉ DA VITÓRIA,BA,Nordeste,6045
2929370,SÃO JOSÉ DO JACUÍPE,BA,Nordeste,10784
2929404,SÃO MIGUEL DAS MATAS,BA,Nordeste,12092
2929503,SÃO SEBASTIÃO DO PASSÉ,BA,Nordeste,45827
2929602,SAPEAÇU,BA,Nordeste,18114
2929701,SÁTIRO DIAS,BA,Nordeste,20429
2929750,SAUBARA,BA,Nordeste,12380
2930006,SEBASTIÃO LARANJEIRAS,BA,Nordeste,11696
2930204,SENTO SÉ,BA,Nordeste,41891
2930303,SERRA DOURADA,BA,Nordeste,18320
2930402,SERRA PRETA,BA,Nordeste,16036
2930758,SÍTIO DO MATO,BA,Nordeste,13437
2930766,SÍTIO DO QUINTO,BA,Nordeste,11283
2930774,SOBRADINHO,BA,Nordeste,23713
2930907,TABOCAS DO BREJO VELHO,BA,Nordeste,13057
2931053,TANQUE NOVO,BA,Nordeste,17884
2931202,TAPEROÁ,BA,Nordeste,21462
2931400,TEODORO SAMPAIO,BA,Nordeste,7936
2931509,TEOFILÂNDIA,BA,Nordeste,23378
2931608,TEOLÂNDIA,BA,Nordeste,15357
2932408,UIBAÍ,BA,Nordeste,14474
2932457,UMBURANAS,BA,Nordeste,19522
2933109,VÁRZEA DO POÇO,BA,Nordeste,9449
2933158,VÁRZEA NOVA,BA,Nordeste,13454
2933174,VARZEDO,BA,Nordeste,9375
2933257,VEREDA,BA,Nordeste,6620
2933455,WANDERLEY,BA,Nordeste,12935
3100500,AÇUCENA,MG,Sudeste,9997
3100609,ÁGUA BOA,MG,Sudeste,14370
3100708,ÁGUA COMPRIDA,MG,Sudeste,2058
3101300,ALAGOA,MG,Sudeste,2752
3101631,ALFREDO VASCONCELOS,MG,Sudeste,6775
3101805,ALPERCATA,MG,Sudeste,7515
3102050,ALTO CAPARAÓ,MG,Sudeste,5791
3102852,ANGELÂNDIA,MG,Sudeste,8541
3102902,ANTÔNIO CARLOS,MG,Sudeste,11608
3103207,ARAÇAÍ,MG,Sudeste,2368
3103900,ARAÚJOS,MG,Sudeste,8996
3104106,ARCEBURGO,MG,Sudeste,10578
3104452,ARICANDUVA,MG,Sudeste,5192
3104809,AUGUSTO DE LIMA,MG,Sudeste,5023
3105004,BALDIM,MG,Sudeste,8051
3105509,BARÃO DE MONTE ALTO,MG,Sudeste,5648
3105707,BARRA LONGA,MG,Sudeste,5624
3106101,BELMIRO BRAGA,MG,Sudeste,3503
3106655,BERIZAL,MG,Sudeste,4720
3106804,BIAS FORTES,MG,Sudeste,3613
3107000,BIQUINHAS,MG,Sudeste,2619
3107208,BOCAINA DE MINAS,MG,Sudeste,5185
3107802,BOM JESUS DO GALHO,MG,Sudeste,15459
3107901,BOM REPOUSO,MG,Sudeste,10775
3108107,BONFIM,MG,Sudeste,7020
3108255,BONITO DE MINAS,MG,Sudeste,10951
3108552,BRASILÂNDIA DE MINAS,MG,Sudeste,16105
3109253,BUGRE,MG,Sudeste,4146
3109402,BURITIZEIRO,MG,Sudeste,28335
3109451,CABECEIRA GRANDE,MG,Sudeste,6940
3109600,CACHOEIRA DA PRATA,MG,Sudeste,3710
3109907,CAETANÓPOLIS,MG,Sudeste,11399
3110103,CAIANA,MG,Sudeste,5440
3110400,CAMACHO,MG,Sudeste,3064
3111150,CAMPO AZUL,MG,Sudeste,3863
3111309,CAMPO DO MEIO,MG,Sudeste,11878
3111903,CANA VERDE,MG,Sudeste,5735
3112059,CANTAGALO,MG,Sudeste,4517
3112208,CAPELA NOVA,MG,Sudeste,4805
3112505,CAPIM BRANCO,MG,Sudeste,9678
3112653,CAPITÃO ANDRADE,MG,Sudeste,5405
3113107,CARANAÍBA,MG,Sudeste,3299
3113503,CARBONITA,MG,Sudeste,9544
3113800,CARMÉSIA,MG,Sudeste,2629
3114550,CARNEIRINHO,MG,Sudeste,10072
3114808,CARVALHOS,MG,Sudeste,4617
3114907,CASA GRANDE,MG,Sudeste,2309
3115201,CONCEIÇÃO DA BARRA DE MINAS,MG,Sudeste,4050
3115359,CATAS ALTAS,MG,Sudeste,5316
3115409,CATAS ALTAS DA NORUEGA,MG,Sudeste,3666
3115458,CATUJI,MG,Sudeste,6612
3115474,CATUTI,MG,Sudeste,5151
3115607,CEDRO DO ABAETÉ,MG,Sudeste,1209
3115805,CENTRALINA,MG,Sudeste,10622
3115904,CHÁCARA,MG,Sudeste,3101
3116001,CHALÉ,MG,Sudeste,5823
3116159,CHAPADA GAÚCHA,MG,Sudeste,12971
3116308,CIPOTÂNEA,MG,Sudeste,6868
3116407,CLARAVAL,MG,Sudeste,4847
3116506,CLARO DOS POÇÕES,MG,Sudeste,7819
3117603,CONCEIÇÃO DO PARÁ,MG,Sudeste,5515
3117836,CÔNEGO MARINHO,MG,Sudeste,7624
3117876,CONFINS,MG,Sudeste,6608
3118106,CONGONHAS DO NORTE,MG,Sudeste,5134
3118205,CONQUISTA,MG,Sudeste,6960
3118502,CONSOLAÇÃO,MG,Sudeste,1810
3118908,CORDISBURGO,MG,Sudeste,9029
3119708,CORONEL XAVIER CHAVES,MG,Sudeste,3471
3119955,CÓRREGO FUNDO,MG,Sudeste,6295
3120102,COUTO DE MAGALHÃES DE MINAS,MG,Sudeste,4444
3120151,CRISÓLITA,MG,Sudeste,6631
3120201,CRISTAIS,MG,Sudeste,12564
3120300,CRISTÁLIA,MG,Sudeste,6042
3120409,CRISTIANO OTONI,MG,Sudeste,5225
3120607,CRUCILÂNDIA,MG,Sudeste,5057
3120706,CRUZEIRO DA FORTALEZA,MG,Sudeste,4174
3120870,CURRAL DE DENTRO,MG,Sudeste,7623
3121258,DELTA,MG,Sudeste,9904
3122355,DIVISA ALEGRE,MG,Sudeste,6625
3122405,DIVISA NOVA,MG,Sudeste,6068
3122454,DIVISÓPOLIS,MG,Sudeste,10547
3122470,DOM BOSCO,MG,Sudeste,3818
3122504,DOM CAVATI,MG,Sudeste,5247
