codmun,cidade,uf,regiao,pop_dou_2017
3549508,SÃO JOSÉ DA BELA VISTA,SP,Sudeste,8885
3549953,SÃO LOURENÇO DA SERRA,SP,Sudeste,15465
3550506,SÃO PEDRO DO TURVO,SP,Sudeste,7624
3550902,SÃO SIMÃO,SP,Sudeste,15225
3551108,SARAPUÍ,SP,Sudeste,10034
3551306,SEBASTIANÓPOLIS DO SUL,SP,Sudeste,3411
3551405,SERRA AZUL,SP,Sudeste,13810
3551801,SETE BARRAS,SP,Sudeste,13053
3552304,SUD MENNUCCI,SP,Sudeste,7733
3552551,SUZANÁPOLIS,SP,Sudeste,3836
3552601,TABAPUÃ,SP,Sudeste,12251
3553005,TAGUAÍ,SP,Sudeste,13111
3553104,TAIAÇU,SP,Sudeste,6255
3553203,TAIÚVA,SP,Sudeste,5603
3553500,TAPIRAÍ,SP,Sudeste,7973
3553658,TAQUARAL,SP,Sudeste,2823
3553856,TAQUARIVAÍ,SP,Sudeste,5715
3553906,TARABAI,SP,Sudeste,7302
3553955,TARUMÃ,SP,Sudeste,14547
3554607,TIMBURI,SP,Sudeste,2690
3554656,TORRE DE PEDRA,SP,Sudeste,2395
3554706,TORRINHA,SP,Sudeste,9934
3554755,TRABIJU,SP,Sudeste,1691
3554904,TRÊS FRONTEIRAS,SP,Sudeste,5767
3554953,TUIUTI,SP,Sudeste,6689
3555208,TURIÚBA,SP,Sudeste,2016
3555307,TURMALINA,SP,Sudeste,1827
3555356,UBARANA,SP,Sudeste,6080
3555505,UBIRAJARA,SP,Sudeste,4734
3555604,UCHOA,SP,Sudeste,10047
3555703,UNIÃO PAULISTA,SP,Sudeste,1793
3555802,URÂNIA,SP,Sudeste,9148
3555901,URU,SP,Sudeste,1207
3556008,URUPÊS,SP,Sudeste,13655
3556107,VALENTIM GENTIL,SP,Sudeste,12800
3556354,VARGEM,SP,Sudeste,10143
3556453,VARGEM GRANDE PAULISTA,SP,Sudeste,50346
3556909,VISTA ALEGRE DO ALTO,SP,Sudeste,8335
3556958,VITÓRIA BRASIL,SP,Sudeste,1833
3557154,ZACARIAS,SP,Sudeste,2636
3557204,CHAVANTES,SP,Sudeste,12487
3557303,ESTIVA GERBI,SP,Sudeste,11067
4100103,ABATIÁ,PR,Sul,7768
4100301,AGUDOS DO SUL,PR,Sul,9161
4100806,ALVORADA DO SUL,PR,Sul,11237
4100905,AMAPORÃ,PR,Sul,6084
4101051,ANAHY,PR,Sul,2901
4101150,ÂNGULO,PR,Sul,2974
4101309,ANTÔNIO OLINTO,PR,Sul,7587
4101655,ARAPUÃ,PR,Sul,3343
4101705,ARARUNA,PR,Sul,14098
4101853,ARIRANHA DO IVAÍ,PR,Sul,2301
4102208,ATALAIA,PR,Sul,3999
4102307,BALSA NOVA,PR,Sul,12602
4102703,BARRA DO JACARÉ,PR,Sul,2828
4102752,BELA VISTA DA CAROBA,PR,Sul,3774
4103008,BOA ESPERANÇA,PR,Sul,4392
4103024,BOA ESPERANÇA DO IGUAÇU,PR,Sul,2671
4103040,BOA VENTURA DE SÃO ROQUE,PR,Sul,6665
4103156,BOM JESUS DO SUL,PR,Sul,3733
4103206,BOM SUCESSO,PR,Sul,7019
4103222,BOM SUCESSO DO SUL,PR,Sul,3358
4103354,BRAGANEY,PR,Sul,5687
4103370,BRASILÂNDIA DO SUL,PR,Sul,2943
4103404,CAFEARA,PR,Sul,2911
4103479,CAFEZAL DO SUL,PR,Sul,4245
4103503,CALIFÓRNIA,PR,Sul,8583
4103800,CAMBIRA,PR,Sul,7808
4103958,CAMPINA DO SIMÃO,PR,Sul,4062
4104253,CAMPO MAGRO,PR,Sul,28244
4104428,CANDÓI,PR,Sul,15978
4104709,CARLÓPOLIS,PR,Sul,14431
4105003,CATANDUVAS,PR,Sul,10451
4105607,CIDADE GAÚCHA,PR,Sul,12326
4106001,CONGONHINHAS,PR,Sul,8821
4106100,CONSELHEIRO MAIRINCK,PR,Sul,3866
4106209,CONTENDA,PR,Sul,17961
4106456,CORONEL DOMINGOS SOARES,PR,Sul,7547
4106555,CORUMBATAÍ DO SUL,PR,Sul,3617
4106571,CRUZEIRO DO IGUAÇU,PR,Sul,4369
4106704,CRUZEIRO DO SUL,PR,Sul,4619
4106852,CRUZMALTINA,PR,Sul,3110
4107009,CURIÚVA,PR,Sul,15004
4107108,DIAMANTE DO NORTE,PR,Sul,5389
4107124,DIAMANTE DO SUL,PR,Sul,3555
4107157,DIAMANTE D'OESTE,PR,Sul,5294
4107256,DOURADINA,PR,Sul,8439
4107306,DOUTOR CAMARGO,PR,Sul,6069
4107405,ENÉAS MARQUES,PR,Sul,6168
4107504,ENGENHEIRO BELTRÃO,PR,Sul,14314
4107520,ESPERANÇA NOVA,PR,Sul,1852
4107538,ENTRE RIOS DO OESTE,PR,Sul,4406
4107546,ESPIGÃO ALTO DO IGUAÇU,PR,Sul,4447
4107553,FAROL,PR,Sul,3323
4107702,FÊNIX,PR,Sul,4898
4107736,FERNANDES PINHEIRO,PR,Sul,5904
4107751,FIGUEIRA,PR,Sul,8177
4107801,FLORAÍ,PR,Sul,5103
4107850,FLOR DA SERRA DO SUL,PR,Sul,4782
4107900,FLORESTA,PR,Sul,6603
4108106,FLÓRIDA,PR,Sul,2697
4108320,FRANCISCO ALVES,PR,Sul,6350
4108452,FOZ DO JORDÃO,PR,Sul,5079
4108551,GODOY MOREIRA,PR,Sul,3178
4108700,GRANDES RIOS,PR,Sul,6167
4108908,GUAIRAÇÁ,PR,Sul,6591
4109005,GUAPIRAMA,PR,Sul,3934
4109104,GUAPOREMA,PR,Sul,2292
4109203,GUARACI,PR,Sul,5492
4109500,GUARAQUEÇABA,PR,Sul,7923
4109658,HONÓRIO SERPA,PR,Sul,5643
4109757,IBEMA,PR,Sul,6396
4109906,ICARAÍMA,PR,Sul,8482
4110003,IGUARAÇU,PR,Sul,4343
4110052,IGUATU,PR,Sul,2304
4110409,INDIANÓPOLIS,PR,Sul,4504
4110656,IRACEMA DO OESTE,PR,Sul,2462
4110805,IRETAMA,PR,Sul,10608
4110904,ITAGUAJÉ,PR,Sul,4620
4111001,ITAMBARACÁ,PR,Sul,6819
4111100,ITAMBÉ,PR,Sul,6210
4111258,ITAPERUÇU,PR,Sul,27500
4111308,ITAÚNA DO SUL,PR,Sul,3229
4111407,IVAÍ,PR,Sul,13797
4111555,IVATÉ,PR,Sul,8120
4111605,IVATUBA,PR,Sul,3240
4111704,JABOTI,PR,Sul,5255
4111902,JAGUAPITÃ,PR,Sul,13398
4112207,JANIÓPOLIS,PR,Sul,5897
4112306,JAPIRA,PR,Sul,5084
4112405,JAPURÁ,PR,Sul,9307
4112504,JARDIM ALEGRE,PR,Sul,12019
4112603,JARDIM OLINDA,PR,Sul,1396
4112702,JATAIZINHO,PR,Sul,12615
4112900,JUNDIAÍ DO SUL,PR,Sul,3430
4113007,JUSSARA,PR,Sul,7026
4113106,KALORÉ,PR,Sul,4368
4113254,LARANJAL,PR,Sul,6205
4113403,LEÓPOLIS,PR,Sul,4131
4113429,LIDIANÓPOLIS,PR,Sul,3662
4113452,LINDOESTE,PR,Sul,5071
4113601,LOBATO,PR,Sul,4751
4113734,LUIZIANA,PR,Sul,7455
4113759,LUNARDELLI,PR,Sul,5063
4114302,MANDIRITUBA,PR,Sul,25662
4114351,MANFRINÓPOLIS,PR,Sul,2861
4114500,MANOEL RIBAS,PR,Sul,13708
4114708,MARIA HELENA,PR,Sul,5932
4114906,MARILÂNDIA DO SUL,PR,Sul,9068
4115002,MARILENA,PR,Sul,7166
4115101,MARILUZ,PR,Sul,10555
4115309,MARIÓPOLIS,PR,Sul,6638
4115358,MARIPÁ,PR,Sul,5776
4115457,MARQUINHO,PR,Sul,4725
4115507,MARUMBI,PR,Sul,4765
4115739,MATO RICO,PR,Sul,3576
4115754,MAUÁ DA SERRA,PR,Sul,10039
4115853,MERCEDES,PR,Sul,5476
4115903,MIRADOR,PR,Sul,2314
4116000,MIRASELVA,PR,Sul,1875
4116059,MISSAL,PR,Sul,10879
4116307,MUNHOZ DE MELO,PR,Sul,3958
4116406,NOSSA SENHORA DAS GRAÇAS,PR,Sul,4075
4116505,NOVA ALIANÇA DO IVAÍ,PR,Sul,1536
4116604,NOVA AMÉRICA DA COLINA,PR,Sul,3545
4116950,NOVA ESPERANÇA DO SUDOESTE,PR,Sul,5194
4117008,NOVA FÁTIMA,PR,Sul,8356
4117057,NOVA LARANJEIRAS,PR,Sul,11927
4117206,NOVA OLÍMPIA,PR,Sul,5829
4117214,NOVA SANTA BÁRBARA,PR,Sul,4217
4117255,NOVA PRATA DO IGUAÇU,PR,Sul,10745
4117271,NOVA TEBAS,PR,Sul,6498
4117297,NOVO ITACOLOMI,PR,Sul,2908
4117404,OURIZONA,PR,Sul,3494
4117453,OURO VERDE DO OESTE,PR,Sul,6023
4117503,PAIÇANDU,PR,Sul,40156
4118006,PARAÍSO DO NORTE,PR,Sul,13345
4118303,PARANAPOEMA,PR,Sul,3117
4118451,PATO BRAGADO,PR,Sul,5432
4118600,PAULA FREITAS,PR,Sul,5842
4118808,PEABIRU,PR,Sul,14198
4118857,PEROBAL,PR,Sul,6105
4119202,PINHALÃO,PR,Sul,6440
4119251,PINHAL DE SÃO BENTO,PR,Sul,2757
4119509,PIRAQUARA,PR,Sul,107751
4119657,PITANGUEIRAS,PR,Sul,3140
4119707,PLANALTINA DO PARANÁ,PR,Sul,4303
4119806,PLANALTO,PR,Sul,13889
4119954,PONTAL DO PARANÁ,PR,Sul,25393
4120101,PORTO AMAZONAS,PR,Sul,4835
4120150,PORTO BARREIRO,PR,Sul,3491
4120200,PORTO RICO,PR,Sul,2611
4120333,PRADO FERREIRA,PR,Sul,3718
4120408,PRESIDENTE CASTELO BRANCO,PR,Sul,5227
4120655,QUARTO CENTENÁRIO,PR,Sul,4764
4120804,QUATRO BARRAS,PR,Sul,22651
4120853,QUATRO PONTES,PR,Sul,4031
4121109,QUINTA DO SOL,PR,Sul,4897
4121208,QUITANDINHA,PR,Sul,18733
4121257,RAMILÂNDIA,PR,Sul,4435
4121307,RANCHO ALEGRE,PR,Sul,3963
4121356,RANCHO ALEGRE D'OESTE,PR,Sul,2800
4121752,RESERVA DO IGUAÇU,PR,Sul,7927
4121802,RIBEIRÃO CLARO,PR,Sul,10941
4122107,RIO BOM,PR,Sul,3337
4122156,RIO BONITO DO IGUAÇU,PR,Sul,13552
4122172,RIO BRANCO DO IVAÍ,PR,Sul,4119
4122602,RONDON,PR,Sul,9581
4122651,ROSÁRIO DO IVAÍ,PR,Sul,5231
4122701,SABÁUDIA,PR,Sul,6702
4123105,SANTA AMÉLIA,PR,Sul,3603
4123204,SANTA CECÍLIA DO PAVÃO,PR,Sul,3544
4123303,SANTA CRUZ DE MONTE CASTELO,PR,Sul,8113
4123402,SANTA FÉ,PR,Sul,11691
4123600,SANTA INÊS,PR,Sul,1727
4123824,SANTA LÚCIA,PR,Sul,3955
4123857,SANTA MARIA DO OESTE,PR,Sul,10716
4123907,SANTA MARIANA,PR,Sul,12307
4123956,SANTA MÔNICA,PR,Sul,3915
4124004,SANTANA DO ITARARÉ,PR,Sul,5222
4124301,SANTO ANTÔNIO DO PARAÍSO,PR,Sul,2281
4124608,SÃO CARLOS DO IVAÍ,PR,Sul,6839
4124707,SÃO JERÔNIMO DA SERRA,PR,Sul,11519
4125100,SÃO JOÃO DO TRIUNFO,PR,Sul,14927
4125308,SÃO JORGE DO IVAÍ,PR,Sul,5676
4125357,SÃO JORGE DO PATROCÍNIO,PR,Sul,5946
4125407,SÃO JOSÉ DA BOA VISTA,PR,Sul,6485
4125456,SÃO JOSÉ DAS PALMEIRAS,PR,Sul,3816
4125555,SÃO MANOEL DO PARANÁ,PR,Sul,2189
4125753,SÃO PEDRO DO IGUAÇU,PR,Sul,6286
4125803,SÃO PEDRO DO IVAÍ,PR,Sul,10928
4126009,SÃO SEBASTIÃO DA AMOREIRA,PR,Sul,8985
4126108,SÃO TOMÉ,PR,Sul,5715
4126207,SAPOPEMA,PR,Sul,6905
4126272,SAUDADE DO IGUAÇU,PR,Sul,5448
4126355,SERRANÓPOLIS DO IGUAÇU,PR,Sul,4637
4126405,SERTANEJA,PR,Sul,5633
4126652,SULINA,PR,Sul,3222
4126678,TAMARANA,PR,Sul,14143
4126702,TAMBOARA,PR,Sul,5064
4126801,TAPEJARA,PR,Sul,15962
4126900,TAPIRA,PR,Sul,5798
4127007,TEIXEIRA SOARES,PR,Sul,11834
4127601,TIJUCAS DO SUL,PR,Sul,16348
4127809,TOMAZINA,PR,Sul,8470
4127882,TUNAS DO PARANÁ,PR,Sul,7971
4127908,TUNEIRAS DO OESTE,PR,Sul,8833
4127957,TUPÃSSI,PR,Sul,8277
4128302,UNIFLOR,PR,Sul,2614
4128401,URAÍ,PR,Sul,11662
4128534,VENTANIA,PR,Sul,11407
4128559,VERA CRUZ DO OESTE,PR,Sul,8918
4128625,ALTO PARAÍSO,PR,Sul,2998
4128633,DOUTOR ULYSSES,PR,Sul,5781
4128658,VIRMOND,PR,Sul,4095
4128807,XAMBRÊ,PR,Sul,5957
4200556,ÁGUAS FRIAS,SC,Sul,2387
4200606,ÁGUAS MORNAS,SC,Sul,6298
4200754,ALTO BELA VISTA,SC,Sul,1967
4201208,ANTÔNIO CARLOS,SC,Sul,8327
4201653,ARVOREDO,SC,Sul,2261
4202057,BALNEÁRIO BARRA DO SUL,SC,Sul,10317
4202081,BANDEIRANTE,SC,Sul,2751
4202099,BARRA BONITA,SC,Sul,1739
4202131,BELA VISTA DO TOLDO,SC,Sul,6304
4202156,BELMONTE,SC,Sul,2709
4202438,BOCAINA DO SUL,SC,Sul,3456
4202453,BOMBINHAS,SC,Sul,18623
4202537,BOM JESUS,SC,Sul,2919
4202578,BOM JESUS DO OESTE,SC,Sul,2151
4202859,BRAÇO DO TROMBUDO,SC,Sul,3709
4202875,BRUNÓPOLIS,SC,Sul,2539
4203154,CALMON,SC,Sul,3380
4203253,CAPÃO ALTO,SC,Sul,2597
4203709,CANELINHA,SC,Sul,11944
4204178,CERRO NEGRO,SC,Sul,3254
4204194,CHAPADÃO DO LAGEADO,SC,Sul,2953
4204350,CORDILHEIRA ALTA,SC,Sul,4321
4204459,CORONEL MARTINS,SC,Sul,2548
4204756,CUNHATAÍ,SC,Sul,1955
4205175,ENTRE RIOS,SC,Sul,3183
4205191,ERMO,SC,Sul,2076
4205357,FLOR DO SERTÃO,SC,Sul,1594
4205431,FORMOSA DO SUL,SC,Sul,2549
4205555,FREI ROGÉRIO,SC,Sul,2146
4206652,GUATAMBÚ,SC,Sul,4733
4206751,IBIAM,SC,Sul,1967
4207106,ILHOTA,SC,Sul,13857
4207577,IOMERÊ,SC,Sul,2917
4207684,IPUAÇU,SC,Sul,7400
4207759,IRACEMINHA,SC,Sul,4067
4207858,IRATI,SC,Sul,1984
4207908,IRINEÓPOLIS,SC,Sul,11133
4208955,JARDINÓPOLIS,SC,Sul,1625
4209177,JUPIÁ,SC,Sul,2127
4209458,LAJEADO GRANDE,SC,Sul,1453
4209854,LINDÓIA DO SUL,SC,Sul,4615
4210001,LUIZ ALVES,SC,Sul,12413
4210035,LUZERNA,SC,Sul,5705
4210050,MACIEIRA,SC,Sul,1799
4210407,MARACAJÁ,SC,Sul,7139
4210555,MAREMA,SC,Sul,1906
4210605,MASSARANDUBA,SC,Sul,16455
4210803,MELEIRO,SC,Sul,7047
4210852,MIRIM DOCE,SC,Sul,2374
4211256,MORRO GRANDE,SC,Sul,2915
4211454,NOVA ITABERABA,SC,Sul,4339
4211652,NOVO HORIZONTE,SC,Sul,2532
4211850,OURO VERDE,SC,Sul,2245
4211876,PAIAL,SC,Sul,1577
4211892,PAINEL,SC,Sul,2376
4212056,PALMEIRA,SC,Sul,2586
4212239,PARAÍSO,SC,Sul,3613
4212304,PAULO LOPES,SC,Sul,7360
4212650,PESCARIA BRAVA,SC,Sul,9980
4213153,PLANALTO ALEGRE,SC,Sul,2844
4213351,PONTE ALTA DO NORTE,SC,Sul,3413
4213807,PRAIA GRANDE,SC,Sul,7364
4214151,PRINCESA,SC,Sul,2906
4214300,RANCHO QUEIMADO,SC,Sul,2871
4215059,RIO RUFINO,SC,Sul,2489
4215075,RIQUEZA,SC,Sul,4670
4215208,ROMELÂNDIA,SC,Sul,5022
4215356,SALTINHO,SC,Sul,3847
4215455,SANGÃO,SC,Sul,12233
4215554,SANTA HELENA,SC,Sul,2266
4215653,SANTA ROSA DO SUL,SC,Sul,8356
4215679,SANTA TEREZINHA,SC,Sul,8846
4215687,SANTA TEREZINHA DO PROGRESSO,SC,Sul,2557
4215695,SANTIAGO DO SUL,SC,Sul,1317
4215752,SÃO BERNARDINO,SC,Sul,2449
4217154,SÃO MIGUEL DA BOA VISTA,SC,Sul,1848
4217253,SÃO PEDRO DE ALCÂNTARA,SC,Sul,5602
4217550,SERRA ALTA,SC,Sul,3301
4217758,SUL BRASIL,SC,Sul,2551
4217956,TIGRINHOS,SC,Sul,1695
4218251,TIMBÓ GRANDE,SC,Sul,7767
4218350,TREVISO,SC,Sul,3863
4218756,TUNÁPOLIS,SC,Sul,4597
4218855,UNIÃO DO OESTE,SC,Sul,2600
4218954,URUPEMA,SC,Sul,2487
4219150,VARGEM,SC,Sul,2543
4219176,VARGEM BONITA,SC,Sul,4597
4219853,ZORTÉA,SC,Sul,3300
4300034,ACEGUÁ,RS,Sul,4759
4300059,ÁGUA SANTA,RS,Sul,3841
4300455,ALEGRIA,RS,Sul,4037
4300471,ALMIRANTE TAMANDARÉ DO SUL,RS,Sul,2079
4300554,ALTO ALEGRE,RS,Sul,1803
4300570,ALTO FELIZ,RS,Sul,3040
4300646,AMETISTA DO SUL,RS,Sul,7576
4300703,ANTA GORDA,RS,Sul,6210
4300851,ARAMBARÉ,RS,Sul,3748
4300877,ARARICÁ,RS,Sul,5395
4301057,ARROIO DO SAL,RS,Sul,9050
4301073,ARROIO DO PADRE,RS,Sul,2906
4301107,ARROIO DOS RATOS,RS,Sul,14255
4301503,AUGUSTO PESTANA,RS,Sul,7091
4301552,ÁUREA,RS,Sul,3718
4301651,BARÃO,RS,Sul,6109
4301701,BARÃO DE COTEGIPE,RS,Sul,6763
4301750,BARÃO DO TRIUNFO,RS,Sul,7440
4301859,BARRA DO GUARITA,RS,Sul,3253
4302006,BARROS CASSAL,RS,Sul,11486
4302055,BENJAMIN CONSTANT DO SUL,RS,Sul,2227
4302154,BOA VISTA DAS MISSÕES,RS,Sul,2167
4302220,BOA VISTA DO CADEADO,RS,Sul,2526
4302238,BOA VISTA DO INCRA,RS,Sul,2579
4302253,BOA VISTA DO SUL,RS,Sul,2859
4302378,BOM PROGRESSO,RS,Sul,2216
4302402,BOM RETIRO DO SUL,RS,Sul,12204
4302584,BOZANO,RS,Sul,2228
4302600,BRAGA,RS,Sul,3647
4302659,BROCHIER,RS,Sul,4996
4303301,CAIBATÉ,RS,Sul,5042
4303400,CAIÇARA,RS,Sul,5064
4303673,CAMPESTRE DA SERRA,RS,Sul,3407
4304101,CAMPOS BORGES,RS,Sul,3514
4304309,CÂNDIDO GODÓI,RS,Sul,6567
4304614,CANUDOS DO VALE,RS,Sul,1817
4304622,CAPÃO BONITO DO SUL,RS,Sul,1758
4304655,CAPÃO DO CIPÓ,RS,Sul,3449
4304663,CAPÃO DO LEÃO,RS,Sul,25495
4304671,CAPIVARI DO SUL,RS,Sul,4362
4304697,CAPITÃO,RS,Sul,2769
4304713,CARAÁ,RS,Sul,7971
4304853,CARLOS GOMES,RS,Sul,1547
4304952,CASEIROS,RS,Sul,3185
4305116,CENTENÁRIO,RS,Sul,3016
4305124,CERRITO,RS,Sul,6443
4305132,CERRO BRANCO,RS,Sul,4694
4305157,CERRO GRANDE,RS,Sul,2437
4305355,CHARQUEADAS,RS,Sul,38899
4305371,CHARRUA,RS,Sul,3482
4305447,CHUVISCA,RS,Sul,5319
4305587,COLINAS,RS,Sul,2499
4305702,CONDOR,RS,Sul,6836
4305835,COQUEIRO BAIXO,RS,Sul,1559
4305850,COQUEIROS DO SUL,RS,Sul,2458
4305871,CORONEL BARROS,RS,Sul,2559
4305934,CORONEL PILAR,RS,Sul,1728
4305959,COTIPORÃ,RS,Sul,4000
4305975,COXILHA,RS,Sul,2876
4306056,CRISTAL,RS,Sul,7831
4306072,CRISTAL DO SUL,RS,Sul,2918
4306130,CRUZALTENSE,RS,Sul,2059
4306205,CRUZEIRO DO SUL,RS,Sul,12258
4306320,DERRUBADAS,RS,Sul,3102
4306353,DEZESSEIS DE NOVEMBRO,RS,Sul,2744
4306379,DILERMANDO DE AGUIAR,RS,Sul,3130
4306429,DOIS IRMÃOS DAS MISSÕES,RS,Sul,2158
4306452,DOIS LAJEADOS,RS,Sul,3430
4306551,DOM PEDRO DE ALCÂNTARA,RS,Sul,2617
4306700,DONA FRANCISCA,RS,Sul,3331
4306759,DOUTOR RICARDO,RS,Sul,2071
4306924,ENGENHO VELHO,RS,Sul,1340
4306932,ENTRE-IJUÍS,RS,Sul,8981
4306957,ENTRE RIOS DO SUL,RS,Sul,3035
4307054,ERNESTINA,RS,Sul,3215
4307450,ESPERANÇA DO SUL,RS,Sul,3204
4307815,ESTRELA VELHA,RS,Sul,3745
4307831,EUGÊNIO DE CASTRO,RS,Sul,2699
4308052,FAXINALZINHO,RS,Sul,2523
4308078,FAZENDA VILANOVA,RS,Sul,4194
4308250,FLORIANO PEIXOTO,RS,Sul,1958
4308300,FONTOURA XAVIER,RS,Sul,10836
4308409,FORMIGUEIRO,RS,Sul,7053
4308433,FORQUETINHA,RS,Sul,2519
4308458,FORTALEZA DOS VALOS,RS,Sul,4588
4308656,GARRUCHOS,RS,Sul,3182
4308805,GENERAL CÂMARA,RS,Sul,8663
4308854,GENTIL,RS,Sul,1705
4309126,GRAMADO DOS LOUREIROS,RS,Sul,2247
4309555,HARMONIA,RS,Sul,4664
4309571,HERVEIRAS,RS,Sul,3070
4309753,IBARAMA,RS,Sul,4519
4309951,IBIRAPUITÃ,RS,Sul,4155
4310363,IMIGRANTE,RS,Sul,3157
4310405,INDEPENDÊNCIA,RS,Sul,6598
4310413,INHACORÁ,RS,Sul,2312
4310462,IPIRANGA DO SUL,RS,Sul,1975
4310538,ITAARA,RS,Sul,5384
4310553,ITACURUBI,RS,Sul,3552
4310579,ITAPUCA,RS,Sul,2295
4310652,ITATI,RS,Sul,2583
4310751,IVORÁ,RS,Sul,2104
4310850,JABOTICABA,RS,Sul,4082
4310876,JACUIZINHO,RS,Sul,2666
4311122,JAQUIRANA,RS,Sul,4083
4311155,JÓIA,RS,Sul,8679
4311239,LAGOA BONITA DO SUL,RS,Sul,2852
4311254,LAGOÃO,RS,Sul,6516
4311270,LAGOA DOS TRÊS CANTOS,RS,Sul,1650
4311429,LAJEADO DO BUGRE,RS,Sul,2596
4311627,LINDOLFO COLLOR,RS,Sul,5765
4311643,LINHA NOVA,RS,Sul,1712
4311700,MACHADINHO,RS,Sul,5640
4311734,MAMPITUBA,RS,Sul,3079
4311775,MAQUINÉ,RS,Sul,7016
4311791,MARATÁ,RS,Sul,2677
4311981,MARIANA PIMENTEL,RS,Sul,3932
4312054,MARQUES DE SOUZA,RS,Sul,4159
4312104,MATA,RS,Sul,5124
4312138,MATO CASTELHANO,RS,Sul,2574
4312153,MATO LEITÃO,RS,Sul,4276
4312179,MATO QUEIMADO,RS,Sul,1780
4312252,MINAS DO LEÃO,RS,Sul,8059
4312351,MONTAURI,RS,Sul,1545
4312377,MONTE ALEGRE DOS CAMPOS,RS,Sul,3249
4312385,MONTE BELO DO SUL,RS,Sul,2689
4312427,MORMAÇO,RS,Sul,2986
4312443,MORRINHOS DO SUL,RS,Sul,3166
4312450,MORRO REDONDO,RS,Sul,6566
4312476,MORRO REUTER,RS,Sul,6183
4312617,MUITOS CAPÕES,RS,Sul,3156
4312625,MULITERNO,RS,Sul,1903
4312674,NICOLAU VERGUEIRO,RS,Sul,1752
4312757,NOVA ALVORADA,RS,Sul,3481
4313011,NOVA CANDELÁRIA,RS,Sul,2807
4313037,NOVA ESPERANÇA DO SUL,RS,Sul,5125
4313060,NOVA HARTZ,RS,Sul,20405
4313086,NOVA PÁDUA,RS,Sul,2568
4313334,NOVA RAMADA,RS,Sul,2417
4313359,NOVA ROMA DO SUL,RS,Sul,3603
4313391,NOVO CABRAIS,RS,Sul,4125
4313425,NOVO MACHADO,RS,Sul,3757
4313441,NOVO TIRADENTES,RS,Sul,2312
4313466,NOVO XINGU,RS,Sul,1790
4313490,NOVO BARREIRO,RS,Sul,4181
4313607,PAIM FILHO,RS,Sul,4172
4314027,PARAÍSO DO SUL,RS,Sul,7677
4314035,PARECI NOVO,RS,Sul,3760
4314068,PASSA SETE,RS,Sul,5554
4314076,PASSO DO SOBRADO,RS,Sul,6430
4314134,PAULO BENTO,RS,Sul,2308
4314159,PAVERAMA,RS,Sul,8485
4314175,PEDRAS ALTAS,RS,Sul,2168
4314423,PICADA CAFÉ,RS,Sul,5595
4314456,PINHAL,RS,Sul,2616
4314464,PINHAL DA SERRA,RS,Sul,2104
4314498,PINHEIRINHO DO VALE,RS,Sul,4803
4314506,PINHEIRO MACHADO,RS,Sul,12913
4314548,PINTO BANDEIRA,RS,Sul,2868
4314555,PIRAPÓ,RS,Sul,2625
4314753,POÇO DAS ANTAS,RS,Sul,2112
4314779,PONTÃO,RS,Sul,3990
4314787,PONTE PRETA,RS,Sul,1706
4315057,PORTO MAUÁ,RS,Sul,2536
4315073,PORTO VERA CRUZ,RS,Sul,1676
4315131,POUSO NOVO,RS,Sul,1819
4315149,PRESIDENTE LUCENA,RS,Sul,2752
4315156,PROGRESSO,RS,Sul,6379
4315172,PROTÁSIO ALVES,RS,Sul,2034
4315313,QUATRO IRMÃOS,RS,Sul,1856
4315321,QUEVEDOS,RS,Sul,2824
4315354,QUINZE DE NOVEMBRO,RS,Sul,3826
4315552,RIO DOS ÍNDIOS,RS,Sul,3317
4315750,RIOZINHO,RS,Sul,4607
4315958,ROLADOR,RS,Sul,2515
4316428,SAGRADA FAMÍLIA,RS,Sul,2676
4316477,SALVADOR DAS MISSÕES,RS,Sul,2776
4316501,SALVADOR DO SUL,RS,Sul,7434
4316733,SANTA CECÍLIA DO SUL,RS,Sul,1695
4316758,SANTA CLARA DO SUL,RS,Sul,6285
4316956,SANTA MARIA DO HERVAL,RS,Sul,6358
4316972,SANTA MARGARIDA DO SUL,RS,Sul,2519
4317251,SANTA TEREZA,RS,Sul,1780
4317558,SANTO ANTÔNIO DO PALMA,RS,Sul,2196
4317756,SANTO ANTÔNIO DO PLANALTO,RS,Sul,2059
4317954,SANTO EXPEDITO DO SUL,RS,Sul,2468
4318051,SÃO DOMINGOS DO SUL,RS,Sul,3080
4318432,SÃO JOÃO DO POLÊSINE,RS,Sul,2646
4318440,SÃO JORGE,RS,Sul,2842
4318457,SÃO JOSÉ DAS MISSÕES,RS,Sul,2714
4318481,SÃO JOSÉ DO HORTÊNCIO,RS,Sul,4543
4318499,SÃO JOSÉ DO INHACORÁ,RS,Sul,2205
4318614,SÃO JOSÉ DO SUL,RS,Sul,2298
4318622,SÃO JOSÉ DOS AUSENTES,RS,Sul,3496
4319125,SÃO MARTINHO DA SERRA,RS,Sul,3309
4319158,SÃO MIGUEL DAS MISSÕES,RS,Sul,7754
4319356,SÃO PEDRO DA SERRA,RS,Sul,3639
4319364,SÃO PEDRO DAS MISSÕES,RS,Sul,1998
4319372,SÃO PEDRO DO BUTIÁ,RS,Sul,2991
4319703,SÃO VALENTIM,RS,Sul,3581
4319737,SÃO VALÉRIO DO SUL,RS,Sul,2760
4319752,SÃO VENDELINO,RS,Sul,2154
4320230,SEDE NOVA,RS,Sul,3050
